"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","id","app_id"
"13400","2005","10","21","Friday",1,"SD",19,1,"P",1.17885833333333,689.297916666667,368.379095,20,1,3,0,37.3746866666667,7.93986666666667,0.916733333333333,57.2916795572924,1,0.783866666666667,"3",26,1,"hold",-3919
"13401","2005","10","21","Friday",100,"SO",18,0.937166666666667,"P",1.1279,594.208166666667,256.373212878788,19.7117555555556,1.07529,7,0,26.2995883333333,15.48255,0.2587,80.46875,1.06040833333333,1.82258095238095,"5",16.021373333333,0,"hold",-4035
"13402","2005","10","21","Friday",1,"SD",19,1,"P",1.20123333333333,693.346666666667,404.789408333333,18.8639166666667,1.13086857142857,9,0.2304947763,54.06506,20,1,85.9375,1,1,"5",72.52608,0,"hold",-4019
"13403","2005","10","21","Friday",0,"SA",18,1,"P",1.16225,572.125416666667,359.14103,17.9035466666667,1.08744,23,0.2247027615,39.6389875,6,0,38.3359375,1.070875,2.01346666666667,"5",17.4855799999997,0,"hold",-3941
"13404","2005","10","21","Friday",1,"SB",21,1,"P",2,950,0,5,2,34,0,0,19,4,66.625,1,1.24806333333333,"3",0,2,"hold",-4145
"13405","2005","10","22","Saturday",0,"SF",19,0.9818,"R",1.1861,560.260833333333,386.885813333333,18.79918,1.0902,13.3758333333333,0.235504366,50.5384825,9.2225,1.01510833333333,57.15625,1.1158,1.7548,"5",23.4766999999998,0,"hold",-3888
"13406","2005","10","22","Saturday",0,"SN",21,1,"R",1.2669,701.853,464.20485,20.441,1.2841,13.72615,0.0653610746,47.76546,9.85606666666667,1.55225,45.015625,1,0,"5",124.716016666667,0,"hold",-4163
"13407","2005","10","22","Saturday",800,"SO",21,1,"P",1.44855,786.147166666667,483.206041666667,22.22545,1.37005,21.0598,0,88.4783,13.9636666666667,2.6461,81.28125,2,0,"5",200.3179,0,"hold",-4066
"13408","2005","10","22","Saturday",0,"SO",22,2,"P",1.27085833333333,1049.49125,415.891225,34,2,2,0.0499178661,37.6679666666667,9.3771,3.651,75.1875,1.07143333333333,2.1786,"5",160.086866666667,0,"hold",-4147
"13409","2005","10","22","Saturday",0,"SO",18,1,"P",1.1717,562.283214285714,313.74058,19.2984733333333,1.056625,13,0,32.5878916666667,3,0,75.234375,1.07993333333333,1.73134,"5",11.3537599999997,0,"hold",-4038
"13410","2005","10","22","Saturday",860,"SO",20,1,"P",1,1244.815,443.631325,2,2,23,0,0,16,1,57.90625,1,1.4151,"3",1434,2,"hold",-4143
"13411","2005","10","22","Saturday",0,"SB",19,1,"P",1.31153333333333,531.825,359.20948,14,3,24,0.0865721791,54.803,12.81205,1.14215,37.2265625,1,1.12366,"3",97,2,"hold",-3918
"13412","2005","10","22","Saturday",0,"SB",20,1.2776,"R",1.186,777.011666666667,394.558675,18.42566,1.0995,14.8896952380952,0.0698472497,27.1663033333333,9.86713,1.63433333333333,65.28125,1.0726,1.86693333333333,"5",30.8987666666665,0,"hold",-4326
"13413","2005","10","22","Saturday",1,"SO",23,1.2943,"R",1.18965,1012.69466666667,391.03985,19.44245,1.1052,15.0531,0.0710830169,24.28582,8.958425,1.77986666666667,74.84375,1.0795,1.8537,"5",30.5256499999998,0,"hold",-4420
"13414","2005","10","22","Saturday",0,"SO",23,1.21645,"R",1.17445,939.017,380.2118,18.5605966666667,1.0928,13.304025,0,22.56236,9.4525,1.79273333333333,48.1664363118688,1.0744,1.78033333333333,"4",19.9040499999997,0,"hold",-4200
"13415","2005","10","22","Saturday",0,"SB",25,2,"R",1.2646,969.565833333333,490.513175,20.7170333333333,1.27707857142857,13.0313666666667,0.024163065,34.8746833333333,9.057775,2.22196666666667,37.921875,1,1,"5",206.58518,0,"hold",-4328
"13416","2005","10","22","Saturday",420,"SF",34,3,"R",1.3066,1075.22,600.244033333333,15,1,12.52405,0.5573753454,43.9387333333333,9.74123333333333,1.7159,48.5,1,0,"3",0,1,"hold",-4293
"13417","2005","10","22","Saturday",0,"SO",19,2,"P",3,200,300.362787878788,2,2,20.62207,0.2968815193,1,11.5615,1,68.34375,3,0,"3",234,2,"hold",-4396
"13418","2005","10","22","Saturday",2,"SA",21,1,"R",1.37118333333333,1210.95416666667,580.781933333333,20,2,12.8085166666667,1.0646898262,64.7325833333333,9.56185,2.6334,25.625,1,1.44841666666667,"3",411,1,"hold",-4304
"13419","2005","10","22","Saturday",860,"SB",25,1.6736,"R",3,1250,930,3,4,18.2817166666667,0.0345576847,55,11.3895,2.7445,30.34375,2,1,"3",249,4,"hold",-4385
"13420","2005","10","22","Saturday",0,"SO",18,1,"P",1.286925,563.721666666667,316.491366666667,18.32793,1.1619,2,0.0418860954,35.668519047619,20,0,62.921875,1,1,"5",45.3073299999999,0,"hold",-4245
"13421","2005","10","22","Saturday",0,"SF",21,1,"P",2,950,186,2,4,4,0.1397544439,1,2,0,70.921875,1,1,"3",0,4,"hold",-4406
"13422","2005","10","22","Saturday",460,"SN",20,2,"P",1.360625,676.7975,420.314769090909,17,2,14,0.277734098,0,9,0,17.42578125,1,1.24398,"3",0,2,"hold",-4288
"13423","2005","10","22","Saturday",0,"SO",16,0.8262,"P",1.2621,567.128333333333,372.939891666667,21.04173,1.149,15,0.0206141325,61.15366,24,0.531116666666666,9.185546875,1.11735833333333,1.6734,"5",33.5107699999998,0,"hold",-4398
"13424","2005","10","22","Saturday",0,"SA",20,1,"P",1.5564,503.298333333333,358.46355,10,3,29,0.3165994678,134,8,1,66.234375,2,1,"2",0,2,"hold",-4171
"13425","2005","10","25","Tuesday",0,"SO",22,1,"R",1.141425,836.208666666667,451.01285,20.0627333333333,1.0949,12.750275,0,25.3023857142857,8.039,1.68778333333333,50.1476416357595,1.0463,1.47520666666667,"4",31.8075333333331,0,"hold",-4284
"13426","2005","10","25","Tuesday",0,"SL",18,1,"P",2,100,263.594316666667,1,4,5,0,0,6.1346,1.33306666666667,63.6607192545579,1,1,"3",0,4,"hold",-4419
"13427","2005","10","25","Tuesday",0,"SC",18,1,"P",1.304085,580.055833333333,321.98117,12,1,8,0,0,0,0,78.53125,2,0,"3",0,1,"hold",-4382
"13428","2005","10","25","Tuesday",0,"SC",19,1,"P",1.238325,450,33,7,1,12,0.0469950875,52,10.831065,1,79,2,1,"3",139,1,"hold",-4358
"13429","2005","10","25","Tuesday",1,"SA",23,6,"R",1.17715,1012.01366666667,527.843525,20.4337,1.2376,13.7449166666667,0,28.5999,7.92433333333333,1.9141,47.0012834961532,1.06,1.33396666666667,"4",215.7823,0,"hold",-4426
"13430","2005","10","25","Tuesday",0,"SL",21,1.2998,"R",1.203725,815.1775,468.018966666667,18.143005,1.137,12.0171452380952,0.0934321345,37.05075,8.63145,1.65233666666667,21.30078125,1.0601,1.448,"5",59.6052999999999,0,"hold",-4408
"13431","2005","10","25","Tuesday",0,"SO",23,1.4293,"R",1.1859,1009.62066666667,535.870066666667,18.22651,1.1384,10.6510166666667,0.7894312777,28.53866,7.2786,2.02503333333333,37.5703125,1.0649,1.53753333333333,"5",39.0395733333332,0,"hold",-4710
"13432","2005","10","25","Tuesday",0,"SM",22,1,"R",1.181975,943.15,487.8242,18.313895,1.1187,12.2255428571429,0.144778281,26.9999833333333,8.60305833333334,1.70818333333333,35.5,1.0531,1.63137333333333,"5",40.9362666666665,0,"hold",-4449
"13433","2005","10","25","Tuesday",0,"SB",19,1.02996666666667,"R",1.13765,616.545666666667,387.378683333333,16.9835983333333,1.083,13.6771226190476,0,32.1940766666667,9.9914,1.20633333333333,47.4268162598329,1.0539,1.50814666666667,"4",44.1172833333331,0,"hold",-4624
"13434","2005","10","25","Tuesday",1,"SC",23,6,"R",2,1350,373,4,1,12.3251416666667,0.113447058,0,9.669575,1.801,50.9765625,2,0,"3",704,1,"hold",-4562
"13435","2005","10","25","Tuesday",0,"SO",29,2,"R",1,1150,216,5,1,20.6465916666667,0.0244156094,59,12.0856333333333,0,79.828125,1.152275,4,"3",0,1,"hold",-4502
"13436","2005","10","25","Tuesday",0,"SH",22,2,"R",1.19925,807.224916666667,474.377291666666,36,1,10.5759,0.6411383711,34.9282825,7.7529,1.68385,40.8046875,1.090575,1.84485333333333,"3",0,1,"hold",-4650
"13437","2005","10","25","Tuesday",1,"SM",37,1,"H",1.293925,2600,1321.27064,11,2,20.3031,0.2711735964,30.8925166666667,13.01705,7,69.109375,1,1.22476666666667,"3",292,2,"hold",-4644
"13438","2005","10","25","Tuesday",0,"SM",19,2,"R",1.19135,959.095333333333,476.4799,14.542035,1.23945,13.0566,0.3621637085,28.9814,7,2,30.14453125,1.0515,4,"5",107.5269,0,"hold",-4663
"13439","2005","10","25","Tuesday",200,"SO",19,0.9839,"P",1.22553333333333,556.697583333333,355.504941666666,17.1367516666667,1.14195,12.9915566666667,0.6510748994,38.393425,9.25815333333333,1.01585,60.984375,1,0,"5",59.4166166666666,0,"hold",-4538
"13440","2005","10","25","Tuesday",1,"SO",18,1,"P",1,728.157916666667,342.526633333333,1,1,1,0.4008111469,486,8.29244,0,29.67578125,2,0,"3",0,1,"hold",-4483
"13441","2005","10","25","Tuesday",1,"SF",19,1,"P",1.27385,1500,417.84615,9,1,3,0.3332171384,0,13,2,45.671875,1,0,"3",0,1,"hold",-4635
"13442","2005","10","25","Tuesday",0,"SL",24,1,"R",1.186925,993.36,561.345833333333,19.3708,1.22677857142857,2,0.1829375885,29.8919166666667,6.49921666666667,1.96525,57.0390625,1.051,1.52436666666667,"5",76.2530333333332,0,"hold",-4534
"13443","2005","10","25","Tuesday",600,"SN",18,1,"P",1,500,498,3,1,11,0.3129195161,54.2297333333333,16,0,52.46875,2,1,"3",0,1,"hold",-4680
"13444","2005","10","25","Tuesday",200,"SO",18,1.0833,"P",1.1467,549.091,290.863458333333,53,1,18,0,35.8835283333333,23,0,48.703125,1.07315,1.69711333333333,"3",0,1,"hold",-4489
"13445","2005","10","25","Tuesday",1,"SB",19,2,"P",1.26920833333333,942.1145,390.386883333333,14,1,20,0.0855278478,1,22,0,56.9453125,1,0,"3",854,1,"hold",-4670
"13446","2005","10","25","Tuesday",0,"SC",21,3,"P",1,1300,31,1,1,33,0,30,9,2,58.875,2,1,"3",0,1,"hold",-4546
"13447","2005","10","26","Wednesday",1,"SH",22,1,"R",1.1738,801.336666666667,454.363666666666,21.6957766666667,1.1761,18.4914942857143,0.1968483482,47.2884214285714,11.35319,1.99923333333333,64.765625,1.05803333333333,1.88083333333333,"5",66.3580833333332,0,"hold",-4495
"13448","2005","10","26","Wednesday",0,"SC",18,1,"P",1.3102,1857.8875,1044.3871,17,2,5,0.1709538815,63.4414333333334,14,14,73.640625,1,1.3836,"3",0,2,"hold",-4492
"13449","2005","10","26","Wednesday",1,"SB",19,1,"P",1.1489,562.25625,313.69813,16,1,9,0,37.0625491666667,14,1.39584166666667,23.82421875,1.04690833333333,2.31803333333333,"3",0,1,"hold",-4470
"13450","2005","10","26","Wednesday",0,"SC",18,1,"P",1.1452,505.204166666667,304.906505,22,1,12,0.085035109,29.3041998809524,10.8446166666667,0.3475,58.8828125,1.05165,2.15133333333333,"3",0,1,"hold",-4647
"13451","2005","10","26","Wednesday",1340,"FT",21,1.3592,"R",1.1824,963.634666666667,547.507683333333,24.0842,1.21654,16.1244666666667,0,33.6494957142857,10.00045,1.88331666666667,50.1135671387291,1.07810833333333,1.6795,"4",66.7131999999998,0,"hold",-4685
"13452","2005","10","26","Wednesday",1,"SO",20,1.0692,"P",1.1341,523.915333333333,344.903591666667,17.768415,1.0712,12.8370333333333,0.201009403,37.3649373809524,9.06359,1.52736666666667,48.8046875,1.0603,2.07893333333333,"5",21.2774999999998,0,"hold",-4557
"13453","2005","10","26","Wednesday",40,"SA",18,1.0923,"R",1.258525,520.108666666667,398.339163333333,16.56685,1.29871857142857,16.0502,0.0213667684,58.61135,10.4482166666667,0.8175,17.83203125,1,1,"5",83.62313,0,"hold",-4595
"13454","2005","10","26","Wednesday",0,"SB",18,3,"H",3,450,521.350945,2,1.51505714285714,19.4493,0.1700444501,90,11.54308,0,42.578125,5,0,"5",218.3758,0,"hold",-4473
"13455","2005","10","26","Wednesday",0,"SO",20,1,"P",1.308825,200,302.477598333333,16,1,3,0.3954148982,45.1061166666667,7.97919,1.53775833333333,71.375,2,1,"3",0,1,"hold",-4634
"13456","2005","10","26","Wednesday",0,"SH",22,2,"P",1.2837,1450,900,7,3,3,0,0,6,16,53.9765625,2,0,"3",2047,2,"hold",-4692
"13457","2005","10","26","Wednesday",0,"SF",19,1,"P",1.17135,585.384166666667,374.842821,29,1,4,0.261206395,39.3785773809524,5,1.20493333333333,53.0390625,1.0931,2.23996666666667,"3",0,1,"hold",-4587
"13458","2005","10","26","Wednesday",0,"SO",18,0.9402,"R",1.14308333333333,512.364166666667,310.329725,18.61051,1.06704,5,0,32.3228230952381,17,0,60.9765625,1.044925,2.12566666666667,"5",14.3401233333331,0,"hold",-4568
"13459","2005","10","26","Wednesday",0,"SO",18,1,"P",1.19855833333333,517.9375,351.424796666667,17.2361416666667,1.13546666666667,11,0.0826136128,37.34481,7,0.2302,50.2578125,1,1,"5",38.5170299999999,0,"hold",-4658
"13460","2005","10","26","Wednesday",0,"SO",19,4,"P",1,500,0,4,2,19,0.1732910173,25.8929333333333,26,2,72.84375,2,0,"3",0,2,"hold",-4617
"13461","2005","10","26","Wednesday",1,"SO",18,1,"P",1,327.666916666667,187.564533333333,2,1,23,0.2274342878,25,17,0,51.0703125,1.11564166666667,1.95106678571429,"3",0,1,"hold",-4664
"13462","2005","10","26","Wednesday",1,"SO",20,1,"P",1.24941666666667,1250,155,15,2,61,0,18.4540833333333,23,1,64.46875,1,1,"3",0,2,"hold",-4656
"13463","2005","10","27","Thursday",1,"SO",19,1.0387,"R",1.1411,513.835666666667,323.3526,17.8835083333333,1.07839,12.56535,0,36.9545789285715,9.22430833333333,0.910333333333333,44.0933752931336,1.05045,1.8291,"5",18.0051999999997,0,"hold",-4806
"13464","2005","10","27","Thursday",0,"SB",22,1,"R",1.219,753.475,528.827583333333,22.6093416666667,1.2085,12.02505,1.0634970702,48.85766,7.57758333333333,2.46263333333333,28.53125,1,1,"5",166.932483333333,0,"hold",-4832
"13465","2005","10","27","Thursday",0,"SE",18,1,"P",1.2021,527.2475,392.895525,21.686765,1.0791,15.605425,0,41.86313,8.6617,0,22.4921875,1.056425,1.77343333333333,"5",17.7173799999997,0,"hold",-4975
"13466","2005","10","27","Thursday",0,"SA",28,1,"P",1.29348333333333,990.42425,779.8334,29.24515,1.367,1,0,59.6888323809524,22,0,54.4296875,1.113825,1.80666666666667,"5",181.884206666667,0,"hold",-4741
"13467","2005","10","27","Thursday",0,"SL",20,1,"R",1.2492,695.532833333333,433.244733333333,24,1,3,0,54.5912007142857,0,0,11.6796875,1.1267,1.884,"3",0,1,"hold",-4856
"13468","2005","10","27","Thursday",0,"SO",18,1,"P",2,440.799166666667,251.137139545455,4,2,21,0.1296460065,29,6,0,42.484375,1,0,"3",0,2,"hold",-5034
"13469","2005","10","27","Thursday",1,"SO",19,1,"P",2,250,265.624892424242,2,2,51,0.0279176389,0,23,1.35586666666667,59.9140625,1,1,"3",285,1,"hold",-4837
"13470","2005","10","27","Thursday",0,"SO",20,1.08435,"R",1.14255,573.041666666667,339.704283333333,17.5907633333333,1.08184,12.966480952381,0.016609058,37.9386033333333,8.35585,1.4245,64.34375,1.0496,1.83303333333333,"5",32.0249999999999,0,"hold",-5001
"13471","2005","10","27","Thursday",1,"SO",24,1.2143,"R",1.2419,951.47675,512.793066666667,23.0941666666667,1.1995,12.4283166666667,0.6968301237,35.82545,7.793225,2.05635,23.71875,1.05743333333333,1.73513333333333,"5",83.2163333333332,0,"hold",-4993
"13472","2005","10","27","Thursday",0,"SO",18,1,"P",1.22745,591.211666666667,401.055283333333,24.979575,1.09569166666667,23.5766,0.1165007201,46.1129891666667,12.16075,0,92,1.07325,1.70437,"5",19.1735666666664,0,"hold",-4776
"13473","2005","10","27","Thursday",0,"SO",19,1.0108,"R",1.1886,516.927833333333,346.784216666666,17.5696266666667,1.10014,11.5435,0,42.2163207142857,9.48234166666667,0.930416666666667,21.63671875,1.04515,1.8397,"5",25.4336333333331,0,"hold",-4793
"13474","2005","10","27","Thursday",1,"SO",25,1.3846,"R",1.2085,1110.02966666667,509.4642,21.1265416666667,1.1614,12.0585666666667,0.1895055138,27.0177,7.5287,1.87945,36.53125,1.0465,1.70913333333333,"5",49.8398666666665,0,"hold",-4922
"13475","2005","10","27","Thursday",1400,"SF",23,1,"R",1.2933,805.628333333333,627.97731,33,1,11.880175,0.6610191744,150.536785714286,8.9939,2.0362,35.1484375,1.239,3,"2",113.6286,0,"hold",-5146
"13476","2005","10","27","Thursday",1,"SA",19,1,"P",1.1635,503.9995,336.242005,17.2993166666667,1.08,6,0.1366252229,36.8540483333333,1,0,40.9609375,1.053,1.95073333333333,"5",20.1845866666665,0,"hold",-4795
"13477","2005","10","27","Thursday",0,"SH",18,1,"P",1.2036,554.821666666667,368.92639,19.9159416666667,1.07566666666667,10,0.3143851683,47.226691547619,13,0,44.234375,1.057175,1.8912,"5",15.9945733333331,0,"hold",-4796
"13478","2005","10","27","Thursday",0,"SH",18,2,"P",1,531.832,308.820291666667,4,1.14849,16,0.0109833713,100,17,0,75.328125,1.1307,1.73766666666667,"5",116.2403,0,"hold",-4839
"13479","2005","10","27","Thursday",0,"SO",21,1,"R",1.4131,500,496,25,3,24,0.1585560068,82.5546,14,2.4773,40.5234375,1,1,"3",308,3,"hold",-4746
"13480","2005","10","27","Thursday",0,"SC",21,4,"P",1.355825,950,494.564758333333,30,4,37,0.2256927621,20,11,3,49.7421875,1,1.1539,"3",452,2,"hold",-4951
"13481","2005","10","27","Thursday",0,"SO",21,1,"P",1.27235,200,338.389525,17,1,50,0.1924297563,125,12,3,42.0703125,1.229,1.7623,"3",0,1,"hold",-5164
"13482","2005","10","28","Friday",1,"SB",25,2,"R",1.1606,1037.8955,512.932383333333,20.7477166666667,1.1453,13.3367642857143,0.4811933702,29.01835,9.07975,1.92156666666667,49.5625,1.0465,1.7075,"5",130.797266666667,0,"hold",-4804
"13483","2005","10","28","Friday",0,"SM",23,6,"R",1.19095,1024.8295,545.534283333333,25.4345333333333,1.2205,17.0776,0,34.2178933333333,10.1845,2.09563333333333,64.59375,1.06883333333333,1.64723333333333,"5",297.0078,0,"hold",-5112
"13484","2005","10","28","Friday",800,"SO",21,2.126675,"P",2.0163,1086.6925,720.1388,23.4269866666667,1.66005,27.9107666666667,0,94.6395,12.29595,2.9749,84.03125,3,0,"5",369.7214,0,"hold",-4725
"13485","2005","10","28","Friday",1,"SC",23,1,"P",1.13235,663.611833333333,431.445458333333,36,1,12.26705,0.1826432878,42.7805966666667,9.5407,2.29785,41.1171875,1.09973333333333,1.9308,"3",0,1,"hold",-4812
"13486","2005","10","28","Friday",1,"SO",19,1,"P",1.146225,606.977083333333,365.525863333333,29,1,2,0.0806015457,36.4462873809524,10,0,58.75,1,0,"3",0,1,"hold",-4756
"13487","2005","10","28","Friday",1,"FT",27,1.3093,"R",1.1491,1196.54775,609.1424,21.41875,1.12706666666667,14.493525,0,23.8808533333333,7.8605,1.84226666666667,49.1278580566557,1.0466,1.68123333333333,"4",53.0995666666665,0,"hold",-4962
"13488","2005","10","28","Friday",1,"SA",19,1,"R",1.11025,595.322833333333,416.48655,17.6925183333333,1.0788,12.5130916666667,0,38.5223323809524,9.14463333333333,1.14759166666667,50.9574136718818,1.0502,1.77703333333333,"4",25.5772566666664,0,"hold",-5136
"13489","2005","10","28","Friday",1,"SO",18,0.9707,"R",1.11868333333333,574.784416666667,303.310716666667,18.8230633333333,1.07475,13.6601916666667,0,27.3658141666667,11.06959375,0.280399999999999,61.7734375,1.0476,1.71666666666667,"5",22.4758666666664,0,"hold",-5148
"13490","2005","10","28","Friday",0,"SB",27,1,"R",1.2103,880.560666666667,540.98966,9,1.18833333333333,13.0873666666667,0.3976965053,0,8.8489,1.71376666666667,49.2109375,1,1,"5",112.548566666667,0,"hold",-5069
"13491","2005","10","28","Friday",0,"SD",27,1,"R",1.30385,1950,0,11,1,19.9805866666667,0.0803506065,0,13.34951,2.2409,34.875,2,1,"3",0,1,"hold",-5087
"13492","2005","10","28","Friday",1,"SM",24,1,"P",1.1681,1084.24,517.503241666667,22.63023,1.16085,4,0.0589274057,33.2513,1,2.2036,56.9921875,1.0546,1.8327,"5",52.9526799999999,0,"hold",-4891
"13493","2005","10","28","Friday",1300,"SB",26,2.2053,"P",1.5415,1525.98333333333,980.827299999999,99,4,12,0.2884318465,76.2303166666667,11.3604125,4.5995,40.0546875,1,1,"5",544.66842,0,"hold",-4828
"13494","2005","10","28","Friday",0,"SO",18,0,"P",1,100,294.130083333333,3,1.20839523809524,22,0.2876695096,50.5593916666666,11.4809366666667,0.6017,82.171875,2,1,"5",66.2589633333333,0,"hold",-4728
"13495","2005","10","28","Friday",0,"SO",18,0.9023,"P",1.1617,559.479583333333,362.887775,20.23276,1.08269166666667,37,0,35.1606733333333,4,0,68.25,1.06386666666667,1.782,"5",24.3380599999997,0,"hold",-4985
"13496","2005","10","29","Saturday",0,"FT",20,1.2549,"R",1.1016,957.435,455.930975,20.850085,1.074,15.5559,0,23.9593990476191,8.105775,1.5749,50.5484426269813,1.077,1.92776666666667,"4",34.0546833333331,0,"hold",-4713
"13497","2005","10","29","Saturday",1,"SA",18,1,"R",1.1655,673.33775,414.402281666667,26,1,2,0.0382839881,38.0689,2,0.6113,55,1,0.78379,"3",4,1,"hold",-4836
"13498","2005","10","29","Saturday",0,"SB",19,1,"P",1.116,594.505833333333,400.267008333333,31,1,8,0.0822598725,51.8118016666667,6,0,72.359375,1.09900833333333,1.94558333333333,"3",0,1,"hold",-4788
"13499","2005","10","29","Saturday",1,"SC",24,1.255,"R",1.132125,1197.54333333333,485.8055,19.92845,1.1046,13.905,0.2381155058,23.33655,8.06763333333333,1.67416666666667,46.140625,1.057075,1.81436666666667,"5",41.1273499999998,0,"hold",-4959
"13500","2005","10","29","Saturday",0,"SH",19,1,"R",1.1193,758.465,415.678516666667,19.1635533333333,1.0786,13.831475,0,31.0207625,8.85505,0.954966666666666,52.0611854981053,1.084775,1.8043,"5",32.1711999999998,0,"hold",-4816
"13501","2005","10","29","Saturday",0,"SH",27,6,"R",1.34695,1820.39666666667,1196.32074,32.39626,1.75825,26.7314,0.1524030585,87.55175,12.70815,4.2592,90.53125,1,1,"5",868.45646,0,"hold",-4876
"13502","2005","10","29","Saturday",1240,"SM",34,1,"R",1,1700,281,2,1,16.1953833333333,0.0867278939,0,11.1547,0,30.81640625,2,1,"3",11,1,"hold",-4916
"13503","2005","10","29","Saturday",0,"SK",18,1,"P",1,723.691666666667,312.016133333333,6,1,22.607180952381,0.1930497414,21.5211333333333,12.1838,0,67.203125,2,2,"3",0,1,"hold",-4938
"13504","2005","10","29","Saturday",700,"SA",24,2,"R",1.15065,1091.18091666667,531.180095,27,1,10.7308166666667,0.3180709854,27.701595,8.63284,1.50226666666667,52.5625,1.114175,2.15891666666667,"3",0,1,"hold",-5028
"13505","2005","10","29","Saturday",0,"SB",22,1,"P",1.193425,727.028333333333,511.198813333333,26,1.1798,18,0.1313775801,65,5,2.477825,43.6640625,1,1,"5",201.041266666667,0,"hold",-4904
"13506","2005","11","01","Tuesday",0,"FT",19,1,"P",1.1331,690.988333333333,434.7386,21.0800366666667,1.07753333333333,14.416330952381,0,38.878471547619,8.4911,1.1512,54.8836829102665,1.07764166666667,1.50312,"4",32.8509333333331,0,"hold",-5071
"13507","2005","11","01","Tuesday",0,"SO",30,1.2571,"R",1.1973,1058.54166666667,568.482666666666,22.64285,1.2,13.4361666666667,0.0683720382,34.3994,9.20745000000001,2.0523,33.765625,1,0,"5",112.12623,0,"hold",-5007
"13508","2005","11","01","Tuesday",0,"SO",21,1,"R",1.1159,581.357666666667,380.81145,18.3473633333333,1.1054,12.3777642857143,0,44.7615338095238,9.0599,1.97078333333333,47.9384246778572,1.063,1.67153333333333,"4",30.3972666666666,0,"hold",-4819
"13509","2005","11","01","Tuesday",1,"SA",19,1,"R",1.1148,565.357666666667,348.574185,18.5798416666667,1.0862,13.3905392857143,0,45.4814473809524,9.2727,0.966233333333333,48.7341762207187,1.06973333333333,1.61742,"4",27.8462333333331,0,"hold",-4882
"13510","2005","11","01","Tuesday",0,"SO",21,1.0852,"R",1.1431,604.024166666667,396.502283333333,18.566605,1.1224,11.46295,0.4029718367,53.8395766666667,9.4115,1.71506666666667,42.375,1.0723,1.63133333333333,"5",38.7206333333332,0,"hold",-5145
"13511","2005","11","01","Tuesday",1,"SH",19,1,"R",1.19230833333333,548.633333333333,381.511783333333,18.8768666666667,1.21864523809524,14.8273666666667,0.1245044223,50.3800458333333,9.51085,1.0994,56.8125,1,0,"5",102.95095,0,"hold",-5327
"13512","2005","11","01","Tuesday",800,"SA",34,1.5058,"R",1.8644,250,908.60344,7,2.65895,1,0.0377974821,58,0,2.9024,43.3125,3,1,"5",143.077566666667,0,"hold",-5166
"13513","2005","11","01","Tuesday",0,"SA",19,1,"P",1,508.851583333333,245.477426666667,4,1,1,0.5190728307,0,9.2856,1.08603,43.7421875,2,0,"3",0,1,"hold",-5425
"13514","2005","11","01","Tuesday",500,"SO",33,1.8665,"H",1.3193,2493.59,1332.24240833333,33,1.4417,2,0,47.8801,10.86975,5.9303,75.328125,1,1,"5",302.95642,0,"hold",-5307
"13515","2005","11","01","Tuesday",0,"SH",20,1,"P",1,588.53,243.62865,1,1,3,0.103437973,0,9.88125,1.7848,63.4765625,1,1,"3",0,1,"hold",-5222
"13516","2005","11","01","Tuesday",0,"SA",25,1,"P",1.9497,699.801666666667,538.9232,21,2,4,0.0700629111,108.6984,6.76758333333333,2.9403,29.8515625,3,1,"3",0,1,"hold",-5428
"13517","2005","11","01","Tuesday",0,"SH",18,1,"P",1.1446,200,228.914896666667,34,1,8,0.1456493251,43.110425,13,0.2894,64.875,1.104475,1.60270666666667,"3",0,1,"hold",-5333
"13518","2005","11","01","Tuesday",0,"SK",19,1,"P",1,537.3325,153.99285,3,1,9,0,16,10.27496,1.1364,60.9192219238826,1,1,"3",0,1,"hold",-5201
"13519","2005","11","01","Tuesday",0,"SD",19,1,"P",1,200,141.08005,2,1,9,0.1193276991,0,8,1,69.53125,1.11763333333333,2,"3",0,1,"hold",-5419
"13520","2005","11","01","Tuesday",500,"SO",18,1.0395,"P",1.1599,575.364833333333,340.20516,52,1,11,0,46.6816916666667,7,0.4565,81.109375,1.1009,1.75636666666667,"3",0,1,"hold",-5434
"13521","2005","11","01","Tuesday",580,"SO",19,1,"P",1,813.575,421.612446666667,1,2,14,0,42.8655333333333,8.6884,1.296,59.8828125,2,1,"3",393,2,"hold",-5404
"13522","2005","11","01","Tuesday",0,"SO",18,1,"P",1.3,452.843833333333,276.034596666667,12,2,18,0.130060005,46.0021166666667,12,0.40685,65.359375,1,0,"3",0,2,"hold",-5261
"13523","2005","11","01","Tuesday",0,"SO",16,1,"P",1.1443,477.154916666667,265.708855,19.5077666666667,1.06963333333333,30,0,34.7003466666667,11,0.1711,62.9375,1.066975,1.74072,"5",10.776573333333,0,"hold",-5186
"13524","2005","11","01","Tuesday",120,"SO",18,1.2361,"P",1.1725,944.900416666667,409.596783333333,26,1,31,0.1029396458,45.7465083333333,2,5,66.515625,1,2,"3",0,1,"hold",-5180
"13525","2005","11","01","Tuesday",0,"SF",18,1,"P",1.2284,553.926666666667,354.524516666667,20.50056,1.1929,41,0,55.42773,12,0,94.5625,1,0,"5",60.9605533333333,0,"hold",-5347
