"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","app_id","id","GOOD"
"10684","2005","08","23","Tuesday",0,"SO",18,0,"P",1.05,370.25,114.86,20.34,1.12,22,0,22.31,13,0,94.09375,1.02,1.25,"5",3.69999999999977,0,0.333333333333333,2170,"hold.plus",NA
"10685","2005","08","23","Tuesday",0,"SM",20,0,"P",1.07,350,0,13,1.4,23,0,0,13,1,94.015625,1.08,2.01,"5",22.4299999999998,0,0.2,2148,"hold.plus",NA
"10686","2005","08","23","Tuesday",0,"SM",18,0,"P",1.06,412.5,108.81,16.28,1.14,23,0,38.16,7,0.38,30.26171875,1.06,1.44,"5",3.03999999999979,0,0.366666666666667,2082,"hold.plus",NA
"10687","2005","08","23","Tuesday",0,"SC",19,0,"P",1,603.5,247.23,5,2,25,0.4610637259,0,11,3,74.859375,1,0.84,"3",0,1,0.133333333333333,2060,"hold.plus",NA
"10688","2005","08","23","Tuesday",0,"SA",19,0,"P",1.02,314.5,67.8,13.99,1.16,23,0,15.06,19,1,68.5625,1.03,2.13,"5",8.23999999999982,0,0.333333333333333,2146,"hold.plus",NA
"10689","2005","08","23","Tuesday",0,"SC",18,0,"P",1.02,359,163.33,19.3,1.16,25,0.155697674,36.51,3,0,34.984375,1.05,1.15,"5",10.8299999999999,0,0.333333333333333,2311,"hold.plus",NA
"10690","2005","08","23","Tuesday",0,"SH",18,0,"P",1.01,413,126.3,15.18,1.23,25,0.0885831525,18.07,16,0,81.6875,1,0,"5",8.63999999999989,0,0.266666666666667,1892,"hold.plus",NA
"10691","2005","08","23","Tuesday",0,"SA",19,0,"P",1.07,542.5,224.48,83,2,25,0,21.75,23,2,64.828125,1.05,1.38,"3",0,1,0.233333333333333,2081,"hold.plus",NA
"10692","2005","08","23","Tuesday",0,"SO",22,1,"P",1.08,1070.5,447.96,9,1,27,0.0423114815,84,24,5,59.4296875,1,3,"3",63,1,0.133333333333333,-2045,"hold.minus",NA
"10693","2005","08","23","Tuesday",0,"SG",18,0,"P",1.03,366.5,131.57,26,1,27,0,38.87,6,0.42,48.15625,1.1,1.57,"3",0,1,0.266666666666667,2048,"hold.plus",NA
"10694","2005","08","23","Tuesday",500,"SH",18,0,"P",1,600,173.54,2,2,27,0.2018022402,16.21,16,0,64.53125,1,1,"3",0,1,0.133333333333333,2089,"hold.plus",NA
"10695","2005","08","23","Tuesday",0,"SB",18,0,"P",1.01,277,64.98,17.66,1.14,26,0.0068414405,21.79,16,0,76,1.05,1.36,"5",13.3099999999998,0,0.333333333333333,2071,"hold.plus",NA
"10696","2005","08","23","Tuesday",0,"SL",18,0,"P",1.01,303.5,116.76,10,1.28,27,0,31,19,0,58.0078125,1,0,"5",9.51999999999989,0,0.2,-2005,"hold.minus",NA
"10697","2005","08","23","Tuesday",0,"SO",18,0,"P",1.11,319.5,162.19,11,1,28,0.1567807547,90,10,0,73.90625,1,0,"3",0,1,0.133333333333333,-2313,"hold.minus",NA
"10698","2005","08","23","Tuesday",1,"SO",18,0,"P",1.05,440.5,168.59,20.32,1.11,28,0,17.12,21,0,58.6953125,1.03,1.4,"5",4.15999999999977,0,0.333333333333333,2273,"hold.plus",NA
"10699","2005","08","23","Tuesday",0,"SL",18,0,"P",1.01,270,199.64,14,1.18,31,0.2698151693,50,8,0.45,61.0546875,1,1,"5",10.1999999999999,0,0.233333333333333,-2293,"hold.minus",NA
"10700","2005","08","23","Tuesday",0,"SB",18,0,"P",1.01,259.5,143.68,39,1.22,30,0,48.98,5,0.38,68.6875,1,0,"5",5.5699999999999,0,0.266666666666667,-1942,"hold.minus",NA
"10701","2005","08","23","Tuesday",0,"SO",19,0,"P",1,586.5,140.56,2,2,31,0,0,10,2,81.3125,2,0,"3",0,1,0.1,2212,"hold.plus",NA
"10702","2005","08","23","Tuesday",300,"SA",19,0,"P",1.05,402,134.96,10,1,34,0.0622011534,16.6,21,2,64.5,1,0,"3",0,1,0.166666666666667,1876,"hold.plus",NA
"10703","2005","08","23","Tuesday",0,"SA",18,0,"P",1.04,286.5,144.46,16.29,1.14,36,0.2226169184,23.54,21,0,48.8359375,1.04,1.48,"5",1.77999999999979,0,0.333333333333333,2032,"hold.plus",NA
"10704","2005","08","23","Tuesday",0,"SG",18,0,"P",1.04,457.5,193.45,24.28,1.13,38,0.2595905336,29.76,18,0.17,83.03125,1.04,1.54,"5",5.01999999999978,0,0.366666666666667,2039,"hold.plus",NA
"10705","2005","08","23","Tuesday",0,"SL",18,0,"P",1.01,293,129.77,18,1,37,0.0937428467,31.01,16,0,82.75,1.04,1.22,"3",0,1,0.233333333333333,-2128,"hold.minus",NA
"10706","2005","08","23","Tuesday",0,"SA",18,0,"P",1.01,240.5,155.94,29,1,38,0.1086756168,28.02,12,0.33,63.3046875,1,1,"3",0,1,0.2,-2315,"hold.minus",NA
"10707","2005","08","23","Tuesday",0,"SA",19,2,"P",1.2,902.5,438.77,29,1,46,0.4665803155,46.72,4,2,31.63671875,1,3,"3",877,1,0.166666666666667,2214,"hold.plus",NA
"10708","2005","08","23","Tuesday",0,"SO",18,0,"P",1.02,378.5,151.65,17.085,1.22,46,0.2842505993,26.9,12,0,78.03125,1,0,"5",6.10999999999992,0,0.266666666666667,-1903,"hold.minus",NA
"10709","2005","08","23","Tuesday",1,"SK",19,0,"P",1.1,50,118.42,13,2,47,0.0958134595,31,6,1.58,33.9921875,1,0.83,"3",0,1,0.166666666666667,2139,"hold.plus",NA
"10710","2005","08","23","Tuesday",0,"SH",18,0,"P",1.07,350,0,7,1,48,0.0307259183,22.09,9,1,85.53125,1.11,1.74,"3",0,1,0.166666666666667,2180,"hold.plus",NA
"10711","2005","08","23","Tuesday",0,"SC",20,1,"P",1.16,611.5,455.76,18,2,54,0.6001873277,50,5,3,52.4375,1,0,"5",89.29,0,0.166666666666667,-1937,"hold.minus",NA
"10712","2005","08","23","Tuesday",1,"SN",20,0,"P",1,1527.5,656.56,2,3,55,0.1820625076,0,18,3,50.21875,1,0,"3",0,1,0.1,1873,"hold.plus",NA
"10713","2005","08","23","Tuesday",0,"SA",20,0,"P",1.25,1400,372,9,3,55,0.0439576063,0,20,3,60.1875,1,3,"3",0,1,0.0666666666666667,-2271,"hold.minus",NA
"10714","2005","08","23","Tuesday",0,"SG",18,0,"P",1.03,431.5,238.62,21.32,1.14,55,0.1889273375,38.34,10,0,74.21875,1.04,1.46,"5",4.84999999999978,0,0.333333333333333,2302,"hold.plus",NA
"10715","2005","08","23","Tuesday",0,"SO",19,0,"P",1.04,393.5,110.36,14,2,59,0,22.13,10,1,50.546875,1,0.84,"3",0,1,0.2,2155,"hold.plus",NA
"10716","2005","08","23","Tuesday",0,"SB",18,0,"P",1.05,280,107.89,17.15,1.18,64,0.0654341057,44.91,5,0,66.265625,1.02,1.13,"5",11.4599999999998,0,0.333333333333333,-2324,"hold.minus",NA
"10717","2005","08","23","Tuesday",0,"SH",18,0,"P",1,438.5,162.2,15.415,1.28,71,0,24.94,15,0,75.140625,1,1,"5",12.7099999999999,0,0.266666666666667,2175,"hold.plus",NA
"10718","2005","08","23","Tuesday",0,"SO",18,0,"P",1.11,650,62,8,1,72,0.293944235,19.76,17,0,71.03125,1.09,1.81,"3",0,1,0.166666666666667,2215,"hold.plus",NA
"10719","2005","08","23","Tuesday",0,"SO",20,0,"P",1.1,645,297.91,7,1.56,105,0,25.63,13,2,73.125,1,0,"5",55.85,0,0.233333333333333,-2006,"hold.minus",NA
"10720","2005","08","24","Wednesday",3000,"SB",36,0,"R",1.94,962.5,1083.76,28.44,3.18,7.39,0.1114072124,118.71,7.18,4.44,38.28125,1.21,1.71,"5",115.95,0,0.433333333333333,2423,"hold.plus",NA
"10721","2005","08","24","Wednesday",0,"SO",30,0,"R",1.52,1285.5,663.48,28.58,2.79,16.91,0.2882790277,121.27,8.87,4.21,87.734375,1.13,1.75,"5",215.11,0,0.466666666666667,2555,"hold.plus",NA
"10722","2005","08","24","Wednesday",1,"SA",18,0,"P",1.1,387.5,221.36,9,1.09,24.87,0,59,10.87,0,72.53125,2,0,"5",24.5499999999999,0,0.266666666666667,2421,"hold.plus",NA
"10723","2005","08","24","Wednesday",0,"SF",22,0,"P",1.51,1694.5,1531.95,33.7,2.26,1,0.1186167095,102.04,0,5.47,71.75,1.19,1.58,"5",187.4,0,0.366666666666667,2533,"hold.plus",NA
"10724","2005","08","24","Wednesday",0,"SL",20,0,"P",1.39,1200,497,15,2,4,0,61,7,3,65.71875,1,0,"3",656,2,0.0666666666666667,2377,"hold.plus",NA
"10725","2005","08","24","Wednesday",0,"SO",18,0,"P",1.47,645,649.67,19.05,1.38,5,0.4386530044,109.8,0,0,44.6015625,2,0,"5",46.57,0,0.266666666666667,2500,"hold.plus",NA
"10726","2005","08","24","Wednesday",0,"SB",18,0,"P",1.07,370.5,210.698571428571,25.37,1.08,5,0.0902834344,40.44,11,0,73.890625,1.05,1.59,"5",16.9499999999998,0,0.333333333333333,2619,"hold.plus",NA
"10727","2005","08","24","Wednesday",1,"SE",19,0,"P",1,200,327.46,6,2,10,0,46,18,2,85.59375,1,1,"3",94,2,0.0666666666666667,2363,"hold.plus",NA
"10728","2005","08","24","Wednesday",0,"SL",19,0,"P",1.5,1302,605.59,56,1,12,0.623492213,59.62,14,0,63.3984375,1,1,"3",0,1,0.166666666666667,2580,"hold.plus",NA
"10729","2005","08","24","Wednesday",0,"SB",19,1,"P",1,2700,310,6,1,15,0,0,2,1,64.5234375,1,2,"3",374,1,0.0666666666666667,2521,"hold.plus",NA
"10730","2005","08","24","Wednesday",1,"SK",18,0,"P",1.19,588,398.968571428571,39,1,14,0,39.21,11,0,76.03125,1.04,1.61,"3",0,1,0.233333333333333,2506,"hold.plus",NA
"10731","2005","08","24","Wednesday",0,"SO",20,0,"P",1.31,100,287.32,23,1,15,0.2519698991,0,17,3,61.3203125,1,0,"3",138,1,0.1,2503,"hold.plus",NA
"10732","2005","08","24","Wednesday",0,"SB",22,1,"P",1.25,250,125,31,1,22,0.1306458991,38.48,19,3,48.0078125,1,0,"3",0,1,0.1,2582,"hold.plus",NA
"10733","2005","08","24","Wednesday",1,"SE",22,0,"P",1,4150,1335,1,1,25,0.1807323969,0,6,3.52,61.7265625,2,1,"3",284,1,0.0666666666666667,2438,"hold.plus",NA
"10734","2005","08","24","Wednesday",0,"SB",22,0,"P",1.2,500,29,11,1,27,0,93,4,3,43.6796875,1.22,2.34,"3",0,1,0.133333333333333,2489,"hold.plus",NA
"10735","2005","08","24","Wednesday",0,"SM",18,0,"P",1,306.5,112.02,3,1,35,0.0671472084,17.8,13,0.3,68.171875,1.04,2.15,"3",0,1,0.233333333333333,2543,"hold.plus",NA
"10736","2005","08","24","Wednesday",0,"SA",18,0,"P",1.1,351,170.69,22,1,34,0.0290246794,26.3,13,0,62.421875,1.04,1.73,"3",0,1,0.233333333333333,2576,"hold.plus",NA
"10737","2005","08","24","Wednesday",0,"SB",19,1,"P",1.13,396,199.9,23.14,1.29,50,0,50.05,6,2,62.5,1.03,2.21,"5",6.97999999999978,0,0.333333333333333,2431,"hold.plus",NA
"10738","2005","08","24","Wednesday",0,"SO",18,0,"P",1.22,582.5,324.97,24.35,1.22,58,0.1753475973,47.74,5,0,36.1796875,1.075,1.43,"5",30.1999999999998,0,0.333333333333333,2371,"hold.plus",NA
"10739","2005","08","24","Wednesday",0,"SL",19,0,"P",2,950,1022,2,1,68,0.0205110516,0,16,3,60.8359375,1,1,"3",554.82,0,0.0666666666666667,2357,"hold.plus",NA
"10740","2005","08","24","Wednesday",0,"SF",18,0,"P",1,150,409.8,1,1,105,0.17483785,0,3,0.67,77.328125,1.09,2.17,"3",0,1,0.166666666666667,2391,"hold.plus",NA
"10741","2005","08","24","Wednesday",0,"SL",18,0,"P",1.12,495,338.76,23.48,1.08,14.99,0.0875915764,43.59,11.66,0.0899999999999997,68.359375,1,0.46,"5",15.8199999999998,0,0.433333333333333,2351,"hold.plus",NA
"10742","2005","08","24","Wednesday",600,"SF",18,0.219999999999999,"P",1.23,596,462.71,24.25,1.11,17.9266666666667,0,36.8,10.41,0,68.546875,1.02,1.39,"5",34.8899999999999,0,0.433333333333333,2486,"hold.plus",NA
"10743","2005","08","24","Wednesday",0,"SO",18,0,"P",1.07,428,221.998571428571,29.19,1.01,13.75,0.0876773645,30.01,12.78,0.0699999999999997,65.34375,1.02,1.54,"5",4.39999999999977,0,0.433333333333333,-2596,"hold.minus",NA
"10744","2005","08","24","Wednesday",0,"SE",26,2,"R",1.55,950,1098.3,22,1,16.86,0.3967879582,48.3,13.15,4.48,31.14453125,1,0,"3",883,1,0.233333333333333,2528,"hold.plus",NA
"10745","2005","08","24","Wednesday",900,"SN",22,0,"R",1,350,0,3,2,24.5225,0.1824528193,0,11.72,0,64.578125,1,4,"3",15,2,0.1,-2415,"hold.minus",NA
"10746","2005","08","24","Wednesday",1,"SC",24,1,"R",1.36,861.5,525.14,10,2,13.41,0.1901767878,58.63,9.52,1.77,53.6484375,1,1.26,"3",0,1,0.3,-2601,"hold.minus",NA
"10747","2005","08","24","Wednesday",1100,"SD",38,0,"R",1.61,1525.5,1031.56,23,2,11.7,0.5205108915,95.99,11.6,6,44.0390625,1,3,"3",0,1,0.233333333333333,-2467,"hold.minus",NA
"10748","2005","08","24","Wednesday",0,"SN",34,0,"R",1.46,2150,1768,12,3,8.75,0.152973589,70.95,8.61,0,53.546875,1,0,"3",238,1,0.2,-2516,"hold.minus",NA
"10749","2005","08","24","Wednesday",0,"SO",19,0,"P",2,1351.5,592.29,4,3,1,0,45,3,3.91,41.2265625,1,2,"3",0,2,0.133333333333333,-2369,"hold.minus",NA
"10750","2005","08","24","Wednesday",1,"SA",18,0,"P",1,646.5,332.058571428571,1,1,2,0.1268401546,0,1,0.69,35.96875,1.07,3,"3",0,1,0.166666666666667,2339,"hold.plus",NA
"10751","2005","08","24","Wednesday",140,"SC",18,0,"P",2,1031.5,420.15,5,2,2,0,52.07,11.46,0.84,56.634296875,1,2,"3",0,1,0.233333333333333,-2336,"hold.minus",NA
"10752","2005","08","24","Wednesday",0,"SK",18,0,"P",2,672,389.57,3,1,3,0.0999750579,45,9,0.52,61.265625,1,1,"3",0,1,0.133333333333333,2550,"hold.plus",NA
"10753","2005","08","24","Wednesday",0,"SF",33,0,"R",1.41,2800,2297,6,1,3,0,96.26,14.16,5.27,50.51990234375,1,3,"3",202,1,0.2,-2409,"hold.minus",NA
"10754","2005","08","24","Wednesday",0,"SF",19,0,"P",1.23,645,368.1,12,1.12,3,0.0754139014,30,4,1,39.234375,1.02,2.3,"5",16.9599999999998,0,0.266666666666667,2416,"hold.plus",NA
"10755","2005","08","24","Wednesday",0,"SA",18,0,"P",1.14,365.5,203.168571428571,24.56,1.03,4,0.0647690396,30.89,14,0.0999999999999996,64.5625,1.02,1.38,"5",5.81999999999977,0,0.366666666666667,2475,"hold.plus",NA
"10756","2005","08","24","Wednesday",0,"SA",20,0,"P",1.15,416.5,285.7,16,1,2,0.0917667933,27.19,4,2,62.140625,1.04,3,"3",0,1,0.2,-2598,"hold.minus",NA
"10757","2005","08","24","Wednesday",1,"SO",18,0,"P",2,684,391.18,2,1,4,0.5797895286,0,12,0,34.9921875,2,1,"3",0,1,0.1,2529,"hold.plus",NA
"10758","2005","08","24","Wednesday",0,"SC",19,0,"P",1.47,886,376.81,27,1,5,0,31.42,10,1,29.7734375,1.04,1.77,"3",0,1,0.233333333333333,2496,"hold.plus",NA
"10759","2005","08","24","Wednesday",0,"SF",22,0,"P",1.4,1289,628.75,30,1,4,0,75.87,14,4.08,69.234375,1,1,"3",0,1,0.2,-2574,"hold.minus",NA
"10760","2005","08","24","Wednesday",0,"SD",17,0,"P",1.15,461.5,313.128571428571,22.5566666666667,1.1,4,0,59.34,7,0.16,55.1953125,1.04,1.72,"5",3.17999999999979,0,0.366666666666667,-2481,"hold.minus",NA
"10761","2005","08","24","Wednesday",0,"SK",18,0,"P",1.35,784,400.64,7,1,6,0.0187448604,63.61,2,1,41.71875,1,1.31,"3",17,1,0.2,2532,"hold.plus",NA
"10762","2005","08","24","Wednesday",1,"SH",19,0,"P",1.29,610.5,468.13,23.72,1.24,5,0,47.52,17,2,42.015625,1.01,1.58,"5",20.0299999999998,0,0.333333333333333,2452,"hold.plus",NA
"10763","2005","08","24","Wednesday",0,"SM",18,0,"P",1.12,417,327.768571428571,22,1,7,0.1260214122,32.15,3,0,72.375,1.08,1.65,"3",0,1,0.233333333333333,2508,"hold.plus",NA
"10764","2005","08","24","Wednesday",0,"SA",21,2,"P",1.55,827.5,527.72,22.53,1.56,7,0.4729644665,69.14,9.96,3.37,56.09375,1,1,"5",257.82,0,0.333333333333333,-2504,"hold.minus",NA
"10765","2005","08","24","Wednesday",0,"SB",18,0,"P",1.07,364.5,175.658571428571,24.67,1.08,7,0.0207001753,38.81,15,0,83.1875,1.03,1.85,"5",5.81999999999976,0,0.333333333333333,2428,"hold.plus",NA
"10766","2005","08","24","Wednesday",0,"SD",18,0,"P",1.06,477.5,309.078571428571,21.9,1.04,8,0.1687500249,35.15,13,0,71.109375,1.01,1.38,"5",2.91999999999979,0,0.333333333333333,2404,"hold.plus",NA
"10767","2005","08","24","Wednesday",0,"SA",18,0,"P",1.04,338.5,193.278571428571,14,1,9,0.0840064606,18.88,19,0,71.921875,1.02,2.46,"3",0,1,0.233333333333333,2440,"hold.plus",NA
"10768","2005","08","24","Wednesday",0,"SO",18,0,"P",1.04,504.5,212.328571428571,28.93,1.01,10,0,27.04,13.08,0.0699999999999997,71.34375,1.01,1.53,"5",4.33999999999976,0,0.4,2380,"hold.plus",NA
"10769","2005","08","24","Wednesday",30,"SO",18,0,"P",1.02,438,225.74,26,1,9,0.0648524659,24.17,10,1,69.28125,1.01,1.15,"3",0,1,0.233333333333333,2407,"hold.plus",NA
"10770","2005","08","24","Wednesday",0,"SE",23,0,"P",1.48,2450,1330,13,3,11,0.2124853786,50.02,26,6,65.9375,1.09,2.38,"3",0,1,0.166666666666667,-2581,"hold.minus",NA
"10771","2005","08","24","Wednesday",0,"SF",18,0,"P",1.18,565,378.84,30.73,1.07,10,0,38.95,14,0,68.375,1.01,1.32,"5",7.1799999999998,0,0.333333333333333,2545,"hold.plus",NA
"10772","2005","08","24","Wednesday",0,"SC",19,0,"P",1.05,537,303.6,20,1,12,0.1134078763,30.63,23,0,80.296875,1,0,"3",0,1,0.166666666666667,-2466,"hold.minus",NA
"10773","2005","08","24","Wednesday",1,"SH",18,0,"P",1.2,527.5,401.15,21.24,1.18,13,0,42.57,11.19,0.0899999999999996,65.703125,1,0,"5",30.4499999999999,0,0.333333333333333,2446,"hold.plus",NA
"10774","2005","08","24","Wednesday",0,"SO",19,0,"P",1,557,280.72,2,1,13,0.0976648314,0,1,1,37.359375,1,1,"2",7.94999999999994,0,0.133333333333333,-2591,"hold.minus",NA
"10775","2005","08","24","Wednesday",0,"SO",18,0.00999999999999845,"P",1.02,361,191.608571428571,14,1,13,0,27.97,16,0,83.96875,1.03,2.53,"3",0,1,0.266666666666667,2382,"hold.plus",NA
"10776","2005","08","24","Wednesday",0,"SO",19,0,"P",1.05,557,314.148571428571,52,1,14,0,23.57,15,0,67.03125,1.01,1.5,"3",0,1,0.233333333333333,2385,"hold.plus",NA
"10777","2005","08","24","Wednesday",900,"SN",22,0,"P",1.23,350,413.68,11,2,13,0.0261045826,49,22,3,46.9453125,1,1.79,"3",81,2,0.133333333333333,-2557,"hold.minus",NA
"10778","2005","08","24","Wednesday",0,"SA",18,0,"P",1.29,389.5,331.78,23.19,1.15,12,0,143.78,7,0,83.0625,1.32,1.36,"5",17.1499999999999,0,0.333333333333333,-2565,"hold.minus",NA
"10779","2005","08","24","Wednesday",0,"SC",18,0,"P",1.06,453.5,261.66,24.92,1.03,14,0.1875942424,29.36,20,0.2,67.953125,1.02,1.56,"5",3.95999999999977,0,0.366666666666667,-2567,"hold.minus",NA
"10780","2005","08","24","Wednesday",0,"SO",19,0,"P",1.07,397,147.02,7,1,16,0.0354919211,21.48,2,1,63.7578125,1,1,"3",0,1,0.166666666666667,2534,"hold.plus",NA
"10781","2005","08","24","Wednesday",0,"SO",18,0,"P",1.03,501.5,322.82,41,1,16,0,21.58,19,0,68,1.01,1.31,"3",0,1,0.233333333333333,2530,"hold.plus",NA
"10782","2005","08","24","Wednesday",0,"SA",18,1,"P",1,473,105.94,1,2,16,0,26.39,9,1,78.078125,1,1.35,"3",0,1,0.166666666666667,2447,"hold.plus",NA
"10783","2005","08","24","Wednesday",0,"SD",21,0,"P",1,1500,713,2,1,17,0.0386433352,0,18,2,56.8125,1,1.24,"3",85,1,0.0666666666666667,2383,"hold.plus",NA
"10784","2005","08","24","Wednesday",0,"SA",20,0,"P",1.06,396,203.18,38,1,17,0.0207430226,27.53,17,2,78.453125,1.01,1.52,"3",0,1,0.233333333333333,2379,"hold.plus",NA
"10785","2005","08","24","Wednesday",1,"SC",18,0,"P",1.26,635.5,371.36,44,1,16,0.3223154582,38.46,24,0.4825,77.15625,1.12,1.6,"3",0,1,0.266666666666667,2397,"hold.plus",NA
"10786","2005","08","24","Wednesday",700,"SO",19,2,"P",2.29,1464.5,806.45,21.83,2.49,17,0,142.08,12,25,29.44140625,1.42,1.57,"5",427.17,0,0.333333333333333,2514,"hold.plus",NA
"10787","2005","08","24","Wednesday",0,"SF",18,0,"P",1,504.5,324.64,2,1,18,0.0107356739,36.25,6,0,88.484375,1,1,"3",0,1,0.133333333333333,2392,"hold.plus",NA
"10788","2005","08","24","Wednesday",0,"SO",18,0,"P",1,563,120.62,1,2,18,0,25.63,13,0,66.328125,1,1,"3",0,1,0.133333333333333,2594,"hold.plus",NA
"10789","2005","08","24","Wednesday",1,"SH",18,0,"P",1.07,439,328.57,25.17,1.04,18,0.141093913,40.77,16,0,71.28125,1.02,1.45,"5",5.96999999999978,0,0.333333333333333,2495,"hold.plus",NA
"10790","2005","08","24","Wednesday",0,"SL",18,0,"P",1.07,442.5,292.11,22.6625,1.17,18,0,31.64,14,0,71.859375,1,1,"5",12.2199999999999,0,0.266666666666667,2577,"hold.plus",NA
"10791","2005","08","24","Wednesday",0,"SO",19,0,"P",1.11,444.5,215.108571428571,29.7,1.03,20,0.0357896046,32.55,7,1,58.1875,1.02,1.86,"5",5.49999999999977,0,0.333333333333333,2515,"hold.plus",NA
"10792","2005","08","24","Wednesday",0,"SB",19,0,"P",1.03,382.5,162.25,15,1,22,0,23.78,17,1,69.546875,1,0,"3",0,1,0.166666666666667,2497,"hold.plus",NA
"10793","2005","08","24","Wednesday",0,"SO",18,0,"P",1.18,631,374.168571428571,45,1,23,0.0912631964,24.91,12,1,60.5703125,1.03,1.81,"3",0,1,0.233333333333333,2386,"hold.plus",NA
"10794","2005","08","24","Wednesday",0,"SO",19,0,"P",1.05,450.5,215.55,26.45,1.21,23,0.0197416697,27.86,22,2,72.21875,1,0.7,"5",7.12999999999978,0,0.333333333333333,2483,"hold.plus",NA
"10795","2005","08","24","Wednesday",0,"SC",18,0,"P",1.02,440.5,240.05,16,1,23,0.0278045415,36.63,6,0.36,89.8125,1.04,2.03,"3",0,1,0.266666666666667,-2609,"hold.minus",NA
"10796","2005","08","24","Wednesday",1,"SF",18,0,"P",1.13,453.5,358.37,30.49,1.06,24,0.0396453277,40.21,17,0,74.859375,1,0.5,"5",6.18999999999978,0,0.333333333333333,2612,"hold.plus",NA
"10797","2005","08","24","Wednesday",0,"SH",24,0,"P",1.38,1849.5,825.46,42,4,26,0.054264684,112.31,12,9.22,74.53125,1.16,1.59,"5",268.88,0,0.3,-2402,"hold.minus",NA
"10798","2005","08","24","Wednesday",0,"SC",18,0,"P",1.12,508.5,259.86,25.45,1.06,27,0,42.69,9,0,79.765625,1.02,1.58,"5",3.95999999999976,0,0.333333333333333,2548,"hold.plus",NA
"10799","2005","08","24","Wednesday",0,"SA",18,0,"P",1.52,655.5,389.84,24.47,1.32,27,0,159.76,7,0.48,16.55078125,1.1,1.28,"5",56.4899999999999,0,0.366666666666667,-2607,"hold.minus",NA
"10800","2005","08","24","Wednesday",0,"SB",19,0,"P",1,400,0,1,2,28,0,0,21,2,78.15625,1,4,"3",0,1,0.0333333333333333,-2390,"hold.minus",NA
"10801","2005","08","24","Wednesday",0,"SD",21,0,"P",1.44,250,443.87,21,3,28,0,1,22,17,68.5,1,1,"3",0,1,0.1,2595,"hold.plus",NA
"10802","2005","08","24","Wednesday",360,"SO",21,0,"P",1.29,664,322.03,17,2,31,0.0462319236,28.43,10,2,62.7734375,1,1.28,"3",0,1,0.2,-2334,"hold.minus",NA
"10803","2005","08","24","Wednesday",0,"SH",17,0,"P",1.13,459.5,318.7,22.56,1.08,36,0,38.65,14,0,70.03125,1.1,1.3,"5",21.6499999999998,0,0.333333333333333,-2587,"hold.minus",NA
"10804","2005","08","24","Wednesday",0,"SA",18,0,"P",1.44,1233,462.71,59,1,40,0,51.9,11,0,91.140625,2,0,"3",0,1,0.166666666666667,-2358,"hold.minus",NA
"10805","2005","08","24","Wednesday",0,"SO",18,0,"P",1.11,430.5,180.98,17,1,43,0.1026645841,36.74,6,0,55.3359375,1.055,1.75,"3",0,1,0.233333333333333,2572,"hold.plus",NA
"10806","2005","08","24","Wednesday",0,"SC",18,0,"P",1.11,462,340.14,27.5,1.06,46,0.0234840726,46.16,10,0,87.421875,1.02,1.62,"5",3.95999999999976,0,0.333333333333333,-2498,"hold.minus",NA
"10807","2005","08","24","Wednesday",0,"SF",18,0,"P",1.04,401,302.32,28,1,47,0.0195226654,39.17,6,1,74.53125,1.02,1.57,"3",0,1,0.233333333333333,2623,"hold.plus",NA
"10808","2005","08","24","Wednesday",0,"SM",18,0,"P",2,762.5,258.64,3,2,48,0,0,6,0,71.140625,2,0,"3",0,1,0.1,2393,"hold.plus",NA
"10809","2005","08","24","Wednesday",1,"SD",18,0,"P",1.03,352.5,190.73,13,1,56,0.0963447031,32.45,15,0.4425,74.859375,1.04,2.29,"3",0,1,0.266666666666667,-2342,"hold.minus",NA
"10810","2005","08","24","Wednesday",1,"SF",30,0,"P",1.41,2056.5,1172.03,51,3,73,0.2746141935,109.06,21,12,77.421875,1.12,1.99,"3",0,1,0.233333333333333,-2424,"hold.minus",NA
"10811","2005","08","24","Wednesday",0,"SA",18,0,"P",1.08,364,237.1,7,1,74,0.1458059386,46,10,0,81.15625,1.05,3,"3",0,1,0.166666666666667,-2439,"hold.minus",NA
"10812","2005","08","25","Thursday",660,"SO",35,0,"R",1.3,1025,688.28,29.51,2.02,10.71,0.4548594458,66.12,6.56,1.19,48.625,1.08,1.99,"5",38.9499999999999,0,0.466666666666667,2814,"hold.plus",NA
"10813","2005","08","25","Thursday",0,"SK",18,0,"P",1.21,698,434.8,31,1,2,0.098842286,48.98,0,0,46.5703125,1.09,1.75,"3",0,1,0.233333333333333,2744,"hold.plus",NA
"10814","2005","08","25","Thursday",1,"SO",19,0,"P",1,300,314.318,3,3,3,0.0332368357,65,10,1,49.234375,1,2,"3",309,2,0.0666666666666667,2641,"hold.plus",NA
"10815","2005","08","25","Thursday",0,"SL",18,0,"P",1.08,372.5,218.65,26.08,1.08,4,0,34.76,15,0,50.7265625,1.02,1.99,"5",2.1999999999998,0,0.333333333333333,2778,"hold.plus",NA
"10816","2005","08","25","Thursday",0,"SO",18,0,"P",2,150,31,1,1.52,6,0,0,10.285,0,66.09375,1,1,"5",77.45,0,0.133333333333333,2753,"hold.plus",NA
