"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","GOOD","id","app_id"
"10031","2005","07","09","Saturday",0,"SA",23,2.0033,"P",1.18976666666667,1379.16666666667,602.90805,13,3,22,0.0483325551,30,15,4,77.734375,1,1.77359090909091,"3",1058,3,0.2,NA,"hold.minus",-224
"10032","2005","07","09","Saturday",220,"SA",18,0.5299,"P",2,560.24,425.706664285714,1,1,31,0.2129874374,94.0536816666666,4,0.628825,73.578125,3,1,"3",0,0,0.2,NA,"hold.minus",-204
"10041","2005","07","12","Tuesday",1,"SO",20,0,"R",1.1736,1055.235,773.0115,22.20468,1.2636,10.0847,0.0042099194,49.0071428571428,7.10205,1.63581666666667,33.046875,1.0716,1.7954,"5",83.9604749999997,0,0.433333333333333,NA,"hold.minus",-243
"10042","2005","07","12","Tuesday",0,"SA",21,1,"P",1.282,1227.5425,572.709453333333,30,1,2,0.1496091099,48.3048333333333,0,1,71.84375,1,0.6923,"3",1885,1,0.2,NA,"hold.minus",-238
"10045","2005","07","12","Tuesday",0,"SH",20,1,"P",1.2553,1006.585,558.9588,13,1.44221666666667,64,0.1105402287,0,10,2,46.6796875,1,0,"5",165.6332,0,0.2,NA,"hold.minus",-227
"10049","2005","07","13","Wednesday",300,"SB",25,1.1737,"R",1.17,894.34,677.10535,9,1,10.7683666666667,0.0769457731,63.6044476190476,6.96767,0,28.3125,1.0987,3,"3",0,0,0.3,NA,"hold.minus",-271
"10050","2005","07","13","Wednesday",1,"SO",27,0,"P",2.8509,1899.58,869.228066666667,9,5,17.5582,0.0308624523,232.353605,12.24087,3.902,35.1875,5,1,"2",1981,3,0.266666666666667,NA,"hold.minus",-267
"10051","2005","07","13","Wednesday",480,"SB",33,1.00375,"R",6,1099.86,766.40502,3,2,2,0,47,6.4609,2.40515,59.6953125,3,0,"3",0,1,0.2,NA,"hold.minus",-281
"10054","2005","07","13","Wednesday",0,"SB",19,0.5652,"P",1.1941,903.825,715.279125,19.7449133333333,1.25315,8,0.4879172426,61.3234809523809,2,0.8533,58.265625,1.049,2.073,"5",61.4485499999997,0,0.4,NA,"hold.minus",-279
"10055","2005","07","13","Wednesday",200,"SO",16,0.6779,"P",2,774.953333333333,554.102853333333,2,1.32296666666667,8,0.0794653397,45,14,0.60045,79.25,3,0,"5",109.239425,0,0.233333333333333,NA,"hold.minus",-257
"10057","2005","07","13","Wednesday",0,"SO",20,1,"P",1.5278,1141.06333333333,584.69177,36,1,11,0,168.517543333333,7.67816666666667,1.94663333333333,76.875,2,0,"2",1238,1,0.233333333333333,NA,"hold.minus",-258
"10062","2005","07","14","Thursday",0,"SN",20,2,"P",2,300,403.956933333333,4,2,14.7701166666667,0.374835101,0,10.9557066666667,1,57.1953125,3,0,"3",0,1,0.133333333333333,NA,"hold.minus",-288
"10064","2005","07","14","Thursday",0,"SC",20,1,"P",1.5205,1800,637.60515,12,2,3,0,114.91252,9.41984166666667,2.515,72.921875,2,1,"3",692,2,0.2,NA,"hold.minus",-285
"10065","2005","07","14","Thursday",0,"SK",18,0,"P",1.2361,807.66,501.4645,17,2,5,0,41.6643066666667,5,1.002,59.296875,1,1.24135,"3",0,1,0.233333333333333,NA,"hold.minus",-287
"10067","2005","07","14","Thursday",0,"SO",18,0.4284,"P",1.1043,827.5425,587.6976,23.34038,1.22685,20,0,33.9553883333333,13.4705047619048,0.439599999999999,62.5358206054694,1.0442,2.4993,"5",40.2420249999996,0,0.466666666666667,NA,"hold.minus",-314
"10069","2005","07","14","Thursday",0,"SH",19,0,"P",1.31836666666667,803.8875,505.50265,26,2,27,0.1084163808,47.34959,7,1,89.875,1,1,"3",0,0,0.166666666666667,NA,"hold.minus",-316
"10072","2005","07","15","Friday",280,"SD",34,0,"R",1.30705,4800,867,8,1,10.7026,0.2153496407,0,8.24326666666667,7,35.875,1,2,"3",0,0,0.133333333333333,NA,"hold.minus",-334
"10074","2005","07","15","Friday",500,"SO",25,0.97295,"R",1.2776,915.4775,661.4232,14,1,9.0393,0.0262945963,0,6.25489333333334,1.5216,56.3125,1,1,"3",0,0,0.266666666666667,NA,"hold.minus",-340
"10075","2005","07","15","Friday",500,"SF",35,0,"H",2,200,217,5,3,15.3685,0,0,10.36365,5,60.21875,2,1,"3",0,2,0.1,NA,"hold.minus",-351
"10076","2005","07","15","Friday",1,"SD",19,0,"P",1.4495,830.465,582.2605,10,1.65975,13.802,0.1317599392,441,4,1,20.7578125,1,0,"5",88.092025,0,0.233333333333333,NA,"hold.minus",-355
"10081","2005","07","16","Saturday",1,"SD",25,4,"R",1.2287,1526.565,1029.40285,24.0599666666667,1.5328,9.89886666666666,0.5220776424,62.9016666666667,0,2.3798,43.4296875,1,2,"5",417.5221,0,0.333333333333333,NA,"hold.minus",-371
"10085","2005","07","16","Saturday",0,"SA",20,2,"P",1.4037,1247.25,565.632428333333,10,2,9,0.2233239948,66.0133833333333,7,2,45.9296875,2,1,"3",1778,2,0.166666666666667,NA,"hold.minus",-369
"10091","2005","07","19","Tuesday",0,"SH",19,0,"P",1.1196,953.1725,634.06055,23.0892,1.23555,14.60296,0,36.2218895238095,11.6432,1.216,58.4783509521516,1.0479,1.8739,"4",72.1817499999997,0,0.466666666666667,NA,"hold.minus",-415
"10092","2005","07","19","Tuesday",60,"SO",19,0.5155,"P",1.2306,933.735,688.5977,21.0638833333333,1.3303,10.909,0.3232663982,51.7138876190476,7.41493333333333,1.22016666666667,42.515625,1,0,"5",148.8298,0,0.4,NA,"hold.minus",-396
"10093","2005","07","19","Tuesday",0,"SB",17,1,"P",1.8547,720.525,474.722675,15,1.3313,19.98135,0.3099826621,1,11.34894,0,60.4453125,3,1,"5",87.5029499999999,0,0.266666666666667,NA,"hold.minus",-397
"10094","2005","07","19","Tuesday",0,"SA",22,5,"R",1.1073,500,465,16,1.29535,12.6515666666667,0,0,8.17897,1.63535,49.796875,1.048,2.0465,"5",161.9389,0,0.3,NA,"hold.minus",-400
"10095","2005","07","19","Tuesday",200,"SA",26,2,"R",1,1136.5875,664.322136666667,2,1,11.8558833333333,0,0,8.08117333333333,1,14.50390625,2,0,"3",0,0,0.166666666666667,NA,"hold.minus",-392
"10099","2005","07","19","Tuesday",0,"SO",22,0,"P",1.3377,2500,1178,15,1,8,0.1308029345,0,18,5,46.984375,1,0,"3",0,0,0.0666666666666667,NA,"hold.minus",-399
"10107","2005","07","20","Wednesday",1700,"SB",27,0,"R",1.2487,1273.2455,833.68705,9,1,10.6569,0.4701248929,90,6.57653666666667,1.46355,56.65625,1,2,"3",0,0,0.233333333333333,NA,"hold.minus",-455
"10109","2005","07","20","Wednesday",0,"SO",16,0,"P",1.1356,837.6675,623.4096,23.8177433333333,1.19405,13,0.0316878845,39.0267,12.95934,0.3045,76.875,1.0282,2.1256,"5",29.6900249999996,0,0.4,NA,"hold.minus",-465
"10110","2005","07","20","Wednesday",0,"SB",20,1,"R",1.32713333333333,400,583.942633333333,8,3,14,0,46,2,3,74.5625,1,1,"3",691,3,0.1,NA,"hold.minus",-454
"10113","2005","07","20","Wednesday",0,"SE",19,0,"P",1.3748,950,686.28745,28,2,51,0.2037704042,46.36566,15,1,39.9140625,1,0.91195,"3",850,2,0.166666666666667,NA,"hold.minus",-445
"10118","2005","07","21","Thursday",0,"SO",20,0,"P",2,300,218,2,1,3,0.0789108081,41,10.4781166666667,3,45.359375,2,0,"3",0,0,0.0666666666666667,NA,"hold.minus",-467
"10119","2005","07","21","Thursday",0,"SC",19,0,"R",1.0887,1050.5325,784.0831,20.90774,1.2408,9,0.0173033884,48.9545452380952,7.51895,1.20593333333333,56.296875,1.0432,2.3744,"5",67.6585249999997,0,0.4,NA,"hold.minus",-504
"10121","2005","07","21","Thursday",0,"SO",21,3,"P",1.23026666666667,500,433,30,2,20,0.0360805466,40.6226347619048,16,4,68.265625,1,1.4114,"3",341,2,0.133333333333333,NA,"hold.minus",-470
"10126","2005","07","21","Thursday",0,"SF",22,0,"P",1.4042,1480.48,964.235925,29.4051,1.7645,53,0,152.842306666667,4,3.0984,83.28125,1.19455,1.75825,"5",270.955625,0,0.366666666666667,NA,"hold.minus",-505
"10127","2005","07","22","Friday",0,"SO",20,2,"P",1.1172,977.9275,727.2268,21.39983,1.30761666666667,9.63504333333333,0.1747633978,40.2837666666667,6.84929,1.8654,58.2109375,1.0609,2.6244,"5",83.8963999999998,0,0.433333333333333,NA,"hold.minus",-525
"10128","2005","07","22","Friday",0,"SH",26,1,"R",1.1174,1134.9175,891.15895,21.35968,1.43996666666667,10.1357666666667,0.1762086679,51.3948023809524,6.63768333333333,1.9911,36.484375,1.0572,2.5016,"5",79.7837499999998,0,0.433333333333333,NA,"hold.minus",-540
"10129","2005","07","22","Friday",0,"SO",26,4,"R",1.61203333333333,2150,933.0054,18,1,12.0445666666667,0.5164852608,190,6.85232,2.6837,35,1,1,"3",2451,1,0.2,NA,"hold.minus",-538
"10130","2005","07","22","Friday",0,"SK",19,0,"P",1.1205,1015.765,704.47725,22.3986133333333,1.31116666666667,6,0.0561959256,46.6835304761905,2,2,59.984375,1.049,2.5204,"5",76.9504999999997,0,0.333333333333333,NA,"hold.minus",-510
"10131","2005","07","22","Friday",400,"FT",20,1.02505,"P",1.36745,2177.57,1482.68396666667,26.2154,1.8951,6,0.0173207758,85.1611066666667,0,13,48.3515625,1.2096,1.93105,"5",261.566975,0,0.366666666666667,NA,"hold.minus",-526
"10134","2005","07","22","Friday",300,"SM",25,1.6987,"H",1,400,0,2,1,15,0,95,1,2.1698,54.9729501953136,2,1,"3",300,1,0.133333333333333,NA,"hold.minus",-511
"10136","2005","07","22","Friday",0,"SD",22,2,"P",1.2296,1400.11,567.941591666667,19,2,46,0,50,9,3,70.9375,1,3,"3",1885,2,0.133333333333333,NA,"hold.minus",-508
"10137","2005","07","22","Friday",0,"SH",20,0,"P",1.2787,400,588,10,3,48,0,64,11,3,57.1484375,1,1.5993,"2",0,2,0.133333333333333,NA,"hold.minus",-524
"10141","2005","07","23","Saturday",620,"SB",31,1.01425,"R",1.11595,996.2575,800.153,12,1,9.82789999999999,0.3086269079,46.9930654761905,6.46589333333333,1.74285,55.7265625,1.09395,2.39125,"3",0,0,0.366666666666667,NA,"hold.minus",-566
"10142","2005","07","23","Saturday",0,"SA",23,2,"P",1.0879,913.24,639.784375,62,1,14.64946,0.1184685242,39.1570214285714,10.31404,2.3815,61.34375,1.06965,2.4368,"3",0,0,0.333333333333333,NA,"hold.minus",-543
"10143","2005","07","23","Saturday",640,"SA",19,0,"R",1.1602,656.565833333333,510.73375,17,2,15.5762,0.2512473101,46.1678752380952,7.67756,0.9886,69.984375,1,2,"3",0,1,0.266666666666667,NA,"hold.minus",-551
"10144","2005","07","23","Saturday",0,"SO",19,0,"P",1.1355,555.5575,343.488833333333,31,2,30,0,31.20054,12,0,41.6640625,1,1.48033181818182,"3",0,1,0.2,NA,"hold.minus",-562
"10148","2005","07","26","Tuesday",1260,"SA",29,0.89755,"H",2.1321,1845.515,1107.8806,23.8684,2.4611,15.3106666666667,0.1232971181,118.812115,8.76109666666667,3.44355,68.140625,3,0,"5",236.9253,0,0.4,NA,"hold.minus",-578
"10151","2005","07","26","Tuesday",0,"SO",63,0,"R",2.0526,2396.81,1414.6969,28.033,2.5132,3,0.4881208241,106.946698333333,7.11245,7.211475,30.8828125,1,0,"5",380.2466,0,0.366666666666667,NA,"hold.minus",-580
"10153","2005","07","26","Tuesday",0,"SO",19,0,"P",1.273,1950,61,9,2,8,0,0,10,1,66.078125,1,0,"3",0,1,0.0666666666666667,NA,"hold.minus",-575
"10155","2005","07","26","Tuesday",0,"SC",34,0,"P",1.3226,1674.0025,964.229041666667,20,6,13,0.2184199225,72.62694,26,14,32.265625,1,2,"3",0,0,0.2,NA,"hold.minus",-608
"10156","2005","07","26","Tuesday",1,"SL",21,0,"P",2.0314,1116.5125,701.040686666667,33,1,14,0.1867047525,97.0628133333333,15,2.681,60.6953125,3,0,"3",0,0,0.2,NA,"hold.minus",-582
"10159","2005","07","26","Tuesday",0,"SO",18,0,"P",1.22185,538.13925,383.417025,24,1,25,0.3832842093,40.4520071428572,21,1,38.7578125,1,0,"3",0,0,0.2,NA,"hold.minus",-571
"10161","2005","07","26","Tuesday",0,"SB",21,2,"P",1.48133333333333,1900,705.188491666667,15,1,37,0.0033873797,185,18,3,59.6953125,1,0,"3",2096,1,0.1,NA,"hold.minus",-581
"10166","2005","07","27","Wednesday",1,"SL",43,1,"R",3,1397.815,910.717519999999,5,1,12.8322,0,1,7.6908,2.72705,61.3671875,4,0,"5",224.991925,0,0.233333333333333,NA,"hold.minus",-626
"10167","2005","07","27","Wednesday",0,"SB",18,0,"P",1.2442,818.4225,584.869333333333,23,1.3472,9,0.5254386403,51.4275966666667,20,0.3289,69.671875,1,1,"5",100.551225,0,0.266666666666667,NA,"hold.minus",-629
"10168","2005","07","27","Wednesday",0,"SC",20,0,"P",1.1197,685.2625,506.92105,24,1,12,0.5747948904,43.01808,9.7347125,1.75303333333333,56.1796875,1.06715,2.458,"3",0,0,0.3,NA,"hold.minus",-632
"10173","2005","07","28","Thursday",1,"FT",28,0.992,"R",1.1494,1262.885,947.1248,25.73608,1.51903333333333,10.8506,0.1709572407,56.4637666666667,6.5113,1.84935,46.359375,1.0973,2.0372,"5",149.6331,0,0.466666666666667,NA,"hold.minus",-664
"10174","2005","07","28","Thursday",0,"SB",19,0,"P",1.0919,1031.9625,751.2255,21.6478933333333,1.2742,12.73521,0.3245183155,40.25304,8.18985,1.17256666666667,62.2734375,1.0603,2.4644,"5",70.8955999999997,0,0.433333333333333,NA,"hold.minus",-681
"10175","2005","07","28","Thursday",1360,"SO",25,1.3748,"R",1.28745,1346.75,974.392675,26.8549,1.6334,10.1571,0.068409486,53.08137,0,0,47.796875,1,0,"5",298.763565,0,0.333333333333333,NA,"hold.minus",-662
"10176","2005","07","28","Thursday",0,"SN",23,1,"R",1.9101,1252.4225,916.48972,18.22395,1.71776666666667,9.839,0.0869366832,121.432388333333,5.59518,1.7137,45,3,1,"5",210.445766666667,0,0.366666666666667,NA,"hold.minus",-682
"10178","2005","07","28","Thursday",1,"SA",25,0,"P",1.2024,1017.29,600.851953333333,38,1,3,0.2531544659,41.2712590476191,13,3.1041,39.1953125,1,1,"3",0,0,0.2,NA,"hold.minus",-651
"10181","2005","07","28","Thursday",0,"SA",22,1,"P",1.06886666666667,300,386.9069,13,1,8,0.1150396031,0,9.69471666666667,2.4848,67.515625,1.0537,2.49806666666667,"3",0,0,0.233333333333333,NA,"hold.minus",-671
"10185","2005","07","29","Friday",0,"SO",16,0,"P",1.0869,854.745,630.17615,22.25726,1.22265,15.47063,0,37.7513392857143,11.19785,0.552066666666666,59.171875,1.0478,2.5991,"5",53.3000999999996,0,0.433333333333333,NA,"hold.minus",-704
"10187","2005","07","29","Friday",1,"SO",23,5,"P",1.3177,4300,898,22,3,12,0,34,26,3.6414,40.2890625,1,1.5537,"3",3073,3,0.133333333333333,NA,"hold.minus",-685
"10188","2005","07","29","Friday",0,"SO",22,1,"P",1.1011,1197.13,769.9769,25.3109666666667,1.39393333333333,15,0,35.6499114285714,9,4,64.203125,1.0523,2.697,"5",84.7523999999998,0,0.333333333333333,NA,"hold.minus",-696
"10192","2005","07","30","Saturday",0,"SL",27,0,"R",1.2308,1161.6825,886.86567,24.92456,1.6992,11.3392666666667,0.0112050468,60.7490642857143,7.49854,1.9514,36.5859375,1.0876,1.9234,"5",112.553925,0,0.433333333333333,NA,"hold.minus",-728
"10193","2005","07","30","Saturday",960,"SB",19,0,"R",2.1849,50,630.43565,9,4,14.8370766666667,0.0444171457,380,8.05865,0,33.1875,3,1,"1",88,4,0.166666666666667,NA,"hold.minus",-725
"10196","2005","07","30","Saturday",0,"SA",20,1,"P",1.292,768.705,507.767253333333,15,1,17,0.3535626242,36,5,1.7272,74.53125,1,1,"2",115.303933333333,0,0.2,NA,"hold.minus",-738
"10201","2005","08","02","Tuesday",0,"SA",23,4,"R",1.29783333333333,1208.385,882.4829,21.10058,1.57305,9.9386,0.1289360309,79.3226161904762,7.2755,1.9158,52.4375,1,1,"5",293.23155,0,0.366666666666667,NA,"hold.minus",-768
"10204","2005","08","02","Tuesday",0,"SM",35,2,"R",1.277,450,342,14,3,12.31305,0.05838961,59.9639214285714,8.47485,2.5059,55.890625,1,0,"1",0,2,0.2,NA,"hold.minus",-752
"10206","2005","08","02","Tuesday",0,"SL",18,1,"P",1.2707,823.43,617.474725,21.9344,1.3153,8,0,60.1358961904762,3,0,93.171875,1,0,"5",113.81295,0,0.266666666666667,NA,"hold.minus",-741
"10207","2005","08","02","Tuesday",0,"SC",25,1,"P",1,1950,125,6,2,28,0,46,19,8,47.8828125,1,0,"3",1129,2,0.0333333333333333,NA,"hold.minus",-747
"10213","2005","08","03","Wednesday",600,"SO",16,0.4369,"P",1.6092,952.06,726.3018,21.94875,1.41693333333333,10.7036,0,138.071969761905,5.262,0.581266666666666,41.9284974609554,1,0,"5",109.76435,0,0.433333333333333,NA,"hold.minus",-821
"10214","2005","08","03","Wednesday",0,"SA",17,0,"P",1.29145,732.9825,633.96255,20.5237933333333,1.2763,2,0,66.6463142857143,0,0,48.9765625,1,0,"5",78.9189499999999,0,0.266666666666667,NA,"hold.minus",-819
"10216","2005","08","03","Wednesday",0,"SO",21,0,"P",1.1146,715.5425,492.3573,32,1,22,0.062658095,39.2833447619048,6,1.7896,60.65625,1.0498,2.71185,"3",0,0,0.266666666666667,NA,"hold.minus",-818
"10218","2005","08","03","Wednesday",0,"SH",20,1,"P",1.1628,926.13,543.822325,11,1.35196666666667,61,0,25,12,3,70.546875,1.0519,4,"5",87.1695999999997,0,0.233333333333333,NA,"hold.minus",-817
"10225","2005","08","04","Thursday",100,"SD",21,1.1221,"R",1.9841,1180.365,862.5692,18.6135,1.9088,10.1518,0,175.778333333333,6.29113,2.2305,42.815897070391,4,0,"5",160.9842,0,0.466666666666667,NA,"hold.minus",-827
"10226","2005","08","04","Thursday",1,"SM",34,1,"R",1,1182.1875,841.663075,5,2,14.67514,0.3397501316,109,6.81701,2,71.65625,1.2094,2.09935,"3",0,0,0.233333333333333,NA,"hold.minus",-852
"10227","2005","08","04","Thursday",460,"SO",22,3,"R",1.3558,3500,2821,14,3,13.62501,0.8322139587,40,7.31170666666667,0,55.5625,1,1.541,"3",1205,3,0.166666666666667,NA,"hold.minus",-851
"10228","2005","08","04","Thursday",0,"SD",19,0,"P",1.1983,1053.2625,670.3012,21.5411466666667,1.34685,13.76276,0.2498794626,56.1779514285714,7.5369,1.1624,65.296875,1.0581,1.9556,"5",103.97965,0,0.433333333333333,NA,"hold.minus",-835
"10229","2005","08","04","Thursday",0,"SB",20,1,"P",1.2879,1039.01,496.31245,21,1,8,0.0193340161,52.1923226190476,5,3,68.90625,2,0,"3",274,1,0.166666666666667,NA,"hold.minus",-831
"10231","2005","08","04","Thursday",0,"SD",21,1,"P",1.21685,1481.91,566.08235,9,1,12,0.0258565583,48,9.55409,4,52.4609375,1,1.7012,"3",819,1,0.2,NA,"hold.minus",-833
"10238","2005","08","05","Friday",0,"SC",40,0,"R",1.1532,1229.6275,905.079775,21.62645,1.4837,9.9484,0,37.554719047619,7.23921666666666,2.4513,46.5858256835963,1.0491,2.5372,"4",105.0681,0,0.466666666666667,NA,"hold.minus",-867
"10239","2005","08","05","Friday",1,"SD",19,1,"P",1.089,982.18,662.341425,20.1349133333333,1.31538333333333,10.86546,0.0658156355,42.8457438095238,9.04411666666667,1.5791,46.25,1.0486,2.5282,"5",68.1540599999997,0,0.433333333333333,NA,"hold.minus",-903
"10241","2005","08","05","Friday",1,"SK",22,2,"R",1.1103,1012.8125,740.18575,28,1,10.9590416666667,0.0798934388,42.4967535714286,8.02031666666666,1.7825,52.71875,1.0619,2.50105,"3",0,0,0.333333333333333,NA,"hold.minus",-887
"10242","2005","08","05","Friday",0,"SD",22,0,"R",1.124,967.915,638.77875,52,1,17.84706,0.0121150849,48.3962571428571,10.789,1.8787,69.234375,1.1269,2.4732,"3",0,0,0.333333333333333,NA,"hold.minus",-900
"10243","2005","08","05","Friday",0,"SN",23,0,"R",1.2487,1850,1011.90640333333,15,4,13.8947666666667,0.1720860163,40,8.65585,2.84845,64.640625,1,2,"3",210,4,0.2,NA,"hold.minus",-864
"10244","2005","08","05","Friday",0,"SH",18,0,"P",1.16965,1916.6025,1164.45998666667,23.2875,1.71766666666667,5,0,45.8884166666667,3,12,66.890625,1.0954,2.10515,"5",176.2427,0,0.333333333333333,NA,"hold.minus",-884
"10249","2005","08","05","Friday",1,"SC",18,0,"P",1,461.475,295.312297619048,3,1,16,0.1612013108,82,9.76903333333333,0.549775,60.765625,1,1,"3",0,0,0.166666666666667,NA,"hold.minus",-873
"10251","2005","08","05","Friday",0,"SA",20,1,"P",1.152725,200,320.462083333333,24,1,19,0.0158077813,30.3906666666667,24,2,81.75,1,1,"3",212,1,0.133333333333333,NA,"hold.minus",-870
"10252","2005","08","05","Friday",0,"SO",21,0,"P",1.5013,929.105,652.261333333333,22,2,25,0.1147883469,284.023668333333,20,2.93295,47.90625,1.1972,1.9366,"1",140.41945,0,0.3,NA,"hold.minus",-868
"10257","2005","08","06","Saturday",0,"SN",19,0,"R",1.1495,1017.5275,775.5623,21.9851933333333,1.28983333333333,9.58441666666666,0,55.7126238095238,6.69105000000001,1.26905,27.484375,1.08365,2.1728,"5",64.9118999999997,0,0.433333333333333,NA,"hold.minus",-938
"10258","2005","08","06","Saturday",400,"SO",30,2,"R",1.14375,869.11,738.225675,11,1,10.2950833333333,0,0,7.60849,1.703,57.3671875,1.05371666666667,2.6301,"3",0,0,0.3,NA,"hold.minus",-939
"10259","2005","08","06","Saturday",0,"SN",34,2,"H",1.3929,1900,1014.45611666667,7,2,13.619,0.2367514856,53.5059942857143,11.9487333333333,13,36.53125,1,0,"3",429,2,0.2,NA,"hold.minus",-936
"10260","2005","08","06","Saturday",80,"SD",34,0,"R",1.42845,1450,836,15,2,15.1473833333333,0.1114524784,1,8.67768023809524,0,74.046875,1,1,"3",0,1,0.133333333333333,NA,"hold.minus",-915
"10261","2005","08","06","Saturday",1500,"SN",22,4,"P",1.2374,500,0,30,1,2,0.1883380911,41.2027416666667,4,5,46.890625,1,2,"5",383.4235,0,0.133333333333333,NA,"hold.minus",-924
"10262","2005","08","06","Saturday",900,"SO",27,1.1377,"R",1.1789,1104.445,904.40605,32,2,8,0,50.2170352380952,6.05766666666667,1.9809,26.62109375,1.0708,2.21235,"3",0,0,0.333333333333333,NA,"hold.minus",-942
"10263","2005","08","06","Saturday",0,"SE",19,0,"P",1.0689,552.949166666667,229.153733333333,9,1,7,0.055210002,1,18,1,79.078125,1.0375,3,"3",0,0,0.166666666666667,NA,"hold.minus",-918
"10267","2005","08","09","Tuesday",0,"SM",23,5,"R",1.1361,1227.2175,882.95575,22.12993,1.45053333333333,10.212375,0,41.8415904761905,7.32585,2.2259,59.28125,1.0441,1.638,"5",244.0681,0,0.433333333333333,NA,"hold.minus",-996
"10269","2005","08","09","Tuesday",0,"SE",21,0,"P",1.2113,1087.2325,770.1813,21.2208166666667,1.52053333333333,10.0351,0,43.121380952381,8.6438,2.5696,53.0385434570329,1,0,"5",186.06985,0,0.4,NA,"hold.minus",-1000
"10270","2005","08","09","Tuesday",110000,"SL",29,1,"H",1.4907,11250,11688,12,2,12.53935,0,0,8.110085,2,35.8203125,1,1,"2",486,2,0.133333333333333,NA,"hold.minus",-993
"10271","2005","08","09","Tuesday",0,"SB",22,0,"R",1,846.3425,631.157433333333,3,3,11.1151166666667,0.2841078285,1107,6.72006666666667,1,31.08203125,2,1,"3",0,0,0.166666666666667,NA,"hold.minus",-988
"10273","2005","08","09","Tuesday",1,"SH",20,2,"P",1.8274,500,464,12,2,22.16945,0.5286349021,0,11.8080166666667,3,42.4296875,3,0,"3",916,1,0.133333333333333,NA,"hold.minus",-960
"10274","2005","08","09","Tuesday",0,"SA",19,0,"P",1.22103333333333,950,0,8,2,1,0.2299646358,10,25,1,52.390625,1,3,"3",0,1,0.0666666666666667,NA,"hold.minus",-972
"10275","2005","08","09","Tuesday",0,"SF",22,0,"P",1.1437,988.608333333333,628.531683333333,32,2,3,0.0452307772,37.3124614285714,7.01175,2.9202,58.3046875,1.0503,3,"3",0,0,0.266666666666667,NA,"hold.minus",-979
"10276","2005","08","09","Tuesday",0,"SB",18,0,"P",1.1431,857.21125,615.0099,21.6933666666667,1.2421,6,0,41.2241519047619,14,0,79.390625,1.0403,1.7467,"5",44.4960999999997,0,0.333333333333333,NA,"hold.minus",-964
"10279","2005","08","09","Tuesday",0,"SL",18,0,"P",1.2019,733.030833333333,528.4501,20.4375333333333,1.26725,10,0,42.6467285714286,13,0.175466666666666,79.921875,1,0,"5",76.4134499999999,0,0.3,NA,"hold.minus",-951
"10280","2005","08","09","Tuesday",0,"SD",18,0,"P",1.0982,480.190833333333,285.64355,20,1,28,0.0134256667,31.0383714285714,25,0,69.921875,1.03735,2.017625,"3",0,0,0.233333333333333,NA,"hold.minus",-969
"10282","2005","08","09","Tuesday",0,"SH",19,0,"P",1.1491,682.822166666667,379.107316666667,10,2,81,0.0247833589,34,20,3,49.890625,1.0331,2.31939090909091,"3",0,0,0.2,NA,"hold.minus",-968
"10286","2005","08","10","Wednesday",1160,"SL",31,1,"R",1.2335,1066.1775,805.4367,18,2,9.39326666666666,0.0160909734,56.5336,6.77701666666666,2.0688,30.7578125,1,1.3436,"3",142,2,0.3,NA,"hold.minus",-1004
"10287","2005","08","10","Wednesday",1200,"SO",33,2,"R",1,1496.48166666667,991.863666666667,3,4,12.1537,0.0674277705,86,7.73688333333333,4,63.3671875,2,0,"3",0,0,0.166666666666667,NA,"hold.minus",-1003
"10288","2005","08","10","Wednesday",0,"SN",33,0,"H",1.27485,3400,2077,9,3,19.23675,0.2093917779,25,13.7079066666667,7,82.515625,1.1257,2,"5",381.5018,0,0.2,NA,"hold.minus",-1001
"10289","2005","08","10","Wednesday",0,"SC",17,0,"P",1.1012,1050.75,671.05835,24.62478,1.35795,11.9545,0.3105813973,47.2414452380952,9.03405,0.953233333333333,32.125,1.0571,2.437,"5",81.2739249999997,0,0.433333333333333,NA,"hold.minus",-1033
"10290","2005","08","10","Wednesday",0,"SA",17,1,"P",1.086,977.29875,676.5603,23.1911933333333,1.32395,3,0,35.8234357142857,0,0.5545,65.171875,1.0319,2.43,"5",74.5505249999997,0,0.366666666666667,NA,"hold.minus",-1024
"10292","2005","08","10","Wednesday",1,"SL",23,5,"R",1,873.14,603.525925,3,1,2,0.1078845584,1,1,2,71.921875,1.1372,2,"3",0,0,0.133333333333333,NA,"hold.minus",-1029
"10293","2005","08","10","Wednesday",980,"SO",20,2,"P",2.5305,1166.41916666667,704.21972,15,5,6,1.484911114,524,3,3,60.1328125,3,0,"1",2,4,0.133333333333333,NA,"hold.minus",-1021
"10295","2005","08","10","Wednesday",0,"SB",19,0,"P",1.2127,820.4,573.661225,25,1,12,0.3269932754,90.4299333333333,6,3,50.09375,1.183,4,"3",0,0,0.2,NA,"hold.minus",-1038
"10297","2005","08","10","Wednesday",1100,"SM",20,0,"P",2.0632,50,570.094153333333,10,6,48,0.1756247827,65,8,0,86.53125,3,1,"1",0,4,0.1,NA,"hold.minus",-1040
"10302","2005","08","11","Thursday",0,"SO",25,1.1349,"R",1.1102,1168.88,851.681649999999,21.6934466666667,1.34366666666667,8.767425,0,33.208880952381,6.879,1.7082,45.9111257812585,1.0513,2.4661,"4",59.7147999999997,0,0.533333333333333,NA,"hold.minus",-1055
