"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","id","app_id","GOOD"
"10823","2005","08","25","Thursday",0,"SO",18,0,"P",1,500,0,4,1,36,0.2654431304,1,20,0,62.09375,1,2,"3",0,1,"hold",2817,NA
"10824","2005","08","25","Thursday",0,"SA",18,0,"P",1,750,0,15,1,37,0.2784331031,51,21,1,54.1015625,1,1,"5",190,0,"hold",2670,NA
"10825","2005","08","25","Thursday",0,"SM",18,0,"P",1,800,154,24,1,47,0.0756316162,1,7,1,80.390625,1,1,"3",0,1,"hold",2830,NA
"10826","2005","08","25","Thursday",0,"SL",17,0,"P",2,100,34,14,2,35,0.2984006843,50,2,0,56.765625,1,2,"5",0,0,"hold",2655,NA
"10827","2005","08","25","Thursday",0,"SB",18,0,"P",1,1350,0,17,1,93,0,1,13,0,93.890625,1,0,"5",524,0,"hold",2719,NA
"10828","2005","08","25","Thursday",0,"SE",20,2,"R",1,950,0,12,1,8,0,19,0,0,42.3515625,1,1,"5",603,0,"hold",-2800,NA
"10829","2005","08","25","Thursday",0,"SO",18,0,"P",1,200,1,18,1,18,0.3031150112,0,12,0,67.84375,1,2,"5",759,0,"hold",-2845,NA
"10830","2005","08","25","Thursday",0,"SC",18,0,"P",1,750,60,18,1,19,0.0334201717,0,3,0,65.421875,1,0,"5",0,0,"hold",2704,NA
"10831","2005","08","25","Thursday",0,"SD",46,0,"R",1,1650,1334,4,1,27,0.5021209419,66,0,2,70.34375,1,2,"3",0,1,"hold",-2770,NA
"10832","2005","08","25","Thursday",0,"SO",18,0,"P",1,50,34,10,1,105,0.1885188036,92,20,0,52.9765625,2,1,"5",2451,0,"hold",-2708,NA
"10833","2005","08","25","Thursday",180,"SA",21,1,"R",2,200,32,43,1,10,0.110831449,0,22,0,33.9609375,1,2,"3",0,1,"hold",2718,NA
"10834","2005","08","25","Thursday",220,"SO",19,0,"P",1,800,464,12,2,24,0.1509822793,0,2,1,57.1875,1,0,"3",0,1,"hold",-2848,NA
"10835","2005","08","25","Thursday",1000,"SN",26,0,"H",1,50,1551,5,3,5,0.3450252255,85,25,2,52.2890625,1,0,"3",2319,3,"hold",-2773,NA
"10836","2005","08","25","Thursday",520,"SD",30,0,"R",1,200,1,6,3,2,0.3478381112,0,6,1,41.9140625,1,2,"3",0,2,"hold",-2776,NA
"10837","2005","08","25","Thursday",0,"SL",22,0,"P",4,950,495,11,3,3,0.1701973951,255,3,1,60.3046875,4,1,"3",485,2,"hold",-2666,NA
"10838","2005","08","25","Thursday",0,"SO",41,0,"H",1,15900,4092,13,3,27,0.165008775,185,13,4,84.84375,1,3,"3",0,2,"hold",-2633,NA
"10839","2005","08","25","Thursday",0,"SO",18,0,"P",2,200,342,8,1,2,0.3072812315,0,5,0,53.1328125,1,3,"3",42,1,"hold",2840,NA
"10840","2005","08","25","Thursday",0,"SO",18,0,"P",1,100,123,16,1,23,0.0932078122,0,15,0,33.5078125,1,0,"5",0,0,"hold",-2870,NA
"10841","2005","08","25","Thursday",0,"SB",19,0,"P",1,500,279,27,1,2,0.1422610679,120,3,2,52.7890625,1,1,"3",0,1,"hold",2703,NA
"10842","2005","08","25","Thursday",0,"SO",50,0,"H",1,1900,0,35,1,2,0.1024231412,1,5,12,25.41015625,1,2,"3",0,1,"hold",2667,NA
"10843","2005","08","25","Thursday",820,"SN",21,0,"P",1,1250,154,6,4,3,0.1809955495,65,1,4,63.796875,2,0,"2",0,1,"hold",-2731,NA
"10844","2005","08","25","Thursday",0,"SH",29,0,"R",2,950,0,7,5,3,0.4617065173,31,0,1,66.921875,1,3,"2",0,1,"hold",-2836,NA
"10845","2005","08","25","Thursday",1,"SM",19,0,"P",1,200,713,10,1,3,0,31,26,0,47.578125,1,1,"5",1896,0,"hold",-2700,NA
"10846","2005","08","25","Thursday",1,"SM",19,0,"P",1,50,61,3,1,3,0.3570609968,45,13,0,40.65625,1,0,"3",0,1,"hold",-2676,NA
"10847","2005","08","25","Thursday",0,"SO",18,0,"P",1,350,807,10,1,4,0.0443303825,1,20,2,21.9140625,1,0,"5",0,0,"hold",2686,NA
"10848","2005","08","25","Thursday",0,"SM",18,0,"P",1,50,61,5,1,4,0.0733451003,0,1,0,61.09375,1,3,"3",0,1,"hold",2687,NA
"10849","2005","08","25","Thursday",0,"SH",19,0,"P",1,1300,0,6,2,5,0.2690733718,0,0,1,52.71875,1,2,"3",0,1,"hold",2682,NA
"10850","2005","08","25","Thursday",0,"SO",19,0,"P",2,600,0,7,1,4,0.1551120831,1,15,0,77.421875,1,3,"5",966,0,"hold",-2639,NA
"10851","2005","08","25","Thursday",1,"SG",19,0,"P",2,1250,186,30,1,5,0.8182525374,0,6,0,38.75,1,1,"3",0,1,"hold",2792,NA
"10852","2005","08","25","Thursday",0,"SA",20,0,"P",1,500,496,13,1,6,0.0208308347,0,26,2,57.5703125,1,0,"5",0,0,"hold",-2865,NA
"10853","2005","08","25","Thursday",0,"SH",19,0,"P",1,5500,1,16,1,7,0.0697561295,0,9,1,53.203125,1,1,"5",0,0,"hold",-2833,NA
"10854","2005","08","25","Thursday",0,"SF",18,0,"P",2,1100,0,48,1,7,0.3811441176,25,1,0,47.3359375,2,1,"3",0,1,"hold",2752,NA
"10855","2005","08","25","Thursday",1,"SC",17,0,"P",1,1750,0,7,1,7,0,100,8,0,64.140625,1,1,"5",0,0,"hold",2653,NA
"10856","2005","08","25","Thursday",1,"SF",19,1,"P",1,1000,1053,12,1,8,0.2099348675,0,20,1,50.6171875,1,4,"3",29,1,"hold",-2851,NA
"10857","2005","08","25","Thursday",0,"SB",18,0,"P",1,500,464,3,1,7,0.2483841348,0,18,0,61.90625,1,4,"5",0,0,"hold",2656,NA
"10858","2005","08","25","Thursday",0,"SH",27,0,"P",1,8650,61,2,1,8,0.5767732114,17,13,10,38.234375,1,0,"5",0,0,"hold",2742,NA
"10859","2005","08","25","Thursday",1,"SF",18,0,"P",1,250,404,35,1,9,0.2934917668,0,2,0,75.203125,1,2,"3",0,1,"hold",2755,NA
"10860","2005","08","25","Thursday",0,"SO",24,0,"P",1,950,465,10,4,8,0.0882837786,45,28,27,70.96875,1,0,"3",0,2,"hold",-2822,NA
"10861","2005","08","25","Thursday",0,"SA",18,0,"P",1,1950,63,18,1,8,0.2944140853,16,11,0,55.5,1,3,"5",1478,0,"hold",2691,NA
"10862","2005","08","25","Thursday",0,"SE",18,0,"P",1,1750,1,16,1,8,0,1,10,0,68.859375,1,0,"5",601,0,"hold",2702,NA
"10863","2005","08","25","Thursday",0,"SB",18,0,"P",1,250,123,4,1,9,0.1999037564,0,19,0,65.609375,2,0,"5",0,0,"hold",-2789,NA
"10864","2005","08","25","Thursday",0,"SO",19,0,"P",1,1550,343,13,1,9,0.0972550369,1,1,1,50.9140625,1,2,"5",677,0,"hold",-2873,NA
"10865","2005","08","25","Thursday",0,"SO",19,0,"P",1,600,0,5,1,10,0.6170528792,19,9,1,60.1953125,1,2,"3",0,1,"hold",2829,NA
"10866","2005","08","25","Thursday",1,"SF",18,0,"P",1,800,1798,18,1,10,0.1089607642,65,2,0,69.34375,1,4,"3",0,1,"hold",2734,NA
"10867","2005","08","25","Thursday",0,"SO",20,0,"P",1,950,1,11,1,11,0,0,9,1,84.671875,1,2,"5",1674,0,"hold",2694,NA
"10868","2005","08","25","Thursday",0,"SO",19,0,"P",1,50,403,32,1,10,0.1056358654,19,14,2,69.78125,1,1,"3",0,1,"hold",2722,NA
"10869","2005","08","25","Thursday",0,"SH",17,0,"P",1,250,1,11,1,11,0,0,16,0,88.171875,1,1,"5",447,0,"hold",2769,NA
"10870","2005","08","25","Thursday",0,"SO",19,0,"P",1,100,32,12,1,12,0.0432834483,24,11,0,50.953125,1,3,"3",165,1,"hold",-2728,NA
"10871","2005","08","25","Thursday",940,"SC",19,0,"P",1,150,0,12,1,11,0.1040071312,19,22,1,59.7109375,1,3,"3",0,1,"hold",-2743,NA
"10872","2005","08","25","Thursday",0,"SD",18,0,"P",1,50,310,1,1,13,0.0910574191,1,16,0,38.3671875,1,3,"5",0,0,"hold",2765,NA
"10873","2005","08","25","Thursday",0,"SD",20,1,"P",2,500,371,23,1,13,0.016434899,1,19,2,59.53125,1,0,"3",0,1,"hold",-2847,NA
"10874","2005","08","25","Thursday",0,"SM",18,0,"P",1,200,187,5,1,13,0,0,11,0,81.203125,1,1,"3",0,1,"hold",2629,NA
"10875","2005","08","25","Thursday",0,"SH",18,0,"P",2,200,123,20,1,13,0.0506876669,0,0,0,53.25,1,0,"5",5,0,"hold",-2856,NA
"10876","2005","08","25","Thursday",0,"SO",20,0,"R",1,750,311,2,1,15,0.0294257048,0,1,1,81.5,1,1,"3",0,1,"hold",2843,NA
"10877","2005","08","25","Thursday",0,"SA",18,0,"P",2,1050,1210,3,1,16,0,66,9,0,89.34375,2,1,"3",0,1,"hold",2689,NA
"10878","2005","08","25","Thursday",0,"SC",18,0,"P",1,150,0,7,1,16,0.1096531367,60,4,1,75.78125,2,0,"5",15,0,"hold",2720,NA
"10879","2005","08","25","Thursday",0,"SO",19,0,"P",1,2650,0,5,1,16,0.0356166771,35,10,10,62.3671875,1,1,"3",0,1,"hold",-2775,NA
"10880","2005","08","25","Thursday",1,"SH",19,1,"P",1,50,63,10,2,16,0.0160166755,25,12,2,64.375,1,4,"3",0,1,"hold",-2871,NA
"10881","2005","08","25","Thursday",0,"SC",18,0,"P",2,500,402,23,2,16,0.080568491,81,5,2,77.296875,1,1,"3",0,1,"hold",2774,NA
"10882","2005","08","25","Thursday",0,"SL",18,1,"P",1,1300,0,30,1,17,0.0717321958,70,7,0,94.546875,1,2,"3",0,1,"hold",-2678,NA
"10883","2005","08","25","Thursday",0,"SC",17,0,"P",1,800,1146,30,1,19,0,0,3,0,78.234375,1,0,"5",0,0,"hold",2709,NA
"10884","2005","08","25","Thursday",0,"SB",18,0,"P",4,500,31,17,1,20,0.017028918,20,22,0,91.3125,4,0,"3",0,1,"hold",2646,NA
"10885","2005","08","25","Thursday",10,"SL",19,0,"P",1,200,0,7,2,20,0.0934752459,0,14,2,57.6328125,1,3,"3",0,1,"hold",2860,NA
"10886","2005","08","25","Thursday",1,"SC",18,0,"P",1,950,0,17,1,21,0.1319929385,29,13,1,58.9375,1,1,"3",0,1,"hold",2849,NA
"10887","2005","08","25","Thursday",1,"SO",19,0,"P",1,900,1394,15,1,24,0.1870611999,0,17,2,83,1,0,"3",0,1,"hold",2690,NA
"10888","2005","08","25","Thursday",0,"SD",20,1,"P",1,550,0,19,1,23,0.0151018902,0,6,1,83.609375,1,1,"3",150,1,"hold",-2858,NA
"10889","2005","08","25","Thursday",1,"SK",18,0,"P",2,950,1396,23,1,25,0,85,18,0,55.6953125,1,0,"3",0,1,"hold",2780,NA
"10890","2005","08","25","Thursday",0,"SA",19,0,"P",1,100,155,11,1,25,0.1826431132,0,13,3,65.890625,1,4,"3",26,1,"hold",-2673,NA
"10891","2005","08","25","Thursday",800,"SE",18,0,"P",1,150,0,3,2,31,0,0,21,0,57.0078125,1,2,"5",15,0,"hold",2798,NA
"10892","2005","08","25","Thursday",0,"SO",18,0,"P",2,300,31,21,1,33,0.2500125263,175,19,0,51.3046875,1,0,"5",90,0,"hold",2627,NA
"10893","2005","08","25","Thursday",0,"SH",18,0,"P",2,1850,930,21,1,33,0.2319082627,105,23,2,55.8828125,1,2,"3",0,1,"hold",-2790,NA
"10894","2005","08","25","Thursday",700,"SO",19,1,"P",1,500,0,12,3,37,0,0,11,0,48.328125,1,4,"3",0,2,"hold",2710,NA
"10895","2005","08","25","Thursday",0,"SO",18,0,"P",1,200,31,27,2,41,0,1,13,1,59.1015625,1,1,"5",0,0,"hold",-2707,NA
"10896","2005","08","25","Thursday",0,"SL",24,0,"P",1,250,31,7,1,50,0.0902636414,0,7,6,84.15625,1,2,"3",0,1,"hold",-2832,NA
"10897","2005","08","25","Thursday",1,"SB",18,0,"P",1,250,278,12,1,51,0.0493555759,0,16,0,68.296875,1,4,"5",1567,0,"hold",2664,NA
"10898","2005","08","25","Thursday",1,"SO",20,0,"P",1,350,31,12,1,56,0.1555853183,0,23,2,50.34375,1,2,"3",0,1,"hold",2674,NA
"10899","2005","08","25","Thursday",660,"SO",19,0,"P",2,100,63,1,3,60,0.2188951047,0,11,0,60.0859375,3,0,"3",0,2,"hold",-2696,NA
"10900","2005","08","25","Thursday",1,"SA",18,0,"P",1,750,464,60,1,64,0.3991754064,0,16,0,55.0234375,1,0,"3",0,1,"hold",-2683,NA
"10901","2005","08","25","Thursday",0,"SB",18,0,"P",1,1450,0,12,2,67,0,45,17,0,74.6875,2,1,"5",0,0,"hold",-2713,NA
"10902","2005","08","26","Friday",0,"SM",21,1,"R",1,5450,3720,11,1,1,0.2165287379,69,4,0,43.6640625,1,0,"5",0,0,"hold",3081,NA
"10903","2005","08","26","Friday",0,"SA",18,0,"P",1,850,0,18,1,39,0.0180610092,54,18,0,24.80078125,1,1,"5",0,0,"hold",3166,NA
"10904","2005","08","26","Friday",0,"SM",19,0,"P",1,50,123,3,1,33,0.0584120646,0,23,0,56.2734375,1,1,"3",0,1,"hold",3135,NA
"10905","2005","08","26","Friday",0,"SB",19,0,"P",1,250,32,6,3,2,0.0320640891,35,7,0,69.421875,1,1,"3",0,1,"hold",3173,NA
"10906","2005","08","26","Friday",2,"SL",16,0,"P",1,3400,2697,11,1,1,0.3003432127,39,9,0,43.9140625,1,0,"5",0,0,"hold",3000,NA
"10907","2005","08","26","Friday",200,"SA",20,0,"H",2,600,62,10,1,4,0.1255686772,40,2,1,55.171875,1,1,"3",0,1,"hold",2961,NA
"10908","2005","08","26","Friday",1,"SL",19,0,"R",1,2100,1086,2,1,3,0.1782321124,0,6,0,38.9140625,1,3,"5",0,0,"hold",3087,NA
"10909","2005","08","26","Friday",0,"SO",18,0,"P",2,200,124,49,1,3,0.0940842247,50,3,0,66.859375,1,4,"3",0,1,"hold",3051,NA
"10910","2005","08","26","Friday",0,"SG",18,0,"P",2,750,2232,4,3,6,0.260251007,41,25,0,65.734375,1,2,"5",1648,0,"hold",3174,NA
"10911","2005","08","26","Friday",0,"SO",19,0,"P",2,250,31,1,3,12,0.0174079556,0,2,1,60.4375,1,2,"3",0,2,"hold",2960,NA
"10912","2005","08","26","Friday",0,"SC",21,0,"P",1,500,371,12,2,13,0.2576589221,1,3,0,49.28125,1,0,"5",193,0,"hold",2998,NA
"10913","2005","08","26","Friday",1,"SA",20,0,"P",1,100,0,3,1,13,0.0216752961,0,26,3,88.6875,1,3,"3",101,1,"hold",3110,NA
"10914","2005","08","26","Friday",0,"SD",20,1,"P",6,50,3007,37,1,18,0,0,20,2,74.484375,2,0,"2",0,0,"hold",3138,NA
"10915","2005","08","26","Friday",920,"SO",20,0,"P",2,800,0,3,2,19,0.0605515391,41,4,1,41.90625,2,1,"3",0,1,"hold",3063,NA
"10916","2005","08","26","Friday",0,"SL",23,1,"P",1,3600,496,17,1,32,0.1664307578,0,2,3,60.8828125,1,1,"3",3242,1,"hold",3044,NA
"10917","2005","08","26","Friday",1,"SE",18,0,"P",1,2600,0,32,1,35,0.2127350667,0,3,0,52.1953125,2,1,"3",0,1,"hold",3012,NA
"10918","2005","08","26","Friday",0,"SC",19,0,"P",1,100,1828,30,1,48,0.0756612108,35,18,0,74.484375,1,3,"3",0,0,"hold",2938,NA
"10919","2005","08","26","Friday",0,"SO",19,0,"P",2,150,1178,17,1,53,0,0,0,1,40.421875,1,0,"5",1289,0,"hold",2982,NA
"10920","2005","08","26","Friday",0,"SD",18,0,"P",1,50,249,2,2,54,0.1075573652,1,7,0,46.5703125,1,4,"5",0,0,"hold",3010,NA
"10921","2005","08","26","Friday",0,"SO",20,0,"P",1,1750,0,9,1,68,0.1704183524,0,10,1,58.8046875,1,4,"3",13,1,"hold",3020,NA
"10922","2005","08","26","Friday",0,"SF",23,0,"R",1,750,0,29,2,2,0,1,8,0,37.9453125,1,0,"5",0,0,"hold",-2936,NA
"10923","2005","08","26","Friday",0,"SC",19,1,"P",1,450,31,32,1,22,0.2521001501,0,9,0,32.453125,1,1,"5",0,0,"hold",-2967,NA
"10924","2005","08","26","Friday",1,"SB",18,0,"P",1,150,186,2,1,7,0,191,2,2,66.046875,1,0,"5",0,0,"hold",3017,NA
"10925","2005","08","26","Friday",0,"SB",25,1,"P",1,4150,0,2,1,39,0.3715926092,41,2,6,72.65625,1,3,"5",2716,0,"hold",-3055,NA
"10926","2005","08","26","Friday",560,"SO",23,0,"P",1,50,0,14,1,9,0,0,1,1,29.98046875,1,0,"4",163,0,"hold",-3085,NA
"10927","2005","08","26","Friday",1,"SO",20,0,"P",1,2350,1210,5,1,48,0,50,6,0,37.8984375,1,1,"5",65,0,"hold",3130,NA
"10928","2005","08","26","Friday",0,"SL",19,0,"P",1,150,0,20,2,31,0,29,18,1,45.46875,1,0,"5",495,0,"hold",3068,NA
"10929","2005","08","26","Friday",0,"SO",26,1,"R",2,350,123,8,2,3,0,74,3,2,35.4453125,3,1,"5",2230,0,"hold",-3132,NA
"10930","2005","08","26","Friday",1,"SD",19,0,"P",1,1900,31,14,1,3,0.1810358423,75,2,1,38.625,1,0,"5",0,0,"hold",-2946,NA
"10931","2005","08","26","Friday",0,"SN",34,1,"R",1,50,217,2,1,9,0.4607923441,0,4,0,53.0234375,2,0,"3",0,1,"hold",-3159,NA
"10932","2005","08","26","Friday",0,"SL",28,5,"R",1,50,0,1,2,13,0,45,0,0,77.265625,1,1,"3",0,1,"hold",2903,NA
"10933","2005","08","26","Friday",1,"SA",19,0,"P",3,750,713,4,2,43,0.4359471519,39,13,1,28.546875,1,1,"5",0,0,"hold",-3059,NA
"10934","2005","08","26","Friday",0,"SH",20,0,"P",1,2800,2884,10,2,17,0.0746638246,0,13,0,52.890625,1,0,"3",0,1,"hold",-3161,NA
"10935","2005","08","26","Friday",1660,"SN",50,1,"R",1,50,0,3,5,3,0.3465961032,0,1,12,29.24609375,1,3,"3",0,1,"hold",-3043,NA
"10936","2005","08","26","Friday",0,"SO",18,0,"P",1,400,0,22,1,39,0.135972545,0,6,1,63.9921875,2,0,"5",1118,0,"hold",2909,NA
"10937","2005","08","26","Friday",1,"SM",45,0,"H",1,3750,0,2,2,15,0,0,1,22,61.9921875,1,0,"5",84,0,"hold",-3015,NA
"10938","2005","08","26","Friday",1,"SF",18,0,"P",1,500,0,10,1,1,0.1644364954,23,23,0,68.015625,1,2,"5",1657,0,"hold",3165,NA
"10939","2005","08","26","Friday",0,"SD",18,0,"P",1,350,310,15,1,2,0.4060580079,105,0,0,43.296875,1,2,"5",0,0,"hold",2983,NA
"10940","2005","08","26","Friday",0,"SM",23,0,"P",1,2950,30,16,1,3,0.1676829704,0,2,2,75.09375,1,3,"3",0,1,"hold",3154,NA
"10941","2005","08","26","Friday",1,"SB",18,0,"P",1,150,0,17,1,2,0,60,0,0,79.1875,1,2,"3",7,1,"hold",-2897,NA
"10942","2005","08","26","Friday",0,"SD",18,0,"P",1,300,31,28,1,3,0.3992300304,0,4,0,45.625,1,3,"5",0,0,"hold",2927,NA
"10943","2005","08","26","Friday",0,"SA",22,0,"P",2,50,434,35,1,4,0,31,2,4,80.015625,1,0,"3",0,1,"hold",-2984,NA
"10944","2005","08","26","Friday",0,"SH",18,0,"P",1,350,310,5,2,3,0.036094289,86,25,1,67,1,1,"5",0,0,"hold",3034,NA
"10945","2005","08","26","Friday",0,"SK",18,0,"P",1,450,125,21,1,6,0.8466996253,0,11,0,42.8671875,1,0,"5",799,0,"hold",2975,NA
"10946","2005","08","26","Friday",1100,"SO",19,0,"P",1,5100,0,7,2,5,0,0,16,0,74.34375,1,3,"3",0,1,"hold",-2884,NA
"10947","2005","08","26","Friday",1,"SB",18,0,"P",2,150,2572,2,1,6,0.0735366943,15,2,0,58.2109375,1,0,"5",0,0,"hold",-3112,NA
"10948","2005","08","26","Friday",0,"SA",18,0,"P",1,600,124,5,1,7,0.0916018519,0,5,0,74.6875,1,1,"3",0,1,"hold",3036,NA
"10949","2005","08","26","Friday",0,"SO",18,1,"P",1,650,836,10,1,8,0,0,22,0,93.84375,1,0,"5",1950,0,"hold",3049,NA
"10950","2005","08","26","Friday",0,"SO",18,0,"P",1,500,434,4,1,9,0.0920733018,0,8,0,57.3671875,1,1,"3",0,1,"hold",2939,NA
"10951","2005","08","26","Friday",1,"SG",18,0,"P",1,750,186,19,1,10,0,0,15,0,63.609375,1,1,"3",0,1,"hold",2964,NA
"10952","2005","08","26","Friday",0,"SL",18,0,"P",1,50,496,22,1,11,0,0,2,0,31.80078125,1,0,"5",1434,0,"hold",2893,NA
"10953","2005","08","26","Friday",0,"SM",19,1,"P",1,650,0,3,1,12,0.4164427482,0,12,2,91.140625,2,0,"3",0,1,"hold",2890,NA
"10954","2005","08","26","Friday",0,"SC",18,0,"P",1,50,0,2,1,14,0.5032826606,0,9,0,63.09375,1,0,"3",0,1,"hold",3008,NA
"10955","2005","08","26","Friday",0,"SC",18,0,"P",1,250,0,32,1,15,0,16,3,2,64.078125,1,2,"3",0,1,"hold",3041,NA
"10956","2005","08","26","Friday",1,"SC",19,0,"P",1,2300,1271,65,1,15,0.0266074257,1,13,0,84.34375,1,1,"3",0,1,"hold",3061,NA
"10957","2005","08","26","Friday",1,"SO",19,0,"P",1,150,529,20,1,16,0,0,7,1,70.578125,1,2,"3",0,1,"hold",-2924,NA
"10958","2005","08","26","Friday",0,"SA",20,0,"P",2,350,0,5,2,16,0.1148532748,0,9,2,54.421875,1,2,"3",0,1,"hold",-3060,NA
"10959","2005","08","26","Friday",0,"SB",21,2,"P",1,1200,2789,29,2,15,0.3520037029,15,21,4,73.109375,1,4,"3",0,1,"hold",-3162,NA
"10960","2005","08","26","Friday",0,"SC",19,0,"P",1,150,0,2,3,16,0.2093402133,166,10,0,76.0625,1,3,"3",0,3,"hold",3103,NA
"10961","2005","08","26","Friday",0,"SF",18,0,"P",1,700,0,14,1,15,0,0,13,0,65.171875,1,1,"5",0,0,"hold",-3119,NA
"10962","2005","08","26","Friday",0,"SF",18,0,"P",1,350,0,57,1,17,0.0575210938,0,21,1,54.953125,1,1,"3",0,1,"hold",-3029,NA
"10963","2005","08","26","Friday",0,"SB",18,0,"P",1,2600,931,9,1,14,0,25,13,0,84.453125,1,0,"5",0,0,"hold",3039,NA
"10964","2005","08","26","Friday",0,"SO",18,0,"R",3,750,1706,21,1,22,0.0064574908,0,16,0,83.03125,1,2,"3",0,1,"hold",-3136,NA
"10965","2005","08","26","Friday",1,"SO",17,0,"P",1,200,0,6,1,23,0.2371714627,1,18,0,59.8125,1,0,"5",0,0,"hold",3145,NA
"10966","2005","08","26","Friday",0,"SA",19,0,"P",2,150,1488,12,2,22,0.0321201591,20,24,1,67.65625,1,1,"5",0,0,"hold",2966,NA
"10967","2005","08","26","Friday",1,"SH",18,0,"P",1,950,0,1,1,24,0.2392425248,35,10,0,59.9375,1,1,"3",0,1,"hold",3090,NA
"10968","2005","08","26","Friday",0,"SE",19,0,"P",1,1900,93,32,1,25,0,0,12,2,69.625,1,1,"3",0,1,"hold",-3105,NA
"10969","2005","08","26","Friday",0,"SM",18,0,"P",1,300,187,44,1,27,0.1405583047,1,20,0,67.875,1,1,"3",0,1,"hold",-3072,NA
"10970","2005","08","26","Friday",0,"SO",19,0,"P",1,250,0,2,1,29,0,1,0,0,80.28125,2,1,"3",0,1,"hold",-3030,NA
"10971","2005","08","26","Friday",0,"SA",23,0,"P",1,500,1,35,1,30,0.0074974605,1,25,5,73.59375,1,1,"3",0,1,"hold",3064,NA
"10972","2005","08","26","Friday",160,"SO",20,0,"P",1,200,0,3,5,31,0.0091510474,75,10,0,72.8125,1,1,"3",223,3,"hold",-3026,NA
"10973","2005","08","26","Friday",0,"SB",23,0,"P",1,950,0,14,1,32,0,0,17,7,63.625,1,0,"5",712,0,"hold",2914,NA
"10974","2005","08","26","Friday",0,"SO",18,0,"P",1,1450,341,15,1,32,0.3404289642,14,18,0,89.765625,1,2,"3",0,1,"hold",2947,NA
"10975","2005","08","26","Friday",0,"SM",18,0,"P",1,50,0,8,1,35,0,0,15,0,66.265625,1,0,"3",0,1,"hold",3122,NA
"10976","2005","08","26","Friday",0,"SC",19,1,"P",1,200,0,12,1,34,0.1485666139,0,23,1,80.78125,1,2,"3",75,1,"hold",-3011,NA
"10977","2005","08","26","Friday",0,"SO",18,0,"P",1,50,311,33,1,35,0,0,11,0,61.640625,1,2,"5",404,0,"hold",2922,NA
"10978","2005","08","26","Friday",0,"SO",21,0,"P",1,100,0,11,1,38,0.0091869958,101,21,2,67.28125,1,2,"3",0,1,"hold",-3172,NA
"10979","2005","08","26","Friday",0,"SO",19,0,"P",1,4100,217,25,1,41,0,1,8,0,66.390625,2,0,"5",0,0,"hold",-2935,NA
"10980","2005","08","26","Friday",1,"SM",18,0,"P",1,1250,0,5,2,44,0,43,13,12,58.9921875,1,2,"5",0,0,"hold",2970,NA
"10981","2005","08","26","Friday",0,"SM",18,0,"P",1,250,0,60,1,46,0.1096718712,0,26,0,77.984375,1,1,"3",0,1,"hold",2973,NA
"10982","2005","08","26","Friday",0,"SO",23,0,"P",1,400,124,9,1,49,0.215947337,44,14,5,62.0078125,2,1,"2",0,1,"hold",-3127,NA
"10983","2005","08","26","Friday",0,"SA",18,0,"P",1,1300,94,4,1,58,0,0,7,0,77.234375,1,1,"3",0,1,"hold",2915,NA
"10984","2005","08","26","Friday",0,"SM",18,0,"P",1,300,0,2,1,60,0.1225807115,26,6,0,66.359375,1,1,"3",0,1,"hold",-3003,NA
"10985","2005","08","26","Friday",0,"SB",18,0,"P",1,950,1827,11,2,62,0,0,11,0,77.734375,1,0,"5",712,0,"hold",-2952,NA
"10986","2005","08","26","Friday",0,"SA",18,0,"P",1,150,0,18,1,65,0.3699881993,0,26,0,64.0625,1,1,"5",1803,0,"hold",2896,NA
"10987","2005","08","26","Friday",0,"SA",18,0,"P",1,1650,125,70,1,97,0.3009123588,0,22,0,57.734375,1,4,"5",74,0,"hold",2996,NA
"10988","2005","08","26","Friday",0,"SC",18,0,"P",1,400,2014,30,1,105,0.0289325046,297,16,0,67.59375,1,0,"3",0,1,"hold",3079,NA
"10989","2005","08","27","Saturday",0,"SO",18,0,"P",1,150,0,26,1,26,0.0202517239,0,17,0,45.1484375,1,1,"5",1152,0,"hold",3347,NA
"10990","2005","08","27","Saturday",420,"SA",19,0,"P",2,150,0,9,1,13,0.1218293088,0,11,1,49.6484375,1,3,"3",0,1,"hold",3353,NA
"10991","2005","08","27","Saturday",0,"SB",20,0,"P",1,500,125,8,1,7,0,375,4,2,41.9765625,2,0,"5",0,0,"hold",3356,NA
"10992","2005","08","27","Saturday",1,"SA",18,0,"P",1,850,31,2,1,6,0,0,26,2,58.8046875,1,1,"3",0,1,"hold",3332,NA
"10993","2005","08","27","Saturday",0,"SE",18,0,"P",1,300,0,6,1,13,0.0942511961,55,2,0,72.484375,1,2,"2",393,0,"hold",3268,NA
"10994","2005","08","27","Saturday",0,"SM",23,5,"P",1,2350,309,6,1,17,0,54,2,1,61.4765625,1,4,"3",696,1,"hold",3327,NA
"10995","2005","08","27","Saturday",0,"SB",19,0,"P",9,100,0,66,1,30,0.0224318001,0,23,1,69.875,2,0,"3",0,1,"hold",3273,NA
"10996","2005","08","27","Saturday",1,"SH",18,0,"H",2,5500,93,11,1,36,0.1174745709,21,10,0,64.28125,1,0,"5",0,0,"hold",3359,NA
"10997","2005","08","27","Saturday",660,"SB",19,0,"P",1,3900,0,15,4,41,0.1805735235,90,12,2,48.015625,1,0,"2",45,4,"hold",3323,NA
