"GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"1",2,"SC",20,1.19,"R",1.02,589.5,26.88,1.13,29.7,9.46,1.13,12.11,397.68,0,56.38854296875,1.04,0,21.6899999999993,"4",2.37
"0",460,"SL",19,1.05,"P",2,2400,2,1,106.27,27,0,12,1737,0.1832185411,55.6953125,3,1,709,"3",0
"0",1,"SO",18,1,"H",1.98333333333333,850,28,1,203.99,9.89,1,24.82,774.41,0.4089025175,77.84375,1,1,727,"3",0.49
"1",1640,"SM",28,2.78,"P",1.29,3200,14,1.94,1,18,10,105,1458,0.0368353912,77.765625,1.07,0,597.3,"5",3
"1",700,"SG",21,2.18,"H",1,3705,5,1.7,0,4,3.18,55,1218.26,0,34.5390625,1,0,1090.55,"5",1
"1",1,"SO",19,2,"P",1.14,560.4375,16,1,25,6,3,23,207.04,0.1153069269,84.234375,1.19666666666667,1,0,"3",2.34
"1",1,"SN",19,0,"P",1.26,750,14,3,23.62,14,1,15,225.331666666667,0.143916483,49.2421875,1,2,0,"3",0.685
"1",0,"SO",16,0.52,"P",1.03,179,13.54,1.01,34.9,9.16,0.221666666666666,5,126.895333333333,0.0976011143,35.5234375,1.08,0,3.07999999999925,"5",2.38
"1",0,"SB",21,2,"P",1.15,976.5,25.23,1.5,17.94,7,4,1,422.03,0.0839047246,46.84375,1,0,484.3,"5",2
"1",120,"SB",22,2.12,"R",2,732.25,3,1,1,6.52666666666667,1.73333333333333,1,291.316,0,42.7109375,1.52,1,0,"3",1.92
"1",1,"SB",21,1.655,"P",1.15,671.666666666667,9,1,0,12.59,2.42333333333333,26.0666666666667,192.99,0.0115810233,79.015625,1,1,0,"3",3
"0",0,"SD",21,2,"P",1,150,2,2.0125,135.55,13,5,85,479.01,0.192693409,44.7578125,1.29,0,123.5,"5",2.27333333333333
"0",0,"SN",20,1,"P",1.08,648,49,1,42.58,4,3,15,446.07,0.2201854042,33.8984375,1.04,1,0,"3",2.72
"1",2,"SL",20,1,"P",1.11,724,22,2,0,16,3,34,205.62,0.1849275706,77.25,1,2,0,"3",1.02
"1",120,"SB",18,0.5,"P",1,150,2,1.15,21.08,10,1,13,101.73,0.1293248571,49.515625,2,0,12.8099999999999,"5",0
"1",0,"SF",21,1,"P",1.26,700,15,1,36.38,21,3,2,443.89,0.7732241657,48.8984375,2,0,132.225,"2",1
"1",0,"SO",18,0.64,"P",1.37,460.625,20.82,1.18,78.27,7.45,0.279999999999999,15.85,409.28,0.0264705137,10.677734375,1.27,0,6.19999999999967,"5",1.68
"1",0,"SO",19,1.08,"R",1.04,410.25,14.75,1.05,10.83,11.7,1.29,12.57,137.362857142857,0.1586614647,55.2683203125,1.01,0,12.0299999999993,"5",2.09
"1",1,"SC",21,1.38,"P",1,549,18.49,1.25,17.08,11.14,2.32,13.49,175.16,0,56.4086328125,1.03,0,0.389999999999321,"4",2.36
"0",0,"SF",18,1,"P",2,650,5,1,26,8,0,12,156,0,58.015625,3,1,382,"3",1
"0",0,"SO",20,2,"P",2,1050,3,1,76.6236363636364,0,0,6,185,0,60.1389453125,2,1,0,"3",1
"1",0,"SO",21,1.31,"P",1.05,546.5,6,1.15,33.98,4,3,24,228.896666666667,0,59.84375,1.09,0,20.4999999999994,"5",2.84
"1",0,"SD",19,1,"P",1.14,750,7,1,15.4766666666667,2,1,16,0,0.1407970665,67.546875,2,1,0,"3",0
"1",1,"SN",35,1.73,"R",1.23,250,35,1,34.31,7.7,1,12.03,1,0,49.547578125,1.105,0,57.4199999999995,"3",1.95
"1",800,"SE",31,1.28,"R",3,1780,3,5,613,8.736,1,11.97,992.25,0.1106078932,50.265625,4,2,0,"2",0
"1",1160,"SE",26,2.39,"R",1.07,1851,12,1.42,0,8.44,2.83,15.78,821.36,0.0567215353,72.375,1.11,0,360.75,"5",2.47
"1",1,"SF",18,1,"R",1.05,324.5,23.7075,1.03,34.01,13.42,0.39,19.1,196.72,0,55.133828125,1.05,0,0.199999999999278,"5",2.39
"1",0,"SA",19,1,"R",1.04,297.7,22.82,1.06,31.39,9.1,1.05,13.44,190.068333333333,0,48.109375,1.03,0,5.44999999999929,"5",2.59
"1",760,"FT",20,1.62,"P",1.3,1011.2,19,2,15.77,9,2,25,421.28,0.5436422396,63.046875,1,1,0,"3",1
"1",1,"SB",23,4,"P",1.23,910.5,17,1,0,8,4,7,329.04,0.1204625708,44.7578125,1.06,1,0,"3",1.86
"1",2,"SC",20,1.26,"P",1.04,517.25,15.39,1.08,9.63,13.2,1.63,6,67.875,0.0459049669,62.3203125,1.06,0,6.05999999999926,"5",2.6
"1",160,"SO",21,1,"P",1.06,1013.5,8,1,0,5,5,4,321,0.0222072633,62.953125,1.08,1,0,"3",3
"1",0,"SO",18,0.57,"P",1.24,366.642857142857,21,1,41.67,8.11333333333333,0.229999999999999,17.5166666666667,160.942,0,16.98046875,2,1,0,"3",0
"1",0,"SB",23,1.78,"R",2,678.166666666667,6,1,0,9.48,1.3,15.85,287.532857142857,0.2592525706,62.15625,1,1,0,"3",2
"1",800,"SD",27,2.99,"R",1.18,650,9,1.39,1,8.5,1.98,11.775,310,0,27.8515625,1.11,0,44.3499999999996,"5",4
"0",0,"SC",20,1,"P",1.24,570.25,14.88,1.43,34.55,13.0833333333333,1.95,35,308.45,0,62.75,2,0,93.17,"5",2
"0",0,"SA",18,1,"P",1.1,259.642857142857,65,1,62.31,6.88,1,8,285.48,0.0868261564,50.4921875,1,1,0,"3",1
"0",0,"SO",19,1,"P",1.01,256.5,49,1,40.755,7.21333333333333,0.97,2,267.67,0.0898824229,44.1328125,1.09,1,0,"3",2.7975
"0",1200,"SO",19,1.12,"R",1.2,794,24.13,1.38,91.58,12.49,1.45,28.204,446.08,0.0469767099,77.171875,1.17,0,96.5599999999997,"5",1.79
"0",0,"SB",30,0.74,"R",1.11,924.5,21.31,1.57,53.22,6.78,3.53,10.29,832.43,0.2322383961,68.328125,1.12,0,46.5199999999997,"5",2.76
"0",200,"SO",18,0.7,"P",1.59,889.5,13,1,113.14,14,0.27,82,426.83,0,64.4375,1.295,1,0,"3",1.675
"1",160,"SO",18,0.66,"P",1.16,591,28,1,19.79,16,0.8,1,271.38,0.4236739054,69.15625,1.13,1,0,"3",1.86
"1",800,"SF",24,2.2825,"P",2,1167.5,3,1,0,11.94,4.5275,20.2766666666667,515.78,0,81.640625,2,1,414,"3",1
"0",0,"SB",19,1,"P",1,150,4,1.274,109.59,14,0,32,0,0.0199516542,37.125,1,0,101.786,"5",1
"0",160,"SE",18,0.83,"P",1.15,295.642857142857,22.19,1.06,43.1,8.9,0.119999999999999,19.36,253.513333333333,0,39.9765625,1,0,27.05,"5",0
"1",0,"SO",18,0,"P",1.6,631.5,26,1.3,126.58,4,0,19,539.23,0.9714097474,17.33203125,2,0,31.66,"5",0
"1",80,"FT",18,0.74,"P",1.25,1023,28.41,1.46,30.4666666666667,28,0,7,961.17,0,51.5390625,1,0,244.77,"5",0
"1",240,"SA",22,4,"P",1.25,958.5,27,2,11.2233333333333,8,4,36,360.64,0,42.1796875,1,2,0,"3",1.17
"1",360,"SO",23,1.36,"R",2,549.5,6,1,46,4.67333333333333,1.16,7.68,345.37,0.3208061485,33.5078125,2,1,0,"3",2
"1",440,"SK",27,1.42,"R",1.11,1168.5,20.61,1.25,17.31,5.45,0.95,7.5,809.48,0.5450315904,50.90625,1,0,140.4,"5",0
"1",1,"SO",32,1.21,"R",1.06,948,31.526,1.17,14.67,4.42,2.23,8.08,1189.95,0.2345001562,74.203125,1.03,0,5.22999999999955,"5",2.48
"1",0,"SO",23,1.19,"R",1.11,595.5,26.5833333333333,1.1,22.39,5.19,1.32,9.18,433.79,0,40.43615234375,1.02,0,18.4699999999994,"4",2.46
"0",0,"SO",19,1,"R",1.03,272,14,1,60.146,6.01,0,11.69,238.74,0,55.357099609375,1.09,1,0,"3",2.28
"0",560,"SC",23,1.02,"R",1,431.5,5,1,50.2616666666667,6.91,0.82,9.97,395.84,0.3089126432,42.6328125,1.26,1,0,"3",2.29
"0",0,"SO",34,1,"R",1.17,1069.5,28.5,1.45,54.29,3.43,0,8.34,1230.09,0.0382044107,59.359375,1.08,0,56.2999999999997,"5",2.2
"1",0,"SB",22,3,"P",1.35,500,12,1,20.52,4,3.68,3,0,0.3922097348,31.77734375,1,1,368,"3",1
"1",0,"SO",18,0.64,"P",1.04,184.892857142857,14.3974074074074,1.04,20.02,11.26,0,8.96333333333333,96.29,0.0472898873,53.65625,1,0,3.53999999999923,"5",0.27
"1",120,"SO",18,1.23,"R",2.15,524.5,8,1,90,7.33,0,13.88,356.826666666667,0.5125192646,52.7578125,4,1,0,"3",0
"0",800,"SB",23,0.91,"R",1.66333333333333,564.5,14,1,224.09,10.83,1.97,22.83,391.66,0.3962222058,75.15625,1,1,0,"3",0
"1",0,"SF",21,1.28,"R",1.03,544,25.14,1.09,24.97,8.98,1.39,12.39,325.24,0.1488230494,79.640625,1.1,0,10.2499999999993,"5",2.31
"1",660,"SN",23,1.99,"P",1.04,752,26,1.4,18.83,11.51,2.47,12.925,487.9325,0.2798682777,56.2421875,1.11,0,11.2499999999994,"5",2.38
"1",0,"SO",25,1.18,"R",1.05,997,19.09,1.15,12.28,5.06,1.81,6.48,483.48,0.0289895567,44.7890625,1.06,0,11.0099999999995,"5",2.66
"0",0,"SO",19,1,"P",1,650,2,1,1,12.54,3,19.1,31,0.1359536033,77.125,1.1,1,0,"3",2.88
"0",0,"SC",30,1,"R",1.09,1232.5,28.45,1.67,60.21,4.81,4.44,6.57,1190.8,0.4674003869,45.125,1.11,0,108.7,"5",2.43
"1",1200,"SO",20,1,"R",1.228,1503,17,2,0,28,2,21,493.96,0.165883359,60.40625,1.17,1,0,"3",1.81
"1",0,"SA",19,0.69,"P",1.02,239.666666666667,10.51,1.05,21.3166666666667,8,1,8,59.7175,0,69.015625,1,0,6.16999999999985,"5",0
"1",1000,"SA",30,1.82,"H",1,7350,3,8,0,10.23,3,18.11,5818.13,0.0645284771,65.640625,1,5,3324,"3",2
"0",0,"SO",20,1,"R",1.07,582,12,1,85,20,2,11,254.81,0,76.671875,1.16,1,0,"2",3.04
"0",0,"SA",20,1,"P",1,352.666666666667,5,1.18,59,16,1,6,237.43,0.1787607949,50.5234375,1.11,0,10.0299999999993,"5",2.81
"0",0,"SE",21,1,"R",1.35,639.5,9,2,57.7766666666667,10.5233333333333,1.51,24.36,383.33,0.067979207,71.328125,2,1,0,"3",1
"0",1500,"SO",21,1.03,"R",2,597,1,2,59.32,11.31,1.66,19.83,317.956666666667,0.1614222256,59.6875,2,2,0,"3",1
"1",0,"SC",24,1,"P",1.68,50,20,1,96.27,1,2,18,806.11,0.0258279928,47.8671875,3,1,0,"3",0
"1",0,"SC",21,0,"R",1.12,1450,33,1,21.84,4,2.36,3,635.465,0.2244418091,53.2734375,1.08,1,0,"3",2.01
"0",0,"SM",20,1,"R",1.15,536.5,18.03,1.11,78.4066666666667,6.2,1.29,11.1975,416.27,0,21.47265625,1,0,188.975,"5",1
"1",0,"SB",20,0,"P",1.35,821,52,1,27.53,10,0,82,406.09,0,40,1.13,1,0,"3",1.6
"1",1,"FT",18,0.65,"P",1.23,847.916666666667,32.695,1.38,28.16,17,0,37,388.8,0.0755788002,64.375,1,0,41.0759999999999,"5",0
"1",0,"SO",20,1.42,"P",1.205,1700,8,2,0,20,4,16,0,0,73.109375,1,1,74,"3",0
"1",160,"SN",21,1.58,"P",1.1,599.333333333333,15,1,11.81,6,2.49,4,224.66,0.0301720289,43.59375,1.05,1,0,"3",2.38
"1",0,"SL",23,2.18,"P",1.35,7500,6,1,25.61,27,5,23,1656.13,0,60.7734375,1,1,2282,"3",1.74
"1",1460,"SN",40,1,"H",1.57,6100,9,2,37,6.87,4,11.04,1521,0.0123481585,73.015625,1,1,0,"3",0
"1",0,"SO",15,1.03,"P",1.05,343.125,28.8925,1.18,22.1533333333333,15.03,1.07,20.83,169.875,0,55.3203125,1.03,0,5.7799999999993,"5",2.64
"1",2,"SB",20,1.51,"R",1.07,469.5,19.18,1.12,20.8,7.96,1.00916666666667,9.965,313.36,0,46.7737109375,1.1,0,12.4799999999993,"4",2.35
"1",100,"SO",24,3,"R",1.11,623,25.96,1.21,19.74,3.74,1.33,8.02,381.05,0.017955151,39,1.05,0,24.2299999999995,"5",2.53
"0",0,"SM",34,3,"R",1.2,1869,28.51,1.43,56.4766666666667,1,3.63,8.74,1269.94,0,39.957094726564,1,0,844.29,"5",0
"0",0,"SO",20,1.06,"R",1,357.5,21.56,1.01,52.93,7.87,1.09,7.76,325.27,0.0740645737,52.6640625,1.08,0,13.0099999999993,"5",2.61
"1",0,"SO",18,0.66,"P",1.07,176.625,13.2533333333333,1.02,29,4,0,19,106.06,0.1138570078,37.421875,1.05,0,-7.44933004170889e-13,"5",2.31
"1",100,"SO",17,0.61,"P",1.13,246,13.585,1.02,36.55,8.09,0.33,4,164.452857142857,0.3621933749,42.75,1.12,0,3.07999999999928,"5",2.23
"1",0,"SB",24,1.21333333333333,"R",1.29,1091,17.71,1.66,40.24,2.87,1.97,6.33,611.16,0.1463039592,25.6328125,2,0,51.86,"5",0
"0",1,"SC",23,3,"P",1.21,150,13,2,0,20,6,13,454.49,0.2731872266,69.859375,1,2,170,"3",1.73
"1",1,"SO",20,2,"P",1.18,1048,8,3,29.94,0,1,8,651.8,0,68.53125,1,3,0,"3",3
"1",300,"SO",25,2.27,"R",1.07,942.5,31.056,1.28,24.32,0,2.16,1,594.71,0.3461925332,36.569848632815,1.03,0,228.74,"5",2.31
"1",100,"SC",19,0.589,"P",1.06,306.75,26,1,21.6466666666667,14.4275,0,17.1866666666667,201.29,0.155501232,70.875,1.01,1,0,"3",1.98
"1",200,"SO",19,0.91,"P",1.01,261,14.2283333333333,1.1,24.8,10.4,0.88,12.32,158.205,0,54.9584375,1.05,0,8.78999999999925,"4",2.4
"1",0,"SL",21,5,"P",1.25,750,10,3,0,16,4,31,398.36,0.3245210936,48.796875,1,3,1441,"3",3
"1",0,"SF",18,0,"P",1.11,357.809523809524,7,1,23,18,2,43,106.551333333333,0.2330738404,51.4609375,1,1,0,"3",0
"1",0,"SC",18,0.64,"P",1,225.25,5,1,20.188,11,0,30,50.715,0,53.2734375,1.01,1,0,"3",1.86
"1",0,"SA",19,2,"P",1.03,209,9,1,21.91,6,0,3,74.54,0.0192173089,54.015625,1,1,0,"3",3
"1",2,"SA",18,0.89,"R",1.03,285,28.3,1.01,37.94,8.83,0.269999999999999,11.12,296.46,0.1305313772,52.1953125,1.05,0,4.04999999999929,"5",2.37
"1",0,"SN",20,1.04,"P",1,510.5,21.555,1.19,21.72,12.9466666666667,1.74,16.394,249.48,0,58.4069791666667,1.02,0,8.28333333333261,"4",2.32
"0",1,"SB",19,1,"P",1.1,524.916666666667,8,1.32,0,18,2,32,199.836666666667,0,75.359375,1,0,48.44,"5",2
"1",1,"SJ",19,3,"P",2,50,2,5,0,5,3.82333333333333,4,1820.98,0,72.1875,1,5,298,"3",1
"0",1,"SO",26,1.06,"R",1.06,619,27.16,1.13,49.895,6.33,1.88,10.56,533.54,0.0199547051,69.875,1.05,0,6.69999999999943,"5",2.6425
"0",0,"SO",27,1,"H",4,4300,3,3,69,10.03,3,19.3433333333333,1177,0.0274780571,79.3125,3,2,559,"3",0
"0",0,"SN",22,2,"R",1,825,4,2,55.25,11.2457142857143,0,17.78,459.52,0,68.171875,2,1,0,"3",0
"0",0,"SB",20,1,"P",1.1,200,7,1,0,8.914,3,13.025,194.884848484848,0.4736384768,54.265625,1.045,1,0,"3",3
"0",1,"SB",19,1,"R",1,314.5,3,1,50,7.53,1.065,11.65,296.49,0.494455439,55.90625,1,0,79.6414285714286,"2",2
"0",1,"SO",31,0.76,"R",1.24,1002.5,24.2,1.98,108.11,4.47,3.51,7.74,1075.48,0.880934611,30.2109375,1.12,0,57.9399999999998,"5",1.88
"1",0,"SO",18,0.79,"P",1.12,469.625,30.7733333333333,1.04,42.71,18,0.249999999999999,67,274.502,0.0068439577,80.109375,1.06,0,-7.84723397373455e-13,"5",2.3
"1",0,"SE",18,0.45,"P",1.13,500.642857142857,26.98,1.22,25.08,24,0,18,327.06,0.2173022423,65.59375,1,0,29.4999999999999,"5",0
"1",280,"SB",19,1,"R",1,460.45,1,1,14,10.21,1.04,13.88,142.5,0,21.55078125,1,1,0,"3",1
"1",0,"SO",20,1.62,"R",1.37,666.5,13.76,1.32,14.52,13.54,1.68,30.45,247.79,0.1445192923,75.3125,2,0,36.2399999999999,"5",1
"1",0,"SA",20,1.1,"P",1.01,677.625,19.0716666666667,1.12,9.2,15.0041666666667,3,17.844,148.46,0,63.6806640625,1.09,0,1.14999999999934,"5",2.2
"0",0,"SA",21,1,"P",1.04,330.5,15,1,56.998,18,1.96,17,205.12,0.0192381539,35.9296875,1.04,1,0,"3",2.39
"1",0,"SE",26,1,"P",1,12900,2,1,28.72,0,5.61,7,6634,0,82.390625,1,1,0,"3",0
"1",1,"SD",22,1,"P",1.225,2800,14,1,48,0,3,13.94,1827,0,85.75,1,1,185,"3",1.37
"1",0,"SA",18,2,"P",1.06,291.5,27,1,28.626,12.325,0,18.02,170.11,0.2105811648,65.53125,1.03,1,0,"3",3
"0",0,"SE",18,1,"P",2,566.416666666667,3,2,110.95,5,0,35,398.55,0.1392376604,55.9765625,1,2,0,"3",1
"1",0,"SO",18,0.55,"P",1.05,195.625,13.9371212121212,1.03,25.8,17,0.56,26,44.825,0,66.4375,1.06,0,0.0899999999992303,"5",2.53
"1",100,"SO",18,0.58,"P",1.1,250,7,1.07,24.78,19,1,13,31,0,47.9375,1.03,0,7.72999999999925,"5",3.005
"1",0,"SO",22,2.73,"P",1.21,2150,32,2,28.04,2,8.96,2,2298.87,0,69.546875,1,1,2519,"3",1.79
"1",2,"SC",22,1.42,"R",1.04,831,26.85,1.11,36.04,5.85,1.2,9.13,587.33,0,47.0325390625,1.03,0,45.9899999999995,"4",2.17
"0",0,"SF",19,1,"R",1.08,365.7,18.39,1.1,46.53,9.38,0.57,12.9,220.48,0,48.568265625,1.01,0,15.9799999999993,"5",1.74
"1",100,"SO",18,0.636666666666667,"P",1.09,162.333333333333,16.644,1.04,21.97,9,1,7,81.35,0.0295936098,71.21875,1.05,0,0.359999999999333,"5",2.19
"1",100,"SO",18,0.66,"P",1.11,345.5,17.5066666666667,1.21,25.58,10,2,5,96.51,0.0286653926,71.359375,1.01,0,1.08999999999936,"5",2.1
"1",360,"SO",38,1.71,"H",1,4650,3,2,19.86,8.62,2.83,14.9,4124,0,76.640625,1,2,1003,"3",1.57
"1",0,"SB",24,2,"R",1.19,100,33,1,24.94,8.68,0,12.76,354.08,0.1793800029,33.3515625,1.04,1,0,"3",2
"0",0,"SB",19,1,"P",1.47,1400,7,1,69.78,25,0,29,0,0,51.140625,1,1,393,"3",1
"0",1,"SO",19,1,"P",1,309.625,3,1,0,6.18533333333333,0,1,175.835,0.1223962943,47.1953125,1,1,0,"3",1
"1",200,"SE",18,0.79,"P",1.15,437,32.71,1.04,30.36,5,0.249999999999999,25,442.92,0.6540423799,34.265625,1.07,0,12.7499999999993,"5",2.25333333333333
"1",300,"SK",20,4,"P",1.26,752,28,1,13.56,2,2,24,358.83,0,56.3521126302093,1,1,0,"3",0
"1",0,"SE",22,1,"P",1,950,2,3,0,17,6,22,371.98,0,68.796875,1,2,0,"3",1.186
"1",1,"SO",18,0.67,"P",1.04,178,13.9333333333333,1.05,23.61,12,0,6,48.64,0.0341806401,67.734375,1.02,0,0.329999999999798,"5",2.320625
"1",30,"SB",21,2,"P",1.21,1278.5,18,3,16.79,8,0,3,423.99,0.0164501705,56.4296875,1,3,978,"3",2
"1",120,"SA",18,0.705,"P",1,212.4375,1,1.08,25.95,9.93,0.55,13.86,76.6295238095238,0.3822575258,57.5078125,1.07,0,1.34999999999927,"5",2.32
"1",600,"FT",22,1.64,"R",2.37,1092,16.68,2.5,114.91,6.9,3.08,11.92,1005.0825,0.0941198296,16.46875,4,0,232.61,"5",1
"0",400,"SO",18,0.81,"P",1.05,213.5,18.26,1.06,47.19,6.96,0,7,162.65,0,46.917734375,1.02,0,9.28999999999932,"5",2.11
"0",1160,"SD",44,1,"R",1.19,1525,23.66,1.58,105.355,4.41,2.85,5.74,986.65,0,42.98748046875,1.19,0,108.94,"4",1.93666666666667
"1",1,"SF",18,0.46,"P",1.03,242.125,17.34,1.04,26.62,8,0,34,137.77,0,57.109375,1.02,0,2.16999999999931,"5",2.15
"1",0,"SB",24,1.97,"P",1.36666666666667,1473.25,47,3,45,23,8,32,632.22,0.0034665213,75.96875,1,2,0,"3",0.78
"1",0,"SA",18,0.61,"P",1.02,152.5,15.9774074074074,1.04,29.57,9,0,9,114.043333333333,0,74.09375,1.02,0,4.40999999999923,"5",2.19
"1",0,"SA",20,0,"P",1.04,280.5,23,1,36.2566666666667,0,0,3,282.47,0.1653354466,55.453125,1.09,1,0,"3",2.33
"1",100,"SB",18,1.29,"R",1.17,560,20.11,1.15,26.65,4.61,0.61,9.45,302.35,0.2786921449,34.921875,1,0,87.98,"5",1
"1",500,"SF",21,1.14,"R",1.04,585.333333333333,23.38,1.11,19.59,8.13,1,13.14,352.55,0.1020115921,67.53125,1.06,0,12.9399999999993,"5",2.35
"0",400,"FT",22,4,"P",1.25,881,25,1,71.45,6.22,2.79,9,453.27,0,58.072236328125,2,1,0,"3",1
"0",1,"SO",18,1,"P",1.02,313.041666666667,9,1.07,23.85,10.29,2,16.59,143.82,0,62.939609375,1,0,2.40999999999927,"5",3
"1",500,"SO",18,1.03,"P",1.1,1051,21.98,1.19,17.83,5,6,4,538.15,0,70.140625,1.06,0,36.5299999999996,"5",2.35
"1",500,"SE",22,1.97,"R",1.12,791,22.13,1.12,20.78,8.68,1.26,10.36,521.6,0,46.06162109375,1.08,0,40.4999999999995,"4",2.04
"1",0,"SB",20,1,"P",1.11,585,10,1,0,13,2,33,122.484,0,56.53125,1.03,1,0,"3",4
"1",0,"SA",18,0.49,"P",1.03,174.333333333333,15.6324074074074,1.04,30.59,9,0,8,114.933333333333,0,71.640625,1.02,0,4.40999999999923,"5",2.22
"1",0,"SF",20,4,"P",1.32,350,23,1,23.11,12,0,45,0,0,46.0546875,1.06,1,0,"3",1.65
"1",0,"SO",18,0.59,"P",1.02,184.5,13.48,1.11,41.32,0,0,4,166.59,0,15.333984375,1.06,0,9.45999999999941,"5",2.27
"1",0,"SM",45,1.19,"R",1.17,1724.5,31.99,1.43,27.19,2.58,3.08,7.39,1205.75,0.0784290449,15.90625,1.14,0,173.49,"5",2.15
"1",0,"SO",20,1.59,"R",1.04,364.5,24.2,1,30.52,9.62,1.05,9.79,293.023333333333,0.0718881038,50.984375,1.08,0,7.41999999999929,"5",2.72
"0",1,"SE",18,1.25,"R",1.1,520,23.94,1.15,41.74,5.14,0.8,9.3,441.88,0,44.447666015625,1.06,0,43.1749999999994,"4",2.08
"1",400,"SO",27,1.23,"P",1.07,1196.5,21.605,1.37,11.06,14.03,6,8,725.09,0.0063498978,38.2890625,1.07,0,40.7099999999996,"5",2.5
"1",480,"SO",22,1.9,"P",1.09,1000,8,1,3.99,13,5,11,230.24,0,73.1875,1.00666666666667,1,0,"3",3
"1",1,"SM",18,0,"P",1.28,6350,22,1.39,25.81,6,10,5,869,0,39.6796875,1.11,0,224.54,"5",1.72
"1",300,"SC",18,0.61,"P",1,295.6,6,1,35.24,3,1,3,183.78,0,19.140625,1,1,0,"3",0
"1",1,"SA",23,2.6,"R",1.15,1800,17,2,9.64,8.95,2.22,17.13,419.7,0.0875382975,65.921875,1,2,1937,"3",1.27
"1",0,"SE",20,4,"R",1.13,796.5,21.99,1.22,17.37,7.11,1.47,10.13,505.93,0,44.97072265625,1.06,0,123.27,"4",1.96
"0",0,"SC",20,1,"P",1.27,408.5,16,2,30,6,1,15,403.48,0.0669545997,17.6953125,1,2,17,"3",0
"0",600,"SO",19,1.54,"P",3,1500,2,1,89.93,8.67,1.7,1,551.2,0.129539161,60.1015625,2,1,689,"3",1
"1",0,"SB",19,0.52,"P",1,250,4,1.25,30.44,10,0,63,128.14,0.0377530727,43.390625,2,0,19.3499999999998,"5",1
"1",1,"SO",19,1,"P",1.19,150,10,3,19.4,14,3,24,156,0.0412458878,62.5234375,1,1,412,"3",1.48
"1",120,"SO",18,0.516666666666667,"P",1,250,2,1,15.93,16,0.211428571428571,16,47.99,0,43.140625,1,1,0,"3",0.974615384615385
"1",500,"SO",18,0.89,"P",1.07,259.47619047619,10.93,1.05,18.38,12,0,9,108.63,0.0305884307,37.078125,1,0,22.9699999999999,"5",0
"1",900,"SO",25,2.09,"H",1.29,6450,13,3,0,14,7,6,3348,0.0785125222,82.6875,1,2,769,"3",1.43
"1",940,"SC",19,1,"P",1,350,2,2,0,12.41,0,17.96,360.93,0.4614624325,38.515625,1,2,513,"3",3
"1",1,"SO",23,3,"R",1.3,1250,25,1,0,8.29,2.02,12.88,342,0.1225558701,42.1484375,2,1,920,"3",0
"1",300,"SB",18,1.01,"P",1.105,527.375,27.11,1.18,18.465,24,1.41166666666667,27,275,0,61.78125,1.03,0,17.5999999999993,"5",2.2
"1",0,"SN",31,1.13,"R",2,1345.5,4,1,70.91,3.23,1.45,6.04,788.2,0.0412847096,39.5703125,1.74,0,55.4699999999998,"5",1.55
"0",0,"SM",19,1,"P",1.43333333333333,750,9,2,95,17,1.54,39,124,0.0719291898,82.25,1,2,561,"3",0
"0",0,"SM",20,1,"P",1.28,584.75,23,1.09,30,0,0,8,425.22,0,56.42134765625,1,0,40.21,"5",1
"0",1,"SE",33,1,"R",1,950,3,2,206,3.86,2.25,8.52,1132.56,0.3011143133,45.7890625,1,2,872,"3",1
"0",0,"SD",35,1,"R",1,1696,3,1.89,105,3.63,2.99,6.65,1185.33,0.4258315582,48.3828125,1.25,0,22.7199999999997,"5",2.19
"1",1,"SB",18,1,"P",1.15,513.5,95,2,30.15,7,0,36,299.32,0,84.90625,1.05,1,0,"3",1.89
"1",980,"SB",33,1.15,"H",1.21,200,7,3,0,6.21,2,7.6,1192.14,0.1972854594,46.9921875,1,3,0,"3",2
"1",0,"SB",27,0.93,"R",1.12,1023.5,28.74,1.22,28.295,7.48,2.78,11.03,626.1,0.3211689303,71.21875,1.06,0,23.7499999999996,"5",2.32
"0",0,"SD",20,1,"P",1.19,607.5,17,1,44.59,12,3,11,516.61,0.2478911723,55.3359375,1,1,0,"3",0
"0",500,"SO",25,1.35,"R",1.09,871,27.85,1.31,79.23,4.22,2.52,6.95,657.87,0,37.07150390625,1.05,0,14.1699999999996,"5",2.92
"1",1,"SO",18,0.97,"P",1.14,448.125,29.4566666666667,1.1,31.72,28,0.73,15,460.01,0.135329281,41.6484375,1.07,0,3.90999999999928,"5",2.84
"1",0,"SO",18,0.408571428571429,"P",1.07,405,58,1,31.8266666666667,19,0,7,317.23,0.0347998125,53.2265625,1.01,1,0,"3",1.84
"1",600,"SO",21,2.06,"R",1.1,625.5,20.72,1.19,19.11,6.93,1.41,5,295.61,0.2346413094,37.8359375,1.06,0,29.4399999999995,"5",2.6
"0",900,"SO",32,1,"R",2.09,831,7,4,200,5.05,1,8.92,796.49,0.4186900603,36.296875,3,3,0,"3",1
"0",160,"SO",20,3,"P",1.31,1286,18,3,45.42,12,1,8,392.01,0.1087163622,72.1875,1,3,1289,"3",2
"0",1,"SE",20,1,"R",1.02,346.5,19,1.13,43.61,7.39,0.96,9.55,356.59,0.0925119121,44.109375,1.08,0,22.5699999999993,"5",2.42
