"","Year","Month","Day","wday","GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","app_id","id"
"10991","2005","08","27","Saturday",NA,0,"SB",20,0,"P",1,1350,1,3,2,8,0,0,2,0,41.9765625,2,2,"5",0,0,3356,"hold"
"10992","2005","08","27","Saturday",NA,1,"SA",18,0,"P",1,200,434,2,1,6,0,0,18,0,58.8046875,1,1,"3",0,1,3332,"hold"
"10993","2005","08","27","Saturday",NA,0,"SE",18,0,"P",1,600,0,6,1,13,0.0942511961,55,2,0,72.484375,1,1,"2",0,0,3268,"hold"
"10994","2005","08","27","Saturday",NA,0,"SM",23,5,"P",1,2350,309,6,1,17,0,54,2,1,61.4765625,1,4,"3",696,1,3327,"hold"
"10995","2005","08","27","Saturday",NA,0,"SB",19,0,"P",1,250,433,66,1,30,0.0224318001,0,23,1,69.875,1,0,"3",0,1,3273,"hold"
"10996","2005","08","27","Saturday",NA,1,"SH",18,0,"H",1,550,1177,8,1,36,0.1174745709,45,10,0,64.28125,1,2,"5",0,0,3359,"hold"
"10997","2005","08","27","Saturday",NA,660,"SB",19,0,"P",1,200,0,15,4,41,0.1805735235,90,12,2,48.015625,1,0,"2",45,4,3323,"hold"
"10998","2005","08","27","Saturday",NA,1,"SO",18,0,"P",1,750,930,2,2,57,0,19,22,0,46.8125,1,2,"3",0,1,3240,"hold"
"10999","2005","08","27","Saturday",NA,0,"SM",19,0,"P",1,350,2512,47,1,34,0,0,14,0,62.5703125,1,2,"4",0,0,3191,"hold"
"11000","2005","08","27","Saturday",NA,300,"SH",21,2,"P",2,250,403,4,1,36,0.0656025994,35,17,1,60.265625,3,2,"5",0,0,3206,"hold"
"11001","2005","08","27","Saturday",NA,1,"SH",18,0,"P",1,350,155,10,1,7,0.0390464601,50,24,0,29.28515625,1,1,"5",0,0,-3276,"hold"
"11002","2005","08","27","Saturday",NA,0,"SO",22,0,"R",1,150,93,9,1,5,0,0,2,3,61.3984375,1,1,"5",0,0,3333,"hold"
"11003","2005","08","27","Saturday",NA,0,"SK",23,1,"R",1,950,310,18,2,7,0.0384053165,41,3,0,75.921875,1,1,"5",0,0,3375,"hold"
"11004","2005","08","27","Saturday",NA,0,"SL",30,0,"R",1,300,186,8,3,9,0.0994079255,0,16,3,26.4921875,1,3,"5",0,0,3416,"hold"
"11005","2005","08","27","Saturday",NA,0,"SH",22,0,"R",1,1050,1085,5,1,2,0,45,2,2,48.2109375,2,2,"3",0,1,3246,"hold"
"11006","2005","08","27","Saturday",NA,0,"SM",23,0,"R",1,700,681,13,1,17,0,0,3,2,50.5703125,1,2,"3",0,1,3255,"hold"
"11007","2005","08","27","Saturday",NA,10,"SM",18,0,"P",1,1200,1,56,1,33,0.0328312102,26,5,0,70.671875,1,2,"3",0,1,3306,"hold"
"11008","2005","08","27","Saturday",NA,0,"SB",21,1,"P",1,1200,250,10,2,30,0.1616962906,136,11,9,53.65625,1,4,"3",63,2,-3227,"hold"
"11009","2005","08","27","Saturday",NA,0,"SN",28,0,"R",1,1200,807,12,3,8,0.1377145364,41,12,2,56.765625,2,0,"3",0,1,-3248,"hold"
"11010","2005","08","27","Saturday",NA,0,"SL",38,1,"H",2,700,92,4,4,7,0.340683097,50,16,0,77.609375,3,1,"3",0,1,-3397,"hold"
"11011","2005","08","27","Saturday",NA,0,"SC",18,0,"R",1,400,496,9,1,13,0.0994686719,180,2,0,61.8984375,1,2,"3",0,1,3192,"hold"
"11012","2005","08","27","Saturday",NA,0,"SA",20,0,"P",1,4000,1922,14,1,1,0.3420198262,46,17,2,31.37109375,1,2,"2",0,1,-3330,"hold"
"11013","2005","08","27","Saturday",NA,0,"SO",18,0,"P",1,100,279,14,1,2,0,0,3,0,16.38671875,1,4,"5",0,0,3299,"hold"
"11014","2005","08","27","Saturday",NA,0,"SC",19,0,"P",1,100,0,2,1,2,0,75,6,1,55.3046875,2,1,"3",0,1,-3289,"hold"
"11015","2005","08","27","Saturday",NA,0,"SD",18,0,"P",1,1150,278,24,1,1,0.1014576205,40,27,0,51.71875,1,0,"3",0,1,3278,"hold"
"11016","2005","08","27","Saturday",NA,0,"SO",19,0,"P",1,850,248,5,1,2,0,0,0,0,64.078125,1,2,"5",0,0,-3407,"hold"
"11017","2005","08","27","Saturday",NA,0,"SH",22,0,"P",1,1450,837,19,3,2,0,45,5,2,73.53125,1,1,"3",0,3,3277,"hold"
"11018","2005","08","27","Saturday",NA,900,"SL",18,0,"P",1,250,681,35,1,3,0.0607940736,90,12,1,51.1875,1,2,"5",0,0,-3355,"hold"
"11019","2005","08","27","Saturday",NA,0,"SM",22,0,"P",1,200,249,4,1,3,0,0,18,0,81.765625,1,0,"5",0,0,-3183,"hold"
"11020","2005","08","27","Saturday",NA,0,"SO",19,0,"P",1,250,1,8,2,4,0.3051623339,167,7,1,52.0625,1,4,"3",0,1,3316,"hold"
"11021","2005","08","27","Saturday",NA,0,"SF",18,0,"P",1,1500,1362,19,1,4,0.1086386328,50,3,0,16.27734375,1,1,"5",0,0,3225,"hold"
"11022","2005","08","27","Saturday",NA,0,"SA",26,0,"P",1,200,218,2,3,4,0.1206151121,126,19,3,67.65625,2,1,"1",0,0,-3221,"hold"
"11023","2005","08","27","Saturday",NA,0,"SC",19,0,"P",1,200,0,14,1,4,0.0634337629,1,10,0,46.0625,1,0,"5",0,0,3343,"hold"
"11024","2005","08","27","Saturday",NA,0,"SF",18,0,"P",2,1450,1146,4,1,5,0.1746774893,1,19,2,91.015625,1,2,"3",0,1,3210,"hold"
"11025","2005","08","27","Saturday",NA,1300,"SF",24,0,"P",1,1200,929,34,4,7,0.0026414077,50,11,7,80.296875,1,1,"3",0,1,3233,"hold"
"11026","2005","08","27","Saturday",NA,0,"SH",18,0,"P",1,200,62,20,1,7,0,1,15,0,70.828125,1,1,"3",0,1,3223,"hold"
"11027","2005","08","27","Saturday",NA,0,"SD",18,0,"P",1,250,741,10,2,7,0,0,6,0,52.5546875,2,2,"5",0,0,-3372,"hold"
"11028","2005","08","27","Saturday",NA,0,"SO",18,0,"P",1,1750,31,7,1,8,0,0,17,0,47.171875,1,2,"3",0,1,3344,"hold"
"11029","2005","08","27","Saturday",NA,0,"SC",19,0,"P",1,250,217,16,1,8,0,0,17,0,67.453125,1,1,"3",0,1,3379,"hold"
"11030","2005","08","27","Saturday",NA,0,"SO",18,0,"P",1,200,186,17,1,9,0,0,7,0,83.703125,1,1,"5",0,0,-3292,"hold"
"11031","2005","08","27","Saturday",NA,0,"SM",18,0,"P",1,1050,308,24,1,10,0.4701990299,0,2,0,39.796875,1,0,"5",0,0,-3394,"hold"
"11032","2005","08","27","Saturday",NA,0,"SM",18,0,"P",1,1000,1,19,1,11,0,34,14,0,52.8203125,1,0,"5",0,0,-3301,"hold"
"11033","2005","08","27","Saturday",NA,0,"SH",54,0,"H",7,3550,776,2,2,12,0.3948023105,71,19,26,31.45703125,1,1,"1",0,1,-3236,"hold"
"11034","2005","08","27","Saturday",NA,0,"SO",17,0,"P",1,950,310,8,1,11,0,0,15,1,79.234375,1,1,"5",101,0,3198,"hold"
"11035","2005","08","27","Saturday",NA,1,"SH",19,0,"P",1,200,1,17,1,12,0.0157184931,0,2,2,95.25,1,0,"3",0,1,-3348,"hold"
"11036","2005","08","27","Saturday",NA,2,"SF",18,0,"P",1,150,341,43,1,10,0.0960218827,30,12,0,68.796875,1,0,"5",101,0,3199,"hold"
"11037","2005","08","27","Saturday",NA,0,"SC",18,0,"P",1,650,0,25,1,13,0.0428710469,0,19,2,83.71875,1,2,"3",0,1,3322,"hold"
"11038","2005","08","27","Saturday",NA,0,"SM",19,0,"P",1,3900,526,10,1,13,0.1020036316,29,7,2,51.8125,1,1,"5",0,0,3231,"hold"
"11039","2005","08","27","Saturday",NA,0,"SF",18,0,"P",1,950,0,8,1,15,0.0534599033,46,14,0,64.90625,1,0,"5",0,0,3337,"hold"
"11040","2005","08","27","Saturday",NA,0,"SO",18,0,"P",1,50,403,1,1,16,0.0928382413,0,18,0,76.3125,1,1,"3",0,1,3300,"hold"
"11041","2005","08","27","Saturday",NA,0,"SN",48,0,"H",1,1900,250,2,2,14,0.0455535147,62,3,21,58.7109375,1,1,"3",1195,1,-3251,"hold"
"11042","2005","08","27","Saturday",NA,0,"SO",26,0,"P",1,3300,92,7,2,15,0,0,20,7,70.171875,1,3,"3",0,1,3314,"hold"
"11043","2005","08","27","Saturday",NA,0,"SL",18,0,"P",1,500,154,13,1,15,0.1783243362,26,12,0,79.609375,1,2,"5",0,0,3391,"hold"
"11044","2005","08","27","Saturday",NA,0,"SH",18,0,"P",1,3900,1612,3,1,15,0.274524902,0,1,0,78.15625,2,2,"3",0,1,3274,"hold"
"11045","2005","08","27","Saturday",NA,0,"SO",19,1,"P",1,200,247,4,2,16,0,1,7,2,51.3359375,1,2,"3",0,1,-3200,"hold"
"11046","2005","08","27","Saturday",NA,0,"SO",17,0,"P",1,500,1,1,4,18,0,40,12,0,85.25,1,2,"5",0,0,3310,"hold"
"11047","2005","08","27","Saturday",NA,0,"SC",19,2,"P",1,100,0,74,2,19,0,0,3,1,83.15625,1,1,"3",379,1,3197,"hold"
"11048","2005","08","27","Saturday",NA,0,"SO",18,0,"P",1,50,403,1,3,19,0,75,2,0,59.90625,1,4,"5",0,0,3226,"hold"
"11049","2005","08","27","Saturday",NA,0,"SA",18,0,"P",1,950,0,1,1,19,0.0226657831,0,27,0,59.53125,1,1,"3",0,1,-3373,"hold"
"11050","2005","08","27","Saturday",NA,0,"SC",18,0,"P",1,200,61,12,2,20,0.0407379693,255,6,0,85.453125,1,2,"3",0,1,3307,"hold"
"11051","2005","08","27","Saturday",NA,200,"SB",19,1,"P",1,600,0,12,2,22,0.273951848,194,5,1,47.8046875,1,4,"3",782,2,3188,"hold"
"11052","2005","08","27","Saturday",NA,0,"SB",18,0,"P",1,700,713,2,2,21,0,20,19,0,61.8046875,1,2,"3",0,1,-3176,"hold"
"11053","2005","08","27","Saturday",NA,160,"SO",19,0,"P",1,400,0,14,2,25,0.1005779149,40,13,2,69.5625,1,2,"3",741,2,3211,"hold"
"11054","2005","08","27","Saturday",NA,0,"SO",18,0,"P",3,400,495,9,1,24,0,0,11,0,81.53125,3,3,"5",0,0,3384,"hold"
"11055","2005","08","27","Saturday",NA,0,"SA",17,0,"P",1,200,0,13,2,27,0.1223677059,0,11,0,54.65625,1,0,"5",0,0,3362,"hold"
"11056","2005","08","27","Saturday",NA,0,"SF",18,0,"P",1,1100,496,67,1,28,0.5519097485,0,17,0,65.578125,1,0,"3",0,1,-3349,"hold"
"11057","2005","08","27","Saturday",NA,0,"SA",18,0,"P",1,1350,930,19,1,28,0.1281466126,35,12,0,65.203125,1,1,"5",0,0,3180,"hold"
"11058","2005","08","27","Saturday",NA,1,"SC",18,0,"P",1,400,309,20,1,33,0.024833736,265,18,0,74.671875,1,1,"5",0,0,3266,"hold"
"11059","2005","08","27","Saturday",NA,1,"SO",18,0,"P",2,1200,401,2,1,40,0,1,6,0,66.828125,1,1,"3",0,1,3187,"hold"
"11060","2005","08","27","Saturday",NA,0,"SH",17,0,"P",1,100,155,2,1,48,0,35,10,0,86.71875,1,1,"5",0,0,3309,"hold"
"11061","2005","08","27","Saturday",NA,1,"SB",18,0,"P",4,300,0,2,2,49,0,126,20,0,71.484375,4,0,"3",0,1,3388,"hold"
"11062","2005","08","27","Saturday",NA,0,"SF",19,0,"P",1,150,620,39,2,61,0,104,17,3,75.609375,1,2,"5",0,0,3404,"hold"
"11063","2005","08","27","Saturday",NA,0,"SO",18,0,"P",1,2150,590,7,1,86,0,0,20,1,73.703125,1,2,"5",0,0,3393,"hold"
"11064","2005","08","31","Wednesday",NA,0,"SO",18,0,"R",1,950,123,3,1,3,0.2870813636,0,0,0,62.2421875,1,1,"5",0,0,3593,"hold"
"11065","2005","08","31","Wednesday",NA,0,"SD",18,0,"P",2,1550,0,7,1,43,0.0366607214,0,28,26,72.90625,3,0,"5",0,0,3710,"hold"
"11066","2005","08","31","Wednesday",NA,1,"SD",18,0,"P",1,950,1951,7,1,2,0.1651829449,25,4,0,59.6484375,1,0,"5",0,0,3841,"hold"
"11067","2005","08","31","Wednesday",NA,1,"SF",18,0,"P",1,1150,2014,2,1,11,0.0909736645,0,2,0,75.65625,1,0,"5",0,0,3433,"hold"
"11068","2005","08","31","Wednesday",NA,1,"SB",18,0,"P",1,100,1146,23,1,13,0.3045713371,1,3,0,75.953125,1,0,"5",0,0,3800,"hold"
"11069","2005","08","31","Wednesday",NA,1200,"SC",46,0,"R",1,7500,3967,6,2,8,0.0126927384,0,2,28,62.515625,2,1,"5",0,0,3857,"hold"
"11070","2005","08","31","Wednesday",NA,520,"SH",25,0,"R",2,250,124,6,1,9,0,0,7,0,32.078125,2,3,"5",0,0,3627,"hold"
"11071","2005","08","31","Wednesday",NA,1,"SO",20,0,"P",1,200,526,19,2,17,0.4633859741,41,16,0,70.78125,1,1,"5",0,0,3832,"hold"
"11072","2005","08","31","Wednesday",NA,1,"SC",19,0,"P",1,400,0,1,1,1,0.232786525,0,2,0,49.53125,2,1,"3",0,1,3638,"hold"
"11073","2005","08","31","Wednesday",NA,1,"SA",19,0,"P",1,50,124,14,1,4,0.6317946017,1,4,0,46.5390625,1,1,"3",0,1,3611,"hold"
"11074","2005","08","31","Wednesday",NA,0,"SO",19,0,"P",1,350,0,38,1,3,0.1118646606,64,6,0,49.9453125,2,0,"3",0,1,3435,"hold"
"11075","2005","08","31","Wednesday",NA,0,"SF",29,0,"R",3,450,465,3,2,4,0.2810752671,130,0,0,44.4453125,3,0,"3",114,2,3549,"hold"
"11076","2005","08","31","Wednesday",NA,1,"SO",19,0,"P",1,450,1551,14,1,1,0.4101495128,30,10,1,22.61328125,1,0,"3",416,1,3487,"hold"
"11077","2005","08","31","Wednesday",NA,0,"SL",18,0,"P",1,300,433,2,1,1,0.4779825183,0,15,0,58.75,1,1,"5",0,0,3682,"hold"
"11078","2005","08","31","Wednesday",NA,1100,"SO",18,0,"P",1,2000,186,1,1,3,0.0606671466,0,11,1,38.15625,2,0,"3",0,1,3716,"hold"
"11079","2005","08","31","Wednesday",NA,0,"SH",20,0,"P",1,250,31,9,2,2,0.2675416889,30,7,2,66,1,0,"3",0,1,3858,"hold"
"11080","2005","08","31","Wednesday",NA,1,"SO",20,0,"P",1,50,1333,39,1,4,0.3339402461,20,4,1,55.3203125,1,0,"3",0,1,3771,"hold"
"11081","2005","08","31","Wednesday",NA,0,"SH",19,0,"P",1,1750,1768,42,1,4,0.1040011034,0,6,1,56.1171875,1,1,"5",0,0,3666,"hold"
"11082","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,10800,3658,24,1,6,0.6820922717,0,0,0,60.921875,1,1,"3",0,1,3670,"hold"
"11083","2005","08","31","Wednesday",NA,0,"SB",19,0,"P",1,600,250,4,2,5,0,0,11,0,43.5,1,3,"3",96,2,3742,"hold"
"11084","2005","08","31","Wednesday",NA,0,"SB",20,0,"P",1,850,0,4,1,6,0.1297342023,0,2,2,62.9921875,1,0,"5",0,0,3447,"hold"
"11085","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,2850,0,32,1,6,0.1027131379,24,6,0,66.421875,1,0,"3",0,1,3856,"hold"
"11086","2005","08","31","Wednesday",NA,0,"SB",23,2,"P",1,500,281,1,1,5,0.0840122274,0,2,0,53.046875,2,0,"3",22,1,3623,"hold"
"11087","2005","08","31","Wednesday",NA,0,"SA",22,4,"P",1,300,372,14,1,21,0.0522320321,0,14,3,50.609375,2,0,"3",0,1,3526,"hold"
"11088","2005","08","31","Wednesday",NA,0,"SM",18,0,"P",1,150,0,3,1,26,0,95,24,2,50.8046875,1,0,"5",0,0,3436,"hold"
"11089","2005","08","31","Wednesday",NA,0,"SM",18,0,"P",1,100,155,24,1,38,0.1095385326,29,6,0,76.71875,1,0,"3",0,1,3835,"hold"
"11090","2005","08","31","Wednesday",NA,0,"SB",18,0,"P",1,250,496,15,1,40,0.1271190415,0,1,0,78.734375,1,1,"3",0,1,3722,"hold"
"11091","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,850,372,24,1,62,0.0157789642,1,16,0,89.640625,2,0,"3",0,1,3595,"hold"
"11092","2005","08","31","Wednesday",NA,0,"SG",18,0,"P",1,20200,14135,13,2,25,0,0,13,8,13.072265625,1,1,"5",0,0,-3567,"hold"
"11093","2005","08","31","Wednesday",NA,0,"SK",18,0,"P",2,950,1674,8,1,2,0.2814628566,19,0,0,46.8671875,1,1,"5",101,0,3630,"hold"
"11094","2005","08","31","Wednesday",NA,0,"SA",17,0,"R",1,1000,372,13,1,40,0.150611918,0,17,1,57.0546875,2,0,"5",0,0,-3689,"hold"
"11095","2005","08","31","Wednesday",NA,0,"SO",19,0,"P",1,750,62,39,1,11,0.2618470294,41,0,0,30.01171875,1,0,"5",0,0,-3727,"hold"
"11096","2005","08","31","Wednesday",NA,0,"SD",19,0,"P",1,400,466,22,1,2,0.6717993505,0,1,0,15,2,1,"5",0,0,3750,"hold"
"11097","2005","08","31","Wednesday",NA,0,"SA",20,0,"P",2,200,2294,10,1,4,0,0,0,5,54.59375,1,2,"4",0,0,-3825,"hold"
"11098","2005","08","31","Wednesday",NA,0,"SO",20,0,"H",1,1900,1644,3,1,1,0.2963516088,0,3,0,57.5,1,0,"5",0,0,-3505,"hold"
"11099","2005","08","31","Wednesday",NA,0,"SK",18,0,"P",2,1350,1828,1,1,4,0.0906173601,0,0,0,50.6015625,1,0,"5",0,0,3836,"hold"
"11100","2005","08","31","Wednesday",NA,600,"SE",24,0,"R",1,1650,2079,19,1,2,0.2930973954,186,3,0,21.703125,2,0,"5",0,0,-3500,"hold"
"11101","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,150,0,4,1,2,0.1168075346,29,0,0,73.203125,1,2,"5",0,0,3763,"hold"
"11102","2005","08","31","Wednesday",NA,0,"SL",22,1,"R",1,900,371,12,2,3,0.1643603584,111,4,2,23.43359375,1,1,"5",0,0,-3756,"hold"
"11103","2005","08","31","Wednesday",NA,0,"SO",27,0,"R",1,200,125,38,1,21,0.282952263,86,9,0,54.046875,2,0,"5",101,0,-3861,"hold"
"11104","2005","08","31","Wednesday",NA,0,"SB",25,0,"R",3,250,248,3,1,5,0.0055700293,0,25,0,42.5859375,3,0,"3",0,1,-3590,"hold"
"11105","2005","08","31","Wednesday",NA,0,"SM",27,0,"P",1,100,618,6,1,11,0.0884548954,1,16,0,61.65625,2,0,"3",0,1,-3432,"hold"
"11106","2005","08","31","Wednesday",NA,0,"SB",22,1,"R",1,1450,246,7,1,3,0.3478235891,35,6,1,53.7890625,2,0,"3",0,1,-3848,"hold"
"11107","2005","08","31","Wednesday",NA,580,"SO",20,0,"P",1,4050,0,10,1,3,0.1005228595,0,5,1,48.609375,1,0,"3",671,1,-3740,"hold"
"11108","2005","08","31","Wednesday",NA,1,"SG",22,0,"P",1,200,186,11,2,13,0.6697126515,35,0,5,37.0703125,1,0,"5",0,0,-3480,"hold"
"11109","2005","08","31","Wednesday",NA,0,"SC",26,2,"P",1,4500,1332,12,2,20,1.1083254889,0,0,0,24.640625,2,1,"3",1956,2,-3826,"hold"
"11110","2005","08","31","Wednesday",NA,1580,"SD",26,0,"H",1,1050,1055,15,2,1,0.0215683094,66,0,1,73.53125,1,0,"3",147,2,-3456,"hold"
"11111","2005","08","31","Wednesday",NA,1,"SH",34,0,"R",1,50,2635,10,3,7,0.1926561543,1,0,1,74.765625,2,0,"1",80,2,-3571,"hold"
"11112","2005","08","31","Wednesday",NA,0,"SO",20,0,"P",1,1900,403,8,5,8,0.2608056515,19,2,0,52.65625,1,3,"3",93,4,-3853,"hold"
"11113","2005","08","31","Wednesday",NA,0,"SD",19,0,"P",1,50,559,4,1,9,0.0997452226,0,11,0,31.59375,1,2,"5",101,0,3575,"hold"
"11114","2005","08","31","Wednesday",NA,1,"SO",17,1,"P",1,1500,0,42,1,3,0,51,0,0,54.828125,1,0,"5",0,0,-3503,"hold"
"11115","2005","08","31","Wednesday",NA,0,"SB",23,0,"R",1,1200,464,5,5,5,0.2335562883,0,1,0,36.9296875,1,2,"1",0,1,-3842,"hold"
"11116","2005","08","31","Wednesday",NA,0,"SO",19,0,"P",1,250,0,18,1,2,0.0271964737,1,22,1,90.34375,1,0,"3",0,1,-3467,"hold"
"11117","2005","08","31","Wednesday",NA,0,"SA",19,0,"P",1,5850,6449,32,1,2,0.0662096043,1,11,2,53.6484375,2,0,"3",0,1,3851,"hold"
"11118","2005","08","31","Wednesday",NA,0,"SN",44,0,"R",1,21400,589,39,1,1,0,85,3,2,50.1171875,1,1,"3",317,1,3715,"hold"
"11119","2005","08","31","Wednesday",NA,0,"SA",18,0,"P",1,50,745,99,1,2,0.0981548096,0,3,0,76.5625,1,0,"5",0,0,3674,"hold"
"11120","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,250,217,17,1,2,0,0,15,0,59.015625,1,0,"5",0,0,-3517,"hold"
"11121","2005","08","31","Wednesday",NA,1,"SL",18,0,"P",1,500,154,6,1,2,0,1,3,2,45.1875,1,0,"3",0,1,-3761,"hold"
"11122","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,200,2573,19,1,2,0.5714559425,715,0,0,46.8125,1,0,"1",0,0,-3488,"hold"
"11123","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,950,372,18,1,3,0.21781589,1,15,0,61.671875,1,0,"5",0,0,3559,"hold"
"11124","2005","08","31","Wednesday",NA,0,"SA",19,0,"P",1,500,1,2,1,2,0.0034004588,45,0,0,57.015625,1,0,"3",0,1,3454,"hold"
"11125","2005","08","31","Wednesday",NA,0,"SN",18,0,"P",1,1300,0,25,1,2,0.521165086,46,7,1,31.55859375,1,0,"3",0,1,3759,"hold"
"11126","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,300,1,3,2,4,0.354797069,0,0,0,80.15625,1,1,"3",0,1,-3717,"hold"
"11127","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,100,0,34,2,3,0.3191512711,0,1,0,66.375,1,4,"3",0,1,3625,"hold"
"11128","2005","08","31","Wednesday",NA,980,"SO",24,6,"R",1,100,61,33,1,3,0,39,24,5,72.4375,1,0,"5",568,0,3766,"hold"
"11129","2005","08","31","Wednesday",NA,0,"SH",18,0,"P",1,500,403,14,1,3,0.0542533441,40,21,0,57.953125,1,1,"3",0,1,3578,"hold"
"11130","2005","08","31","Wednesday",NA,0,"SH",19,0,"P",1,750,1,43,1,3,0.265541438,0,19,1,69.59375,1,0,"3",0,1,-3649,"hold"
"11131","2005","08","31","Wednesday",NA,0,"SB",18,0,"P",1,250,0,2,1,4,0,39,11,0,66.828125,1,0,"3",0,1,3606,"hold"
"11132","2005","08","31","Wednesday",NA,1,"SL",19,0,"P",2,500,618,10,1,6,0.0391182385,21,4,1,54.9453125,1,0,"3",0,1,-3774,"hold"
"11133","2005","08","31","Wednesday",NA,0,"SA",19,0,"P",1,500,218,14,1,5,0,34,0,0,59.328125,1,1,"3",0,1,3624,"hold"
"11134","2005","08","31","Wednesday",NA,0,"SK",18,0,"P",1,1350,1024,21,1,4,0,35,23,0,40.6328125,2,0,"3",0,1,3457,"hold"
"11135","2005","08","31","Wednesday",NA,0,"SH",18,0,"P",1,500,31,30,1,6,0.0245245148,0,7,0,73.78125,1,0,"5",0,0,-3556,"hold"
"11136","2005","08","31","Wednesday",NA,0,"SC",20,0,"P",1,1650,31,11,2,7,0.1741135265,0,21,1,63.0234375,1,4,"5",0,0,3794,"hold"
"11137","2005","08","31","Wednesday",NA,0,"SA",19,0,"P",1,1300,0,2,1,7,0,0,7,0,67.21875,1,0,"3",815,1,-3564,"hold"
"11138","2005","08","31","Wednesday",NA,1,"SF",20,0,"P",1,500,124,11,1,7,0.4340977538,41,2,1,71.828125,1,0,"3",0,1,3558,"hold"
"11139","2005","08","31","Wednesday",NA,0,"SH",20,0,"P",1,50,123,13,1,7,0.216053634,0,4,4,73.75,1,1,"3",0,1,3648,"hold"
"11140","2005","08","31","Wednesday",NA,0,"SF",18,0,"P",1,750,247,18,3,6,0.2486590669,0,16,0,63.75,1,0,"3",0,3,-3796,"hold"
"11141","2005","08","31","Wednesday",NA,100,"SO",18,2,"R",1,1300,0,15,2,7,0.0276683577,0,3,0,56.71875,1,0,"5",0,0,3754,"hold"
"11142","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,500,188,22,1,6,0.0385318156,0,7,0,60.5625,1,1,"5",0,0,-3703,"hold"
"11143","2005","08","31","Wednesday",NA,0,"SH",20,0,"P",1,1050,1239,16,1,7,0,0,17,1,54.1328125,1,0,"5",0,0,-3499,"hold"
"11144","2005","08","31","Wednesday",NA,0,"SO",20,0,"P",1,50,403,2,1,7,0.0672400005,0,1,3,68.40625,2,0,"3",0,1,3477,"hold"
"11145","2005","08","31","Wednesday",NA,0,"SD",18,0,"P",1,700,31,6,1,6,0.091552245,0,2,0,77.484375,2,1,"3",0,1,-3843,"hold"
"11146","2005","08","31","Wednesday",NA,0,"SH",18,0,"P",1,150,155,20,1,7,0.3101836126,25,21,0,39.6953125,1,0,"5",0,0,3437,"hold"
"11147","2005","08","31","Wednesday",NA,0,"SD",20,0,"P",1,50,310,39,1,8,0.0621980507,0,9,1,47.796875,1,0,"3",0,1,3523,"hold"
"11148","2005","08","31","Wednesday",NA,0,"SB",18,0,"P",1,500,217,56,1,8,0,1,7,0,90.453125,1,0,"3",0,1,3702,"hold"
"11149","2005","08","31","Wednesday",NA,0,"SM",19,0,"P",1,150,1,14,1,9,0,1,15,1,56.71875,1,0,"5",0,0,-3504,"hold"
"11150","2005","08","31","Wednesday",NA,0,"SB",21,0,"P",1,150,62,25,1,8,0,110,25,3,76.671875,1,0,"3",0,1,3421,"hold"
"11151","2005","08","31","Wednesday",NA,1,"SC",19,0,"P",1,1500,247,15,3,10,0,1,11,1,70.5625,1,0,"3",662,3,-3518,"hold"
"11152","2005","08","31","Wednesday",NA,0,"SF",18,0,"P",1,350,0,47,2,10,0.0219733168,0,11,1,91.875,1,0,"5",0,0,-3537,"hold"
"11153","2005","08","31","Wednesday",NA,1,"SO",22,1,"P",1,50,0,32,1,9,0.002658233,0,19,6,69.046875,1,0,"3",0,1,3696,"hold"
"11154","2005","08","31","Wednesday",NA,0,"SL",17,0,"P",1,500,277,10,2,10,0,1,20,0,58.7578125,2,0,"5",101,0,3700,"hold"
"11155","2005","08","31","Wednesday",NA,1,"SD",18,0,"P",1,350,776,22,1,11,0,0,16,0,62.0546875,2,0,"3",0,1,3581,"hold"
"11156","2005","08","31","Wednesday",NA,0,"SA",19,0,"P",1,100,250,9,1,11,0.0052734306,0,6,3,60.40625,1,3,"3",0,1,-3662,"hold"
"11157","2005","08","31","Wednesday",NA,0,"SF",18,0,"P",1,700,63,13,1,11,0.1170388379,90,2,0,48.5703125,2,1,"3",0,1,3809,"hold"
"11158","2005","08","31","Wednesday",NA,0,"SO",24,1,"P",1,600,0,25,1,13,0.0182388162,64,1,2,71.5625,1,0,"3",0,1,-3496,"hold"
"11159","2005","08","31","Wednesday",NA,0,"SM",18,0,"P",1,1300,247,59,1,13,0,0,4,0,90.546875,2,0,"3",0,1,-3554,"hold"
"11160","2005","08","31","Wednesday",NA,1,"SM",19,0,"P",1,1400,187,10,2,13,0,0,19,2,68.546875,1,1,"3",0,1,-3762,"hold"
"11161","2005","08","31","Wednesday",NA,1,"SB",18,0,"P",1,500,961,31,1,13,0.2350556389,0,6,0,2.23046875,1,0,"5",101,0,3431,"hold"
