"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","GOOD","id","app_id","na_prop"
"12573","2005","09","21","Wednesday",0,"SO",18,0,"P",1.21,1874.5,827.57,28.28,1.41,19.47,0.1540337061,42.36,18.33,9,71.1875,1.03,2.27,"5",103.94,0,NA,"dm",-13960,0.0666666666666667
"12574","2005","09","21","Wednesday",1,"SE",18,2,"P",1.54,1390.5,602,26.29,2.13,1,0.0107391477,98.145,6.73,0,79.03125,1.05,1.88,"5",181.879999999999,0,NA,"dm",-13990,0.466666666666667
"12575","2005","09","21","Wednesday",0,"SO",20,2,"P",1.15,1200,464,21,1,2,0.1987581486,1,13.38,2.38,50.9765625,1,0,"3",654,1,NA,"dm",-13985,0.2
"12576","2005","09","21","Wednesday",0,"SA",22,1,"P",1.58,995.5,424.42,27,1,3,0,162.82,0,2,8.392578125,1.12,2.07,"5",86.5399999999994,0,NA,"dm",-13971,0.466666666666667
"12577","2005","09","21","Wednesday",0,"SO",47,1,"R",1.7,50,980.78,12,4,3,0.5980936065,1,1,2,48.1953125,2,2,"3",0,2,NA,"dm",-13989,0.466666666666667
"12578","2005","09","21","Wednesday",0,"SC",19,0,"P",1.15,592.833333333333,370.5,22.88,1.03,7,0,27.14,26,1.02,80.609375,1.04,2.09,"5",28.2299999999993,0,NA,"dm",-13983,0.433333333333333
"12579","2005","09","21","Wednesday",0,"SO",18,1,"P",1.08,464.833333333333,334.93,32,1,8,0,24.3933333333333,15,0.38,60.2265625,1.06,2.35,"3",0,1,NA,"dm",-13964,0.433333333333333
"12580","2005","09","21","Wednesday",0,"SF",27,1,"P",1.12,987,614.16,33,1,8,0.1554351365,61.69,8,2.86,54.53125,1.06,2.25,"5",15.6799999999993,0,NA,"dm",-13966,0.1
"12581","2005","09","21","Wednesday",0,"SE",19,1,"P",1.25,743.5,318.56,6,2,8,0,25,13.88,1,59.921875,1,1.24,"3",0,2,NA,"dm",-13962,0.1
"12582","2005","09","21","Wednesday",1,"SB",22,1,"R",1.27,1350,0,28,1.31,8,0.0217016932,49,3,2,50.8984375,1.06,2.02,"5",196.929999999999,0,NA,"dm",-13975,0.366666666666667
"12583","2005","09","21","Wednesday",0,"SO",21,1,"P",1.11,663.75,298.52,20,1,10,0,0,16,3,67.3125,1.04,2.63,"3",0,1,NA,"dm",-13956,0.2
"12584","2005","09","21","Wednesday",0,"SA",18,1,"P",1.05,360.333333333333,276.8,24.564,1.02,11,0.023437287,52.11,18,0,79.984375,1.01,1.95,"5",-1.19371179607697e-12,0,NA,"dm",-14008,0.166666666666667
"12585","2005","09","21","Wednesday",0,"SC",18,1,"P",1.07,381.333333333333,228.67,9,1,12,0,32.9433333333333,11,0,68.515625,1,0,"3",0,1,NA,"dm",-13992,0.0666666666666667
"12586","2005","09","21","Wednesday",0,"SO",18,1,"P",1.09,358.833333333333,125.91,17.9833333333333,1.02,14,0,28.7033333333333,19,0,68.125,1.01,2.27,"5",0.0799999999988063,0,NA,"dm",-14013,0.233333333333333
"12587","2005","09","21","Wednesday",0,"SO",16,1,"P",1.09,371.833333333333,314,26.49,1.01,14,0,50.0833333333333,14.72,0.04,45.5078125,1.02,2.38,"5",-1.19456444735988e-12,0,NA,"dm",-14004,0.3
"12588","2005","09","21","Wednesday",0,"SB",18,0,"P",1.03,453.333333333333,271.25,20.41,1.055,14,0,27.28,18,0,78.578125,1,0,"5",19.26,0,NA,"dm",-14011,0.133333333333333
"12589","2005","09","21","Wednesday",1,"SD",18,1,"P",1,580,215.24,2,1,15,0,0,24,0,64.640625,1,1,"3",0,1,NA,"dm",-13999,0.233333333333333
"12590","2005","09","21","Wednesday",1,"SO",19,1,"P",1.03,439.833333333333,186.02,13,1,18,0.0239476123,30,17,2,79.90625,1,1.29,"3",0,1,NA,"dm",-14012,0.266666666666667
"12591","2005","09","21","Wednesday",0,"SM",18,0,"P",1.07,1131,440.93,24,1,17,0,55.95,4,0,94.5625,1,1,"3",0,1,NA,"dm",-13994,0.4
"12592","2005","09","21","Wednesday",1,"SO",24,1,"P",1.28,1169.5,820.74,42,1.59,18,0.1528904107,54.42,27,6,54.484375,1,2,"5",172.58,0,NA,"dm",-14018,0.4
"12593","2005","09","21","Wednesday",0,"SM",18,1,"P",1.04,416.833333333333,371.6,25.1333333333333,1.12,18,0.2612580145,41.8533333333333,10,0.18,51.5390625,1.04,2.33,"5",5.75999999999907,0,NA,"dm",-14017,0.266666666666667
"12594","2005","09","21","Wednesday",0,"SM",19,0,"P",1.08,486.333333333333,354.8325,51,1,21,0,47.6,9,2,68.328125,1.05,2.34,"3",0,1,NA,"dm",-14034,0.366666666666667
"12595","2005","09","21","Wednesday",0,"SA",19,1,"P",1.1,484.333333333333,259.88,28.275,1.04,24,0,35.1233333333333,24,1,61.609375,1.03,2.05,"5",0.0799999999988052,0,NA,"dm",-14033,0.2
"12596","2005","09","21","Wednesday",0,"SB",18,0,"P",1.09,449.833333333333,307.16,22.69,1.11,27,0.0404591841,42.585,21,2,37.40625,1.06,2.54,"5",14.8399999999988,0,NA,"dm",-14025,0.333333333333333
"12597","2005","09","21","Wednesday",200,"SK",19,2,"P",1.19,1400,1456,8,1,29,0,53.25,10,0,60.4375,1,1,"3",0,1,NA,"dm",-14023,0.433333333333333
"12598","2005","09","21","Wednesday",1,"SB",19,2,"R",2,1300,868,2,4,28,0.0502567875,1,1,1,72.453125,3,0,"3",853,4,NA,"dm",-14035,0.3
"12599","2005","09","21","Wednesday",0,"SC",20,1,"P",1.14,565,339.29,22.72,1.08,29,0,32.3433333333333,7,1.24,63.9453125,1.02,2.07,"5",14.529999999999,0,NA,"dm",-14016,0.133333333333333
"12600","2005","09","21","Wednesday",0,"SB",17,1,"R",1.16,497,297.82,16,1,32,0,33.75,26,0,54.2265625,1.04,2.39,"3",0,1,NA,"dm",-14031,0.0666666666666667
"12601","2005","09","21","Wednesday",1,"SH",18,1,"P",1.39,815,442.84,21.6,1.45,34,0.4412320843,136.4,27,0,28.8046875,1.13,1.98,"5",130.639999999999,0,NA,"dm",-14024,0.0666666666666667
"12602","2005","09","21","Wednesday",960,"SO",24,1.4896,"P",1.19,993,413.606666666667,6,1,43,0.0242632273,0,26,4,25.6640625,1.02,2.93,"3",0,1,NA,"dm",-14027,0.4
"12603","2005","09","21","Wednesday",0,"SM",19,1,"P",1,423.5,239.826666666667,2,1,46,0.0916090843,46.35,12,0,52.265625,1.04,2.62,"3",0,1,NA,"dm",-14039,0.166666666666667
"12604","2005","09","21","Wednesday",1,"SO",19,2,"P",1.06,485.333333333333,274.72,22.42,1.1,49,0,32.155,17,2,78.046875,1,1,"5",76.53,0,NA,"dm",-14066,0.333333333333333
"12605","2005","09","21","Wednesday",1,"SA",19,1,"P",2,350,63,2,1,75,0.0758981379,127.58,15,0,62.203125,1.22,2.29,"3",0,1,NA,"dm",-14064,0.233333333333333
"12606","2005","09","22","Thursday",0,"SO",22,1,"R",1.15,544,471.176666666667,21.04,1.39,11.63,0.0424043192,47.99,4.61,1.23,28.2890625,1.12,2.31,"5",26.8299999999989,0,NA,"dm",-14048,0.166666666666667
"12607","2005","09","22","Thursday",2,"SO",20,1.14,"R",1.06,452.5,406.77,26.53,1.18,10.78,0,39.07,6.65,1.11,48.9524023438,1.09,2.23,"4",21.5899999999989,0,NA,"dm",-14075,0.166666666666667
"12608","2005","09","22","Thursday",1,"SO",31,1.04,"R",1.24,831.5,825.13,23.85,1.53,6.08,0,50.35,4.75,1.95,46.49534179693,1.07,2.11,"4",125.439999999999,0,NA,"dm",-14071,0.2
"12609","2005","09","22","Thursday",0,"SO",34,2,"R",1,100,424.69,2,1,10.93,0.0570199005,350,5.66,1.7,21.1015625,1,1,"3",109,1,NA,"dm",-14090,0.266666666666667
"12610","2005","09","22","Thursday",0,"SA",18,1,"P",1,50,62,6,1,17.02,0.0431179969,57.2633333333333,10.3,0.81,33.9296875,2,0,"3",0,1,NA,"dm",-14059,0.366666666666667
"12611","2005","09","22","Thursday",0,"SF",19,0,"P",1.05,409.5,460.68,44,1,16.6,0.1572893946,36.3733333333333,8.08,0.98,55.3046875,1,0.86,"3",31,1,NA,"dm",-14067,0.4
"12612","2005","09","22","Thursday",1,"SE",18,1,"P",1.08,500,392.36,55,1,19.48,0.0330675443,28.16,11.61,2,59.953125,1.02,2.2,"3",0,1,NA,"dm",-14060,0.333333333333333
"12613","2005","09","22","Thursday",0,"SO",19,1,"P",1.02,311.5,305.58,28.59,1.04,12.75,0,29.4283333333333,8.49,0.68,63.828125,1,1.17,"5",23.25,0,NA,"dm",-14057,0.433333333333333
"12614","2005","09","22","Thursday",0,"SC",20,1,"P",1.3,1114.5,654.98,15,2,3,0.43552534,205,6,6,39.3671875,1,1.2,"3",82,1,NA,"dm",-14061,0.4
"12615","2005","09","22","Thursday",0,"SO",20,2,"P",1.07,425,233.08,13.78,1.15,5,0,20.53,11,1.68,38.15625,1.02,2.8,"5",41.1999999999991,0,NA,"dm",-14047,0.5
"12616","2005","09","22","Thursday",0,"SE",22,1,"P",1.34,949.5,800.79,29.26,1.59,11,0.0899665379,31.3,15,5,65.5625,1,0,"5",161.45,0,NA,"dm",-14091,0.433333333333333
"12617","2005","09","22","Thursday",1,"SO",19,1,"P",1.16,150,250.98,10,2,13,0.0369962807,0,3,2,66,1,2.18,"3",170,2,NA,"dm",-14069,0.466666666666667
"12618","2005","09","22","Thursday",1,"SC",18,1,"P",1.06,335,366.41,24,1.03,29,0.0836250607,38.1433333333333,20,0.11,54.4609375,1.03,2,"5",-1.01891828307998e-12,0,NA,"dm",-14085,0.333333333333333
"12619","2005","09","22","Thursday",0,"SL",18,1,"P",1.04,340,270.881666666667,27.94,1.04,16.62,0,37.14,9.87,0.14,52.5234375,1.05,2.43,"5",5.199999999999,0,NA,"dm",-14056,0.466666666666667
"12620","2005","09","22","Thursday",1,"SO",19,0.96,"R",1.06,348,345.27,26.87,1.16,11.56,0,43.41,6.42,1.04,48.809921875,1.11,2.41,"4",7.70999999999885,0,NA,"dm",-14084,0.0666666666666667
"12621","2005","09","22","Thursday",0,"FT",19,0.98,"R",1.28,657.333333333333,447.79,23.57,1.5,10.38,0,65.69,5.66,1.29,47.47214843755,1.11,1.86,"4",17.7899999999991,0,NA,"dm",-14054,0.166666666666667
"12622","2005","09","22","Thursday",0,"SO",20,1,"R",1.06,409,429.77,23.66,1.26,12.87,0,52.45,6.37,1.26,49.13708984375,1.15,2.32,"4",31.8419999999993,0,NA,"dm",-14072,0.233333333333333
"12623","2005","09","22","Thursday",0,"SO",22,1.18,"R",1.22,484,524.31,19.22,1.38,9.09,0.3367067315,74.14,3.94,1.35,31.16796875,1.14,2.17,"5",33.5149999999991,0,NA,"dm",-14049,0.233333333333333
"12624","2005","09","22","Thursday",0,"SO",22,1.16,"R",1.24,533,516.23,20.19,1.47,11.29,0,52.4,4.92,1.3,39.6490234375,1.11,2.21,"4",39.739999999999,0,NA,"dm",-14058,0.0666666666666667
"12625","2005","09","22","Thursday",1,"SG",23,1,"P",1.12,673,629.226666666667,28.46,1.47,19.36,0,44.73,11.25,2.38,65.6975585938,1.065,2.37,"4",75.1099999999991,0,NA,"dm",-14077,0.466666666666667
"12626","2005","09","22","Thursday",1,"SA",23,2,"R",1.14,549,571.446666666667,24.65,1.45,10.09,0.4140129928,35.46,4.74,0.91,42.15625,1.07,2.24,"5",64.4699999999992,0,NA,"dm",-14050,0.166666666666667
"12627","2005","09","22","Thursday",380,"SA",21,1.32,"R",1.06,445.5,474.2,25.89,1.16,13.37,0.1150520022,25.25,7.18,0.86,54.0078125,1.04,2.33,"5",20.949999999999,0,NA,"dm",-14076,0.233333333333333
"12628","2005","09","22","Thursday",1,"SB",21,1.21,"R",1.19,486,454.33,17.93,1.43,13.86,0.1244556666,114.88,6.09,1.51,9.6015625,1.21,2.41,"5",44.769999999999,0,NA,"dm",-14062,0.1
"12629","2005","09","22","Thursday",0,"FT",18,0.97,"R",1.36,675.833333333333,529.05,24.41,1.47,9.35,0,103.75,6.01,0.89,20.703125,1.16,1.86,"5",28.0899999999991,0,NA,"dm",-14063,0.333333333333333
"12630","2005","09","22","Thursday",0,"SA",18,1,"P",1.02,256.5,201.901666666667,13.79,1.07,11.93,0.0737621002,27.5533333333333,10.52,0.24,44.125,1,1,"5",32.72,0,NA,"dm",-14086,0.433333333333333
"12631","2005","09","22","Thursday",1,"SF",18,1,"P",1.2,330.5,325.61,18.36,1.16,20.39,0.3119025584,61.2333333333333,10.93,0.46,75.296875,2,0,"5",31.52,0,NA,"dm",-14080,0.466666666666667
"12632","2005","09","22","Thursday",0,"SO",28,1,"R",1.46,1384.5,771.855,17,1.7,7.62,0.0284155633,75,2,7,36.4140625,1.1,2.12,"5",56.0699999999994,0,NA,"dm",-14070,0.233333333333333
"12633","2005","09","22","Thursday",0,"SD",24,2,"H",2,785.5,819.38,6,1,9.72,0.0201056371,250.08,4.32,1.92,40.8984375,3,1,"3",51,1,NA,"dm",-14111,0.366666666666667
"12634","2005","09","22","Thursday",0,"SO",41,1,"R",1.31,680,726.1,18,1,6.24,0.1250084485,128.29,3.7,1.67,25.6484375,1.17,2.18,"5",46.1699999999992,0,NA,"dm",-14103,0.266666666666667
"12635","2005","09","22","Thursday",1140,"SO",38,1,"R",2,750,0,4,2,14.42,0.1272444106,0,6.33,0,16.76171875,2,1,"3",0,1,NA,"dm",-14093,0.1
"12636","2005","09","22","Thursday",0,"SF",22,1,"R",1,200,350.51,5,3,14.48,0.144238811,0,7.61,0,33.4140625,1,1.39,"3",165,2,NA,"dm",-14109,0.3
"12637","2005","09","22","Thursday",0,"SE",28,2,"P",1,200,771.315,1,2.07,3,0.4881751491,97.51,1,2.96,56.0390625,1,1,"5",231.56,0,NA,"dm",-14099,0.2
"12638","2005","09","22","Thursday",0,"SD",23,1,"P",1.29,1082.5,669.77,7,2,2,0.1181017729,41.37,13,5,39.515625,1,3,"3",0,2,NA,"dm",-14127,0.2
"12639","2005","09","22","Thursday",0,"SD",20,1,"P",1.17,550,187,14,2,3,0.132008357,51,8.37,1.91,19.84375,1,2,"3",146,2,NA,"dm",-14131,0.166666666666667
"12640","2005","09","22","Thursday",0,"SC",19,1,"P",1.21,596,276.8,11,1,4,0.0910800071,0,0,0,71.359375,1.04,4,"3",0,1,NA,"dm",-14116,0.4
"12641","2005","09","22","Thursday",0,"SO",18,1,"P",1.03,341,318.79,24,1,5,0.2446745769,59.55,0,0,26.37890625,1.1,2.36,"3",0,1,NA,"dm",-14118,0.433333333333333
"12642","2005","09","22","Thursday",0,"SC",21,1,"P",1.33,400,458.15,15,1.34,5,0.5149988811,36,11,1,46.96875,2,1,"5",41.9,0,NA,"dm",-14129,0.433333333333333
"12643","2005","09","22","Thursday",120,"SE",19,1,"P",1.13,464.5,336.65,20.73,1.13,6,0.0759500789,18.975,3,2,71.9375,1.03,2.25,"5",10.4699999999989,0,NA,"dm",-14133,0.2
"12644","2005","09","22","Thursday",0,"SO",18,1,"P",3,850,371,3,1,7,0,54,6.67,0.84,85.296875,1.41,3,"3",0,1,NA,"dm",-14138,0.233333333333333
"12645","2005","09","22","Thursday",0,"SA",18,0,"P",1.25,544,354.21,18,2,7,0.0324739587,41.06,0,0,80.125,1,1.15,"3",0,2,NA,"dm",-14142,0.233333333333333
"12646","2005","09","22","Thursday",0,"SA",18,1,"P",1.06,311.5,241.471666666667,28.22,1.03,7,0,39.29,6,0.08,60.90625,1,1.07,"5",13.41,0,NA,"dm",-14148,0.3
"12647","2005","09","22","Thursday",1,"SE",18,1,"P",1.17,542,434.28,59,1,8,0.0627251989,32.03,0,0.79,58.8515625,1,0,"3",0,1,NA,"dm",-14134,0.433333333333333
"12648","2005","09","22","Thursday",0,"SC",19,1,"P",1.22,577,381.91,18,1,11,0,0,6,3,87.140625,1.03,2.69,"3",0,1,NA,"dm",-14135,0.366666666666667
"12649","2005","09","22","Thursday",380,"SO",19,0,"P",1,329,194.63,3,2,12,0.0278237076,0,4,1,53.2265625,1,1,"3",0,2,NA,"dm",-14149,0.4
"12650","2005","09","22","Thursday",0,"SB",20,1.21,"P",1.14,350,0,18,1.19,14,0.0824386149,0,9,1.58,44.625,1.08,2.73,"5",24.8699999999989,0,NA,"dm",-14174,0.433333333333333
"12651","2005","09","22","Thursday",400,"SO",21,3,"P",1,550,309,5,3,16,0.0490655096,0,5,3,71.953125,1,2,"3",105,3,NA,"dm",-14154,0.4
"12652","2005","09","22","Thursday",1,"SO",21,1,"P",1.06,670.5,489.63,24,3,15,0.4013528731,36.29,11,4,69.609375,1.05,2.62,"3",0,1,NA,"dm",-14163,0.266666666666667
"12653","2005","09","22","Thursday",0,"SL",18,0,"P",1.08,374.5,232.221666666667,23,1,18,0,35.04,3,0,49.65625,1.04,2.25,"3",0,1,NA,"dm",-14170,0.166666666666667
"12654","2005","09","22","Thursday",800,"SH",21,3,"P",1.19,1121,460.73,11,3,24,0.0958662741,0,21,3,69.390625,1,2.13,"3",900,2,NA,"dm",-14161,0.433333333333333
"12655","2005","09","22","Thursday",0,"SF",17,1,"P",1.11,456,378.36,27.97,1.03,26,0.0259477806,41.695,3,0.16,43.328125,1.07,2.21,"5",13.919999999999,0,NA,"dm",-14159,0.3
"12656","2005","09","22","Thursday",0,"SN",18,1,"P",1.16,484,527.9,24.12,1.13,30,0.2680812078,30.4433333333333,22,0,51.4453125,1,0,"5",51.14,0,NA,"dm",-14166,0.1
"12657","2005","09","22","Thursday",1,"SC",18,1,"P",1.08,371.5,388.38,32.75,1.05,46,0.1140259444,39.66,9,0.14,59.3203125,1.06,2.21,"5",4.24999999999882,0,NA,"dm",-14158,0.433333333333333
"12658","2005","09","22","Thursday",0,"SA",18,0,"P",1.14,497.5,264.72,7,2,48,0.1432610871,18.92,6,0,65.1875,1,3,"3",0,2,NA,"dm",-14185,0.166666666666667
"12659","2005","09","22","Thursday",1,"SB",18,1,"P",1.21,496.5,412.99,38,1,67,0.4728779886,101.25,4,0,71.28125,1.22,2.13,"3",0,1,NA,"dm",-14204,0.266666666666667
"12660","2005","09","22","Thursday",0,"SA",20,1,"P",1,444,399.811666666667,4,1,70,0.1445987327,48.78,5,2,95.5,1.15,2.63,"3",0,1,NA,"dm",-14205,0.266666666666667
"12661","2005","09","23","Friday",0,"FT",19,1.01,"R",1.12,594,397.37,23.99,1.39,10.81,0,50.67,3.28,1.14,46.8863671877,1.12,1.99,"4",11.3099999999988,0,NA,"dm",-14184,0.2
"12662","2005","09","23","Friday",0,"SF",25,1,"R",1.1,654.5,416.07,27.28,1.56,10.33,0,61.07,5.57,1.42,39.046875,1.08,2.08,"5",25.439999999999,0,NA,"dm",-14194,0.2
"12663","2005","09","23","Friday",0,"SL",20,1,"R",1.05,405.5,297.94,8,1,12.2066666666667,0.3600661224,81.38,4.73,0,57.046875,1.28,2.34,"3",0,1,NA,"dm",-14176,0.133333333333333
"12664","2005","09","23","Friday",0,"SE",19,1,"P",1.14,617.5,277.71,7,2,12.46,0.2929141652,31,0,0,74.921875,1.07,3,"3",0,1,NA,"dm",-14192,0.133333333333333
"12665","2005","09","23","Friday",0,"SB",18,1,"P",1.02,294.5,124.27,22,1,2,0.0663130891,27.8375,4,0.3,64.40625,1,0,"3",0,1,NA,"dm",-14188,0.133333333333333
"12666","2005","09","23","Friday",0,"SF",19,1,"P",1.06,368.5,165.87,20.465,1.07,4,0.2310633012,36.65,9.76,0.57,54.078125,1,1,"5",15.2515,0,NA,"dm",-14193,0.4
"12667","2005","09","23","Friday",0,"SO",18,1,"P",1.04,287,171.86,48,1,5,0.1381074009,31.35,5,1,54.3984375,1.05,2.01,"3",0,1,NA,"dm",-14203,0.133333333333333
"12668","2005","09","23","Friday",1,"SO",18,1,"P",1.1,307,139.29,18.3433333333333,1.08,6,0.4215923725,38.38,14,0,31.20703125,1.09,2.25,"5",0.149999999998805,0,NA,"dm",-14202,0.3
"12669","2005","09","23","Friday",1,"SO",19,1,"P",1.07,254.5,197.89,11,1.12,6,0.1586586903,85,2,1,49.546875,1.1,2.7,"5",1.75999999999884,0,NA,"dm",-14201,0.233333333333333
"12670","2005","09","23","Friday",0,"SF",19,1,"P",1.03,519.5,171.72,7,1,10,0.0268646115,10.08,18,1.16,78.46875,1,1.33,"3",24,1,NA,"dm",-14196,0.433333333333333
"12671","2005","09","23","Friday",0,"SO",20,1,"R",1.08,250,243.11,15,2,17,0.1251736609,1,15,1.50333333333333,74.90625,2,0,"3",0,2,NA,"dm",-14187,0.433333333333333
"12672","2005","09","23","Friday",0,"SO",18,1,"P",1.04,348,66.27,11.76,1.12,36,0.1164217165,24.66,11,0,81.640625,1.05,2.66,"5",0.409999999998804,0,NA,"dm",-14226,0.166666666666667
"12673","2005","09","23","Friday",0,"SO",19,1,"P",1.05,241,83.88,13.11,1.09,17.16,0,25.08,12.69,0.79,63.313984375,1,1.19,"5",23.23,0,NA,"dm",-14210,0.266666666666667
"12674","2005","09","23","Friday",0,"SB",19,1,"P",1.19,423.5,343.94,20.7,1.4,14.34,0.6144342683,54.67,0,2,63.390625,1.195,2.11,"5",11.1499999999989,0,NA,"dm",-14214,0.233333333333333
"12675","2005","09","23","Friday",0,"SD",19,1,"P",1.04,419,237.14,22.98,1.11,16.64,0,33.605,9.19666666666667,0.87,58.0330859375,1.09,2.01,"4",3.47999999999885,0,NA,"dm",-14206,0.0333333333333333
"12676","2005","09","23","Friday",1,"SO",22,1.12,"R",1.07,482.5,245.206666666667,20.09,1.26,13.19,0,36.665,8.65,1.3,32.6328125,1.03,2.16,"5",5.26999999999891,0,NA,"dm",-14212,0.433333333333333
"12677","2005","09","23","Friday",0,"SM",18,1,"P",1.03,402.5,140.47,17.1533333333333,1.08,16.775,0.0348680692,33.66,10.73,0.14,35.9375,1.03,2.17,"5",5.35999999999889,0,NA,"dm",-14221,0.0666666666666667
"12678","2005","09","23","Friday",0,"SO",28,2,"R",1.11,734,570.225,24.19,1.58,9.23,0.3053625347,59.23,2.9,1.72,34.703125,1.09,2.07,"5",125.629999999999,0,NA,"dm",-14209,0.1
"12679","2005","09","23","Friday",400,"SA",20,1.13,"P",1.04,381.5,171.71,17.16,1.19,16.7425,0.0586991139,22.42,11.29,0,43.1796875,1.04,2.13,"5",10.8699999999988,0,NA,"dm",-14234,0.1
"12680","2005","09","23","Friday",1,"SB",26,1.24,"R",1.1,667.5,424.82,22.08,1.47,6.42,0,64.73,2.67,1.57,44.88021484375,1.19,1.98,"4",4.94999999999903,0,NA,"dm",-14243,0.0666666666666667
"12681","2005","09","23","Friday",0,"SO",25,1.14,"R",1.07,607,319.84,18.72,1.42,11.34,0.1410205648,79.105,4.42,1.37,15.6953125,1.17,2.32,"5",16.579999999999,0,NA,"dm",-14242,0.133333333333333
"12682","2005","09","23","Friday",0,"SN",30,1,"R",1,9850,3441,2,1.73,14.71,0.0145072715,0,9.82,8,56.2109375,1,1,"5",694.47,0,NA,"dm",-14244,0.466666666666667
"12683","2005","09","23","Friday",200,"SO",20,1.25,"R",1,607,332.86,5,1.39,16.36,0.0223226732,94,7.25,1.21,10.671875,2,0,"5",51.51,0,NA,"dm",-14240,0.466666666666667
"12684","2005","09","23","Friday",0,"SB",21,4,"R",1.22,350,1,11,1.55,9.82,0,58.43,6.79,1.98,31.65625,1.18,2.44,"5",232.924999999999,0,NA,"dm",-14229,0.266666666666667
"12685","2005","09","23","Friday",0,"SC",18,1,"P",1.01,364.5,144.3,23,1,15.76,0,33.02,10.585,0,72.1875,1.01,1.63,"3",0,1,NA,"dm",-14237,0.0333333333333333
"12686","2005","09","23","Friday",1,"SE",28,1,"R",1.17,983,714.41,13,2,7.33,0.2550120205,65.65,4.66,2.44,55.2578125,2,1,"3",0,1,NA,"dm",-14249,0.3
"12687","2005","09","23","Friday",0,"FT",19,1,"R",1.23,802.5,362.72,21.8,1.41,9.67,0,60.69,0,1.196,36.6875,1.16,1.87,"5",18.4899999999991,0,NA,"dm",-14236,0.1
"12688","2005","09","23","Friday",0,"SO",33,1.08,"R",1.17,732,776.22,21.57,1.78,6.64,0.0844863055,54.29,5.01,2.42,58.484375,1,1,"5",93.78,0,NA,"dm",-14250,0.1
"12689","2005","09","23","Friday",0,"FT",21,1,"P",1.19,400,318.09,7,1,13.71,0.1736562732,64.32,6.02,1.885,23.44921875,1,0,"3",35,1,NA,"dm",-14252,0.366666666666667
"12690","2005","09","23","Friday",0,"SF",18,1,"P",1,50,336.05,3,4,16.29,0.3635644484,78.11,8.73,0,62.609375,1,0,"3",0,4,NA,"dm",-14254,0.233333333333333
"12691","2005","09","23","Friday",1,"SL",18,0,"P",1,2138.5,930.33,5,1,1,0,69,7.59,6,65.9375,1.24,2.37,"3",0,1,NA,"dm",-14257,0.4
"12692","2005","09","23","Friday",0,"SO",23,5,"P",1.38,1577.5,783.18,68,1,4,0.3861759333,51.1,0,3.36,43.9375,1,0,"3",1521,1,NA,"dm",-14267,0.4
"12693","2005","09","23","Friday",0,"SB",18,1,"P",1.42,842,460.32,29.79,1.57,3,0,46.91,9,1,97.296875,1,0,"5",33.08,0,NA,"dm",-14260,0.4
"12694","2005","09","23","Friday",0,"SF",18,1,"P",1.02,334.5,191.12,15,1,4,0.1466275766,30.34,2,0,73.640625,1.01,1.81,"3",0,1,NA,"dm",-14256,0.133333333333333
"12695","2005","09","23","Friday",0,"SM",18,1,"P",1.01,561,110.57,15.74,1.19,5,0.2290742914,15.67,13,0.67,72.15625,1,1,"5",10.92,0,NA,"dm",-14286,0.4
"12696","2005","09","23","Friday",1,"SC",22,2,"P",2.1,600,558,11,1,5,0.1055934769,30,0,0,55.4296875,3,0,"3",1692,1,NA,"dm",-14268,0.466666666666667
"12697","2005","09","23","Friday",0,"SO",17,1,"P",1,226,64.09,12.9,1.06,5,0,27.92,11,0.192,77.390625,1.03,2.48,"5",-1.1957013157371e-12,0,NA,"dm",-14283,0.3
"12698","2005","09","23","Friday",0,"SH",18,1,"P",1,950,0,3,1,7,0,0,18,0,66.046875,1,0,"3",0,1,NA,"dm",-14272,0.133333333333333
"12699","2005","09","23","Friday",0,"SH",18,0,"P",1.01,392,140.22,35,1,7,0.0497589678,22.69,7,1,77.375,1,0,"3",0,1,NA,"dm",-14285,0.1
"12700","2005","09","23","Friday",0,"SM",24,1,"P",1.1,300,365.47,24,1,8,0.1742523089,54,2,3,57.2890625,1,0.99,"3",62,1,NA,"dm",-14276,0.233333333333333
"12701","2005","09","23","Friday",0,"SO",18,0,"P",1.03,286.5,99.26,11.91,1.05,9,0.0153086374,27.215,1,0,54.7734375,1.04,3,"5",4.22999999999885,0,NA,"dm",-14278,0.166666666666667
"12702","2005","09","23","Friday",0,"SO",19,1,"P",1.02,297,104.59,21,1.06,9,0,27.475,8,0,50.390625,1.01,1.76,"5",1.9999999999988,0,NA,"dm",-14273,0.0666666666666667
"12703","2005","09","23","Friday",1,"SA",19,0,"P",1.02,50,66.79,10,1,9,0,18.33,16,0,75.15625,1.05,2.49,"3",0,1,NA,"dm",-14314,0.2
"12704","2005","09","23","Friday",1200,"SJ",19,0,"P",1.13,1042.5,394.78,11,2,12,0,47.62,5,2,70.703125,1.09,4,"3",0,1,NA,"dm",-14296,0.166666666666667
"12705","2005","09","23","Friday",1,"SD",19,1,"R",1.05,372.5,184.65,17.63,1.13,12,0.1915901448,58.74,10,0.646666666666667,54.4921875,1.05,2.15,"5",3.47999999999886,0,NA,"dm",-14288,0.233333333333333
"12706","2005","09","23","Friday",0,"SA",18,1,"P",1,422.75,226.54,1,1.17,11,0.360935037,0,17,0,49.15625,1,1,"5",14.79,0,NA,"dm",-14287,0.2
