"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date"
0,"SN",25,2,"P",1.38,3700,10,3,0,12,8,42,3379,0.060238136,57.359375,1,2,52,"3",0,-12203,"17JAN2006"
1000,"SO",19,3,"P",2.02,787,28.71,1.53,78.59,15.28,0,24.96,666.76,0.1822719751,27.2421875,1.53,0,299.52,"5",1.46,12240,"18JAN2006"
0,"SO",31,1,"H",1,300,5,1,60,9.68,5,12,489.25,0,51.8125,1,0,129.19,"5",2,12249,"18JAN2006"
0,"SF",43,0,"R",1.23,1920.33333333333,23.98,1.58,45.06,7.62,5.26,9.46,1063.3,0,49.2784375,1.07,0,115.77,"4",1.67,-12241,"18JAN2006"
800,"SC",17,0.6,"P",1.41,535,27.24,1.19,128,7.18,1.05,12.66,488.12,0.0193621148,15.77734375,1.3,0,27.5699999999998,"5",1.43,12254,"18JAN2006"
1,"SO",38,0.77,"R",1.24,1111,31.8075,1.18,66.85,6.96,1.72,8.52,544.63,0.7332569864,46.0078125,1.13,0,131.66,"5",1.55,12262,"19JAN2006"
1,"SL",25,1.08,"R",1.01,1096.78571428571,17.9,1.05,26.64,5.58,1.27,10.47,526.9,0,49.50671875,1.04,0,5.68999999999974,"4",2.87,12267,"19JAN2006"
460,"SB",20,1.67,"R",1.07,522,17.7,1.12,14.45,9.77,1.528,14.64,189.83,0,49.18771484375,1.04,0,24.5499999999997,"4",2.78,12273,"19JAN2006"
760,"SN",33,2,"H",1,11750,2,2.06,0,11.98,4,22.99,5487,0.0501662712,72.359375,1,0,432.52,"5",2,-12263,"19JAN2006"
0,"SM",43,1,"R",1.33,200,35,1,123.38,5.84,2.7,7.02,761.64,0.3237465778,29.27734375,2,1,221,"3",0,-12271,"19JAN2006"
0,"SO",19,1,"P",1.06,480.5,14,1.08,1,0,0,3,228.63,0.1232157995,68.296875,1.06,0,16.4999999999998,"5",2.46,-12276,"19JAN2006"
2,"SL",23,5,"R",1.26,857.5,25.21,1.33,30.12,7.41,3.13,13.24,370.58,0.0102353379,31.6328125,1.02,0,248.41,"5",1.66,12285,"20JAN2006"
120,"SB",18,0.74,"P",1.24,380.5,33.69,1,58.34,9.6,0.149999999999999,19.6333333333333,312.303333333333,0,60.653857421875,1.13,0,4.00999999999963,"4",1.21,12290,"20JAN2006"
0,"FT",25,0.98,"R",1.04,1293.5,18.5733333333333,1.11,49.59,5.14,1.06,6.6,546.27,0.0742292257,58.6015625,1.04,0,11.5099999999997,"5",2.8,12287,"20JAN2006"
0,"SB",20,4,"P",3,450,4,1.37,1,20,2.17,6,212.94,0,47.4609375,1,0,492.29,"5",1,12280,"20JAN2006"
260,"SE",21,1.4,"P",1.16,836,6,3,0,1,2,5,562.4,0,56.340439453125,1,2,0,"3",3,12283,"20JAN2006"
200,"SE",19,0.72,"P",1.04,423.5,22.71,1.07,31.7766666666667,0,0,10,343.69,0,50.5625,1.01,0,16.3799999999996,"5",2.1,12292,"20JAN2006"
1,"SO",18,2,"P",1.23,638,27,1,13.685,24,1,17,262.71,0,22.04296875,1,1,769,"3",2,12297,"20JAN2006"
300,"SE",23,3,"P",2,794.5,2,3,0,3,1,18,526.99,0.1601143903,51.46875,4,1,0,"3",0,-12302,"20JAN2006"
0,"SM",22,2,"R",1.03,800,47,1,27.91,12,6,25,300.29,0.0841050751,64.5,1.06,1,0,"3",2.75,12293,"20JAN2006"
60,"SO",18,0.71,"P",1.19666666666667,246.5,27,1,55.04,6,1,43,323.23,0,51.484375,1,1,2,"3",0.608421052631579,12281,"20JAN2006"
0,"SH",18,1,"P",1.15,282,12.56,1.1,65.37,7,0.67,44,245.61,0.4947247999,62.765625,1,0,43.2,"5",1,12320,"21JAN2006"
500,"SC",22,1.18,"R",1.22,643.5,22.77,1.09,59.09,7.04,1.51,10.15,387.74,0,32.0546875,1,0,25.4199999999997,"5",0.66,12303,"21JAN2006"
0,"SE",18,1,"P",1.02,231.75,14.94,1.01,36.9116666666667,10.59,0.17,19.935,134.32,0,64.45478515625,1.04,0,-5.23243670613738e-13,"4",2.32857142857143,12322,"21JAN2006"
1,"SN",35,2,"R",1.54,9500,7,1.77,0,2.6,1,8.64,2510,0,46.3494921875,2,0,908.46,"5",0,-12321,"21JAN2006"
1,"SC",27,1.03,"R",1.05,1071,22.56,1.15,63.81,6.13,1.59,3,504.79,0.0278137005,26.734375,1.04,0,56.8499999999999,"5",2.13,12310,"21JAN2006"
1,"SO",18,0.44,"P",1.33,680,30.65,1.01,58.83,0,0,4,458.173333333333,0.0649122149,67.75,1.05,0,3.17999999999966,"5",1.71,12324,"21JAN2006"
0,"SK",18,1,"P",1.16,591.5,24,1,22.7366666666667,27,1,7,157.2,0.0881911172,77.9375,1,1,0,"3",1,12307,"21JAN2006"
200,"SO",21,4,"P",1,1300,1,1,1,15,4,19,1,0,77.796875,1,1,0,"3",1,12314,"21JAN2006"
0,"SK",23,1,"R",1.03,711.5,21.35,1.11,44.61,3.85,1.21,9.42,395.9,0,48.8359375,1.03,0,19.0899999999997,"5",2.57,12341,"24JAN2006"
1100,"SH",21,1.38,"R",1.07,678,24.01,1.28,34.96,7.755,2.23,12.9175,442.24,0,47.033706054688,1.05,0,74.4499999999999,"4",2.28,12355,"24JAN2006"
0,"SO",22,1.05,"R",1.02,808,19.65,1.05,24.92,3.64,1.15,9.34,436.13,0,51.803828125,1.02,0,4.75999999999963,"4",3.01,12364,"24JAN2006"
400,"SD",23,1.75,"P",1,823,5,1,23.11,4,2.59,12.28,330.54,0.0385657141,38.7421875,2,1,17,"3",0,12330,"24JAN2006"
800,"FT",31,1.75,"R",3,850,2,4,20,10.81,5,13.45,1,0.0921389386,29.921875,3,1,0,"3",0,-12337,"24JAN2006"
0,"SO",17,1,"P",1.02,223.5,11.57,1.05,36.14,8.24,0.64,9.891,191.59,0.3529305328,39.1171875,1,0,24.1399999999999,"5",0,-12344,"24JAN2006"
800,"SK",37,0.87,"R",1.35,903.5,18.27,2.51,116.53,5.94,3.17,7.12,1002.85,0.4350350806,35.2734375,1,0,132.29,"5",0,-12329,"24JAN2006"
0,"SC",18,1,"P",1.05,457.083333333333,12.955,1.15,20.75,13.38,2,3,213.71,0.0148008302,69.21875,1,0,46.09,"5",0,-12333,"24JAN2006"
600,"SB",22,3,"P",9,1450,3,8,0,19,5,4,94,0.284756206,51.9140625,5,2,0,"3",0,12339,"24JAN2006"
200,"FT",37,1.17,"R",2.57,250,7,2.39,860,9.32,4.17,7,1427.82,0.0099280603,23.29296875,4,0,215.87,"5",0,12343,"24JAN2006"
460,"SM",21,2.02,"P",1.03,741,18.56,1.23,9.05,12.96,2.52,15,173.35,0,72.296875,1.03,0,234.91,"5",3.06,12352,"24JAN2006"
0,"SO",17,0.586,"P",1.07,240.5,15.1266666666667,1.07,51.82,8,0.26,31,212.83,0.1988241025,67.25,1,0,10.1399999999999,"5",0,12331,"24JAN2006"
0,"SO",18,1,"P",1.06,469.041666666667,12.25,1.08,17.31,15,1,31,135.495,0.1526287133,64.78125,1,0,29.8999999999999,"5",2,-12350,"24JAN2006"
1,"SB",26,1.04,"R",1.05,616.785714285714,21.2,1.1,34.09,7.01,1.41,12.45,416.92,0,49.2272265625,1.02,0,4.75999999999968,"4",2.55,12387,"25JAN2006"
0,"SO",19,1,"R",1.05,448,31.63,1.1,39.88,9.67,0.49,12.4,410.595,0,43.699296875,1.03,0,24.2499999999998,"4",1.97,-12371,"25JAN2006"
0,"SF",36,0.81,"R",1.02,893.5,23.73,1.125,70.75,6.19,1.09,5.93,493.96,0.0322019313,45.609375,1.01,0,98.1899999999999,"5",2.09,12382,"25JAN2006"
0,"SO",15,0.5,"P",1.02,225.5,18.71,1.06,35.93,11.35,0.105,7,150.46,0.0840043745,60.421875,1.01,0,8.54999999999986,"5",0.78,-12368,"25JAN2006"
0,"SM",25,6,"P",1.88,500,19,3,357.96,10,7,31,496,0.1039041197,69.0625,1,2,432,"3",1.64,-12374,"25JAN2006"
0,"SA",19,1,"P",1.39,500,17,2,51.25,6,3,82,464,0.0312889334,73.203125,1,2,1062,"3",0.95,12383,"25JAN2006"
360,"SO",26,0.99,"R",1.2,525,19.88,1.13,59.32,5.4,1.33,6.76,443.61,0.2361237002,33.4296875,1,0,91,"5",0,12394,"26JAN2006"
1,"SB",25,1.02,"R",1.02,1025.28571428571,19.54,1.07,26.09,5.62,1,9.7275,531.92,0,53.111015625,1.02,0,4.37999999999973,"4",2.81,12397,"26JAN2006"
500,"SO",20,1.56,"R",1.04,595,16.45,1.01,9.48,8.76,1.71,10.57,285.895,0,59.25,1.05,0,15.0599999999997,"5",3.19,12405,"26JAN2006"
0,"FT",26,1.02,"R",1.12,1369,19.5733333333333,1.155,54.29,4.98,1.39,6.39,568.5,0.0933442146,55.734375,1,0,103.34,"5",2,12391,"26JAN2006"
2,"SD",19,1,"P",1.52,712,17.21,1.26,189.83,6.15,0.95,11.4425,704.52,0.5562863015,20.13671875,2,0,94.81,"5",0,-12399,"26JAN2006"
0,"FT",36,1.55,"R",1.39,817.5,53,1,66.87,4.27,1,8.07,791.266,0.1436916571,30.6328125,1.17,1,0,"3",2.14,-12390,"26JAN2006"
1000,"SA",19,0.94,"R",1,376.75,4,2,34.44,10.8866666666667,0.8425,16.855,187.31,0.1439418094,47.8125,1.05,1,0,"3",2.31,-12392,"26JAN2006"
1,"SD",29,1,"R",1.64,100,13,2,161.73,15.46,6,34.53,92,0.1590270298,94,2,1,0,"3",0,-12398,"26JAN2006"
0,"SN",22,1,"P",1.22666666666667,300,9,2,1,11,5,3,187,0.1297047609,67.78125,1,2,0,"3",3,-12404,"26JAN2006"
0,"SO",22,2,"R",1.08,479,27.34,1.25,40.46,6.8,1.27,7.25,469.4,0,45.34771484375,1.04,0,33.2799999999999,"4",2.38,-12419,"27JAN2006"
0,"SB",34,2,"R",1,856,2,1,50.865,5.32,1.69,10.86,576.136666666667,0.2405438009,27.62890625,1.12,1,0,"3",2.06,12415,"27JAN2006"
0,"SN",24,0,"P",1,1950,4,3,51.33,10.9033333333333,0,18.78,1395,0.1503466591,59.4609375,1,3,112,"3",1.45,12431,"27JAN2006"
1300,"SN",31,2,"P",1.47,1944,16,3,85.934,18.0914285714286,8.67,26.97,1288.84,0.5772823412,27.9765625,1,2,0,"3",1.12,-12413,"27JAN2006"
600,"SE",25,1,"P",1.16,2683.25,33,1.28,0,23,8,16,1114.83,0.0947367856,49.375,1,0,349.879285714286,"5",1,12421,"27JAN2006"
0,"SO",18,1,"P",1,376.5,2,2,4.56,19,0,16,101.41,0.2474943046,38.125,1,2,6,"3",1,12423,"27JAN2006"
0,"SA",18,0,"P",1.19,302.25,7,1,115,13,2,23,142.33,0,68.1875,1.21,1,0,"3",2.6975,-12434,"27JAN2006"
1,"SB",21,5,"R",1.28,1434.5,34,1,44.91,24,0,42,674.02,0.0420295054,49.8359375,1,1,1749,"3",0,-12417,"27JAN2006"
400,"SO",24,1.17,"R",1.1,823.5,14.62,1,21.81,6.02,1.3,7.76,358.41,0.3656602083,44.078125,1.07,0,5.65999999999975,"5",3.11,12447,"28JAN2006"
600,"SO",49,3,"H",1.4,8769.5,27,2,0,4,10,12,3370.69,0,76.78125,1,1,1471,"3",1.32,12451,"28JAN2006"
0,"SE",18,1,"R",1.16,754,29.9066666666667,1.41,48.17,14.66,0.32,22.53,732.445,0,66.856875,1.07,0,25.1199999999999,"4",1.75,-12437,"28JAN2006"
0,"SO",28,1.16,"R",1.14,935,27.97,1.59,61.17,0,1.45,9.38,753.47,0.2552433023,45.7890625,1.08,0,20.3699999999998,"5",2.25,-12450,"28JAN2006"
1500,"SL",30,1,"R",1,2086.5,5,2,1,8.97,2.51,13.62,815.44,0,70.109375,1,2,7,"2",2,-12445,"28JAN2006"
1,"SL",25,1,"H",2,8450,5,2,265,12.7333333333333,3,31.84,1023,0,79.421875,2,2,6732,"3",2,-12458,"28JAN2006"
460,"SO",22,1.26,"R",3,1092,3,3,0,9.3,1,14.79,937.293333333333,0.7016010527,28.734375,5,2,0,"2",0,-12452,"28JAN2006"
780,"SF",24,1,"P",1.26,1230.16666666667,28,1,32.53,6.22,2.68,2,621.23,0,54.332998046875,1,1,53,"3",1,-12440,"28JAN2006"
860,"SB",35,3.45,"P",1.55,2650,55,1,114.1,27,7.3,32,1271.79,0,43.859375,1.45,0,574.65,"5",1.62,12448,"28JAN2006"
0,"SG",22,1,"P",1.37,650,43,3,23.36,19,3,47,315.1,0.1050471752,47.5078125,1,2,75,"3",1.04,12488,"31JAN2006"
0,"SO",22,2,"R",1,750,3,1,48.17,7.89,1.25,13.11,324.27,0.3874104507,51.140625,1,1,680,"3",1.455,-12481,"31JAN2006"
0,"SN",33,1,"H",2,5750,3,2,1,13.985,5,21.125,2015,0.0114331251,89.78125,1,2,2007,"3",1.43,-12493,"31JAN2006"
1400,"SB",23,1,"P",1.54,1315.5,6,4,113,14.76,6.64,23.6,954.32,0,21.50390625,1,2,0,"3",3,-12486,"31JAN2006"
860,"FT",31,1.63,"R",3,850,2,4,20,10.03,3,11.69,0,0.1409124937,22.609375,3,1,0,"3",0,-12467,"31JAN2006"
240,"SN",19,0.92,"P",1.04,600,8,1,10.22,14,0,2,275.64,0.0776114699,44.9765625,1.09,1,0,"3",3,12484,"31JAN2006"
400,"SA",21,1,"P",1.2,499.5,11,1,40.41,0,0,4,495.52,0.102867211,65.09375,1,1,0,"3",1,-12490,"31JAN2006"
0,"SD",19,1,"R",1.53,1200,35,1,89.29,13,1.81,5,467.469,0.1446631439,36.1328125,2,1,1233,"3",0,-12462,"31JAN2006"
1060,"SO",20,1.06,"P",2.1,752,7,1,136,4,0,18,341.38,0.0561606287,69.21875,4,1,0,"3",0,-12466,"31JAN2006"
0,"SD",21,3,"R",3,2240,5,1,205,16,5.55,38,1193.24,0.3410819294,40.3203125,2,0,778.73,"2",2,-12474,"31JAN2006"
1,"SO",24,1.02,"P",1.03,746.5,22.78,1.1,19.33,5.19,2.01,9.41,262.89,0,48.5857421875,1.02,0,6.33999999999964,"4",3.02,12500,"01FEB2006"
1,"SO",27,1,"R",1.24,588,26,1.5,77.86,1.87,1.13,9.37,527.62,0.4525256362,23.875,1.18,0,16.0899999999998,"5",2.31,-12494,"01FEB2006"
1,"SC",22,1,"R",1.15,716.5,37,1.28,50.13,11.84,0,21.04,559.58,0.1424565436,46.6640625,1,0,178.565,"5",2,-12516,"01FEB2006"
600,"SB",31,1.26,"R",1,250,3,2,61.47,6.94,7,6.9,280,0.1897384278,50.0546875,1,2,0,"3",1,-12509,"01FEB2006"
100,"SA",46,1.16,"H",1.1,11326.5,19,1,46.41,19,19,4,4229.28,0,77.96875,1.18,1,0,"3",2.09,12515,"01FEB2006"
0,"SH",30,1.33,"P",1,500,3,1.52,0,1,2,5,0,0,73.78125,1.13,0,35.6099999999999,"5",2.41,-12496,"01FEB2006"
400,"SO",22,2.55,"P",1.14,932.5,24.99,1.38,13.44,14,6,10,366.98,0.0097921868,30.69921875,1.03,0,491.65,"5",2.17,12514,"01FEB2006"
0,"SN",18,2,"P",1,200,2,1.23,50.16,3,0,35,241.916666666667,0.0343119378,37.8203125,1,0,179.89,"5",1,-12513,"01FEB2006"
0,"SH",19,0.58,"P",1.07,668.5,6.64,1.19,13.31,16,2,46,138.522,0.1010584359,19.2109375,1.06,0,6.97999999999961,"5",3.01,12501,"01FEB2006"
0,"SL",25,1.35,"R",1.03,903,22.19,1.1,20.33,4.78,1.5,6.33,469.54,0.0660941273,39.890625,1.04,0,5.24999999999975,"5",2.93,12519,"02FEB2006"
0,"SN",19,1,"P",1,855,5,1.15333333333333,0,0,0,12.6433333333333,468.37,0.0299522579,50.15625,1,0,157.095,"5",1,12535,"02FEB2006"
0,"SC",19,1,"P",1.28,950,64,1,70.27,11,3,17,645.93,0.0725297735,76.578125,1,1,880,"3",0.6,12529,"02FEB2006"
0,"SB",21,1.12,"R",1.02,496.5,21.83,1.06,28.52,4.87,1.33,10.01,364.72,0,53.4886796875,1.08,0,0.139999999999618,"5",2.72,12524,"02FEB2006"
0,"SO",19,1,"P",1.09,217.5,16,1,50,7.69,2,12.2033333333333,132.14,0.1820280794,48.2890625,1,1,38,"3",1.01,-12533,"02FEB2006"
0,"SD",28,0,"R",3,2250,3,2,0,6.13,1,8.42,0,0,46.574501953125,3,2,629,"3",1,-12531,"02FEB2006"
60,"SN",21,2,"P",1.08,592.5,16,1,0,1,2,6,450.2,0.0195906815,58.2578125,1.05,1,0,"3",2.65,-12532,"02FEB2006"
480,"SO",23,1.73,"P",1.12,500,26,2,29,0,0,10,433,0,62.8203125,1,2,827,"3",1.59,-12526,"02FEB2006"
1,"SO",21,1,"P",1.15,612.5,26,1,36.38,0,1.69,15,443.012,0.3231816674,66.265625,1.04,0,11.5199999999998,"5",2.51,-12530,"02FEB2006"
1,"SF",25,1,"R",1.01,1018,23.05,1.06,43.48,3.46,0,8.46,427.2,0.1323216595,63.1015625,1.08,0,5.6199999999997,"5",2.96,12552,"03FEB2006"
0,"SO",19,1,"P",1.01,336.5,6,1,0,12.105,1,16.995,70.04,0,38.4921875,1.04,1,0,"3",2.62666666666667,12559,"03FEB2006"
0,"SO",27,1,"R",1.23,1145,28.14,1.32,34.29,3.03,1.56,7.34,688.97,0,52.2734375,1.08,0,21.4899999999999,"5",2.32,-12548,"03FEB2006"
0,"SO",19,0.79,"P",1,220.25,15.92,1,28.73,15.1403333333333,0.653333333333333,18.204,72.09,0,65.150078125,1.13,0,5.4499999999995,"4",2.3,12558,"03FEB2006"
1,"SO",35,1.71,"R",1.47,861.5,24,1.48,0,7.22,2.48,13.9,627,0.157804559,7.0791015625,1,0,349.15,"5",1,12546,"03FEB2006"
0,"SH",23,2,"P",1,1650,3,1,35,14.32,4,19.05,596.42,0.0666669575,53.3203125,1,1,1653,"3",1,-12556,"03FEB2006"
0,"SD",22,1,"R",1.22,750,14,1,0,8.74,1.985,15.125,401.83,0.0105994028,54.015625,1.07,1,0,"3",1.59,12571,"04FEB2006"
0,"SB",23,1.28,"R",2,400,7,2,35,10.76,0,25.12,256.11,0.1587900999,63.84375,3,1,0,"3",1,12568,"04FEB2006"
1,"SO",18,0.72,"P",1.02,260,17.73,1.01,34.5366666666667,10.32,0.14,15.99,149.67,0,58.97466796875,1.02,0,-4.97948349220678e-13,"4",2.407,12579,"04FEB2006"
500,"SO",30,1.32,"R",1.38,950,10,1,71.77,3.57,2.08,6.77,1241,0.3741533775,46.6171875,1,0,154.66,"2",1,-12570,"04FEB2006"
900,"SA",35,1.12,"R",1.15,700,24,1,65,6.07,1,7.48,754.95,0.0435870824,34.1953125,1,1,354,"3",0.62,12564,"04FEB2006"
740,"SN",31,0,"R",1,100,3,2,160,2,7,9,717.67,0.359000762,71.625,2,2,0,"3",1,-12576,"04FEB2006"
0,"SO",20,2,"P",1.02,493.071428571429,13.03,1.105,16.06,19,2,8,128.321666666667,0.2012472632,72.859375,1.01,0,17.3699999999997,"5",3,12572,"04FEB2006"
1,"SO",23,6,"P",1.74,888.5,11,2,233.79,25,6,18,737.165,0.0395069428,62.7578125,1,2,0,"3",4,-12573,"04FEB2006"
140,"SC",21,1.2,"P",1.24,50,16,2,60.73,13,2,24,339.73,0.2517884606,39.8359375,1.2,0,62.9099999999999,"2",1.83,12575,"04FEB2006"
0,"SM",23,2,"P",1.39,3309.5,16,1.57,0,21,7,46,748.79,0.0753047073,77.953125,2,0,751.32,"5",1,12567,"04FEB2006"
0,"SN",41,1,"R",1.38,4349,9,4,67.32,3,2.53,12.2,1729.33,0,64.84375,1.13,0,187.15,"2",2,12610,"07FEB2006"
0,"SC",20,1,"R",1.05,435.166666666667,25,1,24.52,12,1.72,15,153.32,0.0278418824,55.640625,1.07,1,0,"3",2.64,12609,"07FEB2006"
0,"SA",18,1,"P",1.14,213,26,1,63.98,8,0.17,15,260.936666666667,0.0707587521,80.921875,1,1,0,"3",0,12585,"07FEB2006"
0,"SA",20,2,"R",1.06,291.833333333333,19.39,1.1,49.12,3.54,0.55,9.692,266.31,0.188011786,58.0703125,1,0,76.54,"5",0,-12595,"07FEB2006"
600,"SF",23,2,"P",2.01,991.5,8,1,40,11.432,3,21.28,427.16,0.1926810136,64.453125,3,1,0,"3",1,-12600,"07FEB2006"
0,"SC",20,2,"R",1.09,621,58,1,43.63,6.51,1.43,10.736,374.3,0,37.0859375,1.07,1,0,"3",2.04,12611,"07FEB2006"
1000,"SO",25,1.2,"R",2,600,2,2,0,5.44,0,7.05,621,0.2876470042,58.8828125,2,2,0,"3",1,-12614,"07FEB2006"
1,"SF",18,1,"P",1.68,484.333333333333,55,1,263.64,4.27,0.28,2,479.7,0.1260250714,57.96875,2,1,0,"3",1,-12596,"07FEB2006"
0,"SO",26,2,"P",1.32,1625.5,43,3,0,25,9,4,1189.41,0.5518587008,41.921875,1.07,1,0,"3",2.19,-12608,"07FEB2006"
0,"SO",17,0.69,"P",1.02,196,13.226,1.04,31.104,10.265,0.0599999999999994,6,85.02,0,60.5234375,1,0,15.0399999999999,"5",1,12605,"07FEB2006"
0,"SM",19,2,"P",1.01,355.833333333333,18.87,1.05,28.26,10.895,0.78,7,160.14,0.1264096051,53.046875,1,0,29.4499999999999,"5",0,-12586,"07FEB2006"
0,"SE",21,3,"P",2,1450,5,4,1,5,8,9,1,0.2801226713,84.34375,2,2,1309,"3",2,-12604,"07FEB2006"
0,"SO",20,1,"P",2,442.5,3,1,0,11.5,2,13,219.16,0.2785115195,58.8125,2,1,0,"3",0,-12588,"07FEB2006"
0,"SO",19,1,"P",1,1067,6,2,45.19,26,2,14,417.436666666667,0.426041415,71.609375,2,2,459,"3",0,-12592,"07FEB2006"
0,"SB",20,3,"P",1.11,656,42,1,29.7471428571429,25,3,17,385.49,0.1065141417,69.15625,1.04,1,0,"3",2.88,-12613,"07FEB2006"
560,"SN",23,1.07,"R",1.17,687.5,22.74,1.39,46.18,4.23,1.28,7.15,506.08,0,49.2556640625,1.13,0,23.9699999999999,"4",2.24,-12616,"08FEB2006"
0,"SB",17,0.83,"R",1.08,527.5,28.4,1.12,47.68,11.24,0.00166666666666603,15.39,543.98,0,47.6953125,1,0,47.86,"5",0.45,-12624,"08FEB2006"
160,"SC",30,2,"H",1.49,3517,8,4,44,11.66,5.34,13.82,1508.44,0.0927046258,49.2890625,1,3,1778,"3",1,-12626,"08FEB2006"
0,"SO",20,3,"P",1.04,553.5,15,1.24,24,13.48,2.1,18,218.96,0,67.03125,1,0,165.874,"5",2,-12623,"08FEB2006"
460,"SO",20,1,"P",1.13,330,12.84,1.08,26.06,10,1,30,146.2,0.0217077604,56.625,1,0,68.8,"5",1,12632,"09FEB2006"
500,"SB",38,1.03,"R",1.08,1726.5,19.12,1.02,33.37,3.91,1.59,8.01,921.69,0,61.2734375,1.03,0,29.9099999999998,"5",2.53,12636,"09FEB2006"
0,"SB",23,1,"P",1.21,894,13,2,35,4,3,5,389.54,0.2268236629,72.921875,1.01,1,0,"3",1.702,12645,"09FEB2006"
0,"SO",23,4,"P",1,1800,3,1,55,10,5,26,465,0,85.1875,2,1,305,"3",0,-12644,"09FEB2006"
0,"SG",18,0.64,"P",1.15,611.5,21.06,1.07,10.9,28,0.84,31,98.9,0,25.9453125,1.08,0,0.819999999999569,"5",2.92,12642,"09FEB2006"
0,"SA",18,1,"R",1.17,688.5,38.475,1.16,46.68,16,0,43,448.71,0,36.3359375,1.07,0,28.3499999999998,"5",2.28,-12646,"09FEB2006"
1,"SO",20,0.85,"R",1.03,447,24.0533333333333,1.02,56.5,4.8,1.16,8.84,353.68,0.1971380054,48.8046875,1.08,0,1.18999999999963,"5",2.85,12665,"10FEB2006"
0,"SO",19,1,"R",2,750,5,2,40,9,2,17,0,0.1659080368,50.21875,1,2,0,"3",0,12655,"10FEB2006"
1,"SB",22,1.4,"R",1.09,612.5,22.38,1.28,51.37,4.63,0.92,9.14,439.18,0,47.78578125,1.09,0,16.2799999999998,"4",2.31,-12657,"10FEB2006"
0,"SA",21,1,"P",1.26,940.5,30,1.69,39.57,8.39,3,15.09,869.77,0.8206427339,61.1171875,1,0,189.56,"5",1,-12651,"10FEB2006"
660,"SB",25,1.45,"P",1.3,250,13,1,36,9.26,2.23,19.1,287.06,0,57.5234375,2,1,0,"3",1,12666,"10FEB2006"
0,"SD",31,2,"R",1.28,704,21,2,44,5.09,0,6.89,610.16,0.144495083,43.4921875,2,1,0,"3",1,-12664,"10FEB2006"
180,"SO",21,5,"P",1.09,543.25,28,1.06,0,12.695,2.73,4,222.41,0.0582535925,60.453125,1.06,0,93.9199999999999,"5",2.55,12659,"10FEB2006"
1,"SO",18,0.64,"P",1.34,550.5,32.8833333333333,1.04,62.605,20,1,26,431.83,0.4220530484,70.71875,1.04,0,17.5699999999997,"5",2.01,12650,"10FEB2006"
1,"SO",23,1,"R",1.05,820.5,21.17,1.02,23.71,3.27,1.38,9.64,437.74,0,48.4609375,1.05,0,6.62999999999967,"5",3.05,12687,"11FEB2006"
0,"SB",22,5,"R",1.08,711.25,22.68,1.12,15.49,7,2.89,26,324.22,0.0291639895,82.890625,1.03,0,135.44,"5",2.71,12671,"11FEB2006"
500,"SB",19,1.22,"R",1.05,409.75,21.3,1.02,50.11,7.3,1.14,12.2875,272.78,0,40.15015625,1.05,0,2.01999999999962,"4",2.47,12677,"11FEB2006"
100,"SL",19,1.42,"R",1.16,479,17.3,1.17,22,9.47,1.22,13.71,236.19,0,54.2164453125,1,0,82.94,"5",0.93,12685,"11FEB2006"
0,"SH",19,1,"P",1.06,427.833333333333,23.67,1.03,29.25,8.32,0.46,3,408.51,0.282630899,52.109375,1.02,0,21.3399999999998,"5",1.72,-12689,"11FEB2006"
640,"SE",20,3,"P",2,1550,3,1,70,7,3,105,1364,0,67.046875,2,1,0,"3",1,-12683,"11FEB2006"
0,"SE",19,1,"P",1.21,373,26,1,40.08,6.9475,0.69,1,239.65,0.055571669,34.328125,1.04,1,0,"3",1.81,12707,"14FEB2006"
1,"SF",18,1,"P",1.37,200,9,2,52.7,0,0.468166666666667,12,308.053333333333,0.1206450707,51.6953125,1,2,0,"3",1,12711,"14FEB2006"
0,"SB",19,0.96,"R",1.21,306,17.86,1.16,77.95,8.9,0.8925,15.925,282.81,0.1838928778,5.13671875,1.08,0,13.1399999999997,"5",1.59,12710,"14FEB2006"
0,"SA",19,1,"R",2.05,434,13.77,1.58,150.866666666667,7.14,0,12.3,343.5,0.1484856117,40.1640625,4,0,63.28,"5",0,-12719,"14FEB2006"
1,"SB",23,4,"R",1,1688.66666666667,4,1.59,0,13.48,3.495,22.89,695.6,0.0207744011,68.953125,1,0,620.07,"5",2,-12720,"14FEB2006"
1,"SN",22,1,"R",2,2100,5,1.4,49,8.92,3.05,10.98,185,0.020858375,51.0234375,1,0,467.03,"5",1,-12703,"14FEB2006"
980,"SL",26,2,"R",1,2100,1,2,25.95,9.4,3,12.31,0,0.2073562955,63.1875,1,1,0,"3",1,-12713,"14FEB2006"
0,"SF",18,4,"R",2,200,6,5,402.26,9.17333333333333,1,14.28,594.45,0.1792199947,39.203125,5,5,195,"1",0,-12693,"14FEB2006"
0,"SO",26,1,"P",1.43,100,9,1,109.7,8,2.64,4,0,0.0427694333,70.671875,2,1,0,"3",0,-12691,"14FEB2006"
0,"SD",30,1,"P",1.55,1900,22,2.09,180,19,13,33,1612,0,48.78125,1.47,0,285.38,"5",1.97,-12718,"14FEB2006"
0,"SO",19,1,"P",2,950,5,1,25,16,1,39,209.635,0.1117752679,71.21875,2,1,0,"3",0,-12694,"14FEB2006"
